 #  Scattering amplitudes (in cm)      MU=(1-cos(TH))/2
 #  Z =  47,   projectile: electron
 #  Kinetic energy = 3.00000E+06 eV
 #
 # TH (deg)      MU          Re(F)        Im(F)        Re(G)        Im(G)        ERRF         ERRG 
 #-----------------------------------------------------------------------------------------------------------------
  0.000E+00  0.00000E+00  5.82746E-07  6.14955E-08  0.00000E+00  0.00000E+00  6.28257E-09  0.00000E+00
  1.000E-04  7.61557E-13  5.82745E-07  6.14955E-08  4.34532E-13  4.58607E-14  6.28180E-09  1.26810E-07
  1.250E-04  1.18994E-12  5.82745E-07  6.14955E-08  5.43164E-13  5.73258E-14  6.28137E-09  1.26806E-07
  1.500E-04  1.71346E-12  5.82744E-07  6.14955E-08  6.51796E-13  6.87910E-14  6.28084E-09  1.26800E-07
  1.750E-04  2.33225E-12  5.82743E-07  6.14955E-08  7.60428E-13  8.02562E-14  6.28022E-09  1.26794E-07
  2.000E-04  3.04617E-12  5.82743E-07  6.14955E-08  8.69060E-13  9.17213E-14  6.27950E-09  1.26787E-07
  2.250E-04  3.85530E-12  5.82742E-07  6.14955E-08  9.77691E-13  1.03186E-13  6.27868E-09  1.26779E-07
  2.500E-04  4.75964E-12  5.82741E-07  6.14955E-08  1.08632E-12  1.14652E-13  6.27777E-09  1.26770E-07
  2.750E-04  5.75917E-12  5.82740E-07  6.14955E-08  1.19495E-12  1.26117E-13  6.27676E-09  1.26760E-07
  3.000E-04  6.85391E-12  5.82739E-07  6.14955E-08  1.30358E-12  1.37582E-13  6.27566E-09  1.26749E-07
  3.250E-04  8.04379E-12  5.82738E-07  6.14955E-08  1.41221E-12  1.49047E-13  6.27446E-09  1.26737E-07
  3.500E-04  9.32893E-12  5.82736E-07  6.14955E-08  1.52084E-12  1.60512E-13  6.27316E-09  1.26724E-07
  3.750E-04  1.07092E-11  5.82735E-07  6.14954E-08  1.62947E-12  1.71977E-13  6.27177E-09  1.26710E-07
  4.000E-04  1.21847E-11  5.82734E-07  6.14954E-08  1.73809E-12  1.83442E-13  6.27028E-09  1.26695E-07
  4.250E-04  1.37554E-11  5.82732E-07  6.14954E-08  1.84672E-12  1.94908E-13  6.26870E-09  1.26679E-07
  4.500E-04  1.54213E-11  5.82730E-07  6.14954E-08  1.95534E-12  2.06373E-13  6.26702E-09  1.26662E-07
  4.750E-04  1.71823E-11  5.82729E-07  6.14954E-08  2.06397E-12  2.17838E-13  6.26525E-09  1.26645E-07
  5.000E-04  1.90386E-11  5.82727E-07  6.14954E-08  2.17259E-12  2.29303E-13  6.26338E-09  1.26626E-07
  5.250E-04  2.09900E-11  5.82725E-07  6.14953E-08  2.28121E-12  2.40768E-13  6.26141E-09  1.26606E-07
