 #  Scattering amplitudes (in cm)      MU=(1-cos(TH))/2
 #  Z =  79,   projectile: electron
 #  Kinetic energy = 5.10000E+06 eV
 #
 # TH (deg)      MU          Re(F)        Im(F)        Re(G)        Im(G)        ERRF         ERRG 
 #-----------------------------------------------------------------------------------------------------------------
  0.000E+00  0.00000E+00  1.10173E-06  1.75198E-07  0.00000E+00  0.00000E+00  1.82055E-09  0.00000E+00
  1.000E-04  7.61557E-13  1.10173E-06  1.75198E-07  8.73884E-13  1.38974E-13  1.82011E-09  1.45351E-07
  1.250E-04  1.18994E-12  1.10173E-06  1.75198E-07  1.09235E-12  1.73717E-13  1.81987E-09  1.45342E-07
  1.500E-04  1.71346E-12  1.10172E-06  1.75198E-07  1.31082E-12  2.08460E-13  1.81957E-09  1.45330E-07
  1.750E-04  2.33225E-12  1.10172E-06  1.75198E-07  1.52929E-12  2.43204E-13  1.81922E-09  1.45316E-07
  2.000E-04  3.04617E-12  1.10172E-06  1.75198E-07  1.74776E-12  2.77947E-13  1.81882E-09  1.45300E-07
  2.250E-04  3.85530E-12  1.10172E-06  1.75198E-07  1.96622E-12  3.12690E-13  1.81836E-09  1.45282E-07
  2.500E-04  4.75964E-12  1.10171E-06  1.75197E-07  2.18468E-12  3.47433E-13  1.81785E-09  1.45262E-07
  2.750E-04  5.75917E-12  1.10171E-06  1.75197E-07  2.40314E-12  3.82177E-13  1.81728E-09  1.45239E-07
  3.000E-04  6.85391E-12  1.10171E-06  1.75197E-07  2.62160E-12  4.16920E-13  1.81666E-09  1.45215E-07
  3.250E-04  8.04379E-12  1.10170E-06  1.75197E-07  2.84006E-12  4.51663E-13  1.81599E-09  1.45188E-07
  3.500E-04  9.32893E-12  1.10170E-06  1.75197E-07  3.05851E-12  4.86406E-13  1.81526E-09  1.45160E-07
  3.750E-04  1.07092E-11  1.10169E-06  1.75197E-07  3.27696E-12  5.21149E-13  1.81448E-09  1.45129E-07
  4.000E-04  1.21847E-11  1.10169E-06  1.75197E-07  3.49541E-12  5.55892E-13  1.81364E-09  1.45096E-07
  4.250E-04  1.37554E-11  1.10168E-06  1.75197E-07  3.71385E-12  5.90635E-13  1.81275E-09  1.45060E-07
  4.500E-04  1.54213E-11  1.10168E-06  1.75197E-07  3.93229E-12  6.25378E-13  1.81181E-09  1.45023E-07
  4.750E-04  1.71823E-11  1.10167E-06  1.75197E-07  4.15073E-12  6.60121E-13  1.81082E-09  1.44984E-07
  5.000E-04  1.90386E-11  1.10166E-06  1.75197E-07  4.36916E-12  6.94864E-13  1.80977E-09  1.44942E-07
  5.250E-04  2.09900E-11  1.10166E-06  1.75197E-07  4.58759E-12  7.29607E-13  1.80866E-09  1.44899E-07
  5.500E-04  2.30367E-11  1.10165E-06  1.75196E-07  4.80602E-12  7.64349E-13  1.80751E-09  1.44853E-07
  5.750E-04  2.51785E-11  1.10164E-06  1.75196E-07  5.02444E-12  7.99092E-13  1.80630E-09  1.44805E-07
  6.000E-04  2.74156E-11  1.10163E-06  1.75196E-07  5.24285E-12  8.33834E-13  1.80503E-09  1.44755E-07
  6.250E-04  2.97478E-11  1.10162E-06  1.75196E-07  5.46126E-12  8.68577E-13  1.80372E-09  1.44703E-07
  6.500E-04  3.21752E-11  1.10162E-06  1.75196E-07  5.67967E-12  9.03319E-13  1.80235E-09  1.44649E-07
  6.750E-04  3.46979E-11  1.10161E-06  1.75196E-07  5.89807E-12  9.38062E-13  1.80092E-09  1.44592E-07
  7.000E-04  3.73157E-11  1.10160E-06  1.75196E-07  6.11646E-12  9.72804E-13  1.79945E-09  1.44534E-07
  7.250E-04  4.00286E-11  1.10159E-06  1.75196E-07  6.33485E-12  1.00755E-12  1.79792E-09  1.44473E-07
  7.500E-04  4.28368E-11  1.10158E-06  1.75195E-07  6.55324E-12  1.04229E-12  1.79633E-09  1.44411E-07
  7.750E-04  4.57402E-11  1.10157E-06  1.75195E-07  6.77162E-12  1.07703E-12  1.79470E-09  1.44346E-07
  8.000E-04  4.87388E-11  1.10156E-06  1.75195E-07  6.98999E-12  1.11177E-12  1.79301E-09  1.44279E-07
