 #  Scattering amplitudes (in cm)      MU=(1-cos(TH))/2
 #  Z =  47,   projectile: electron
 #  Kinetic energy = 7.90000E+06 eV
 #
 # TH (deg)      MU          Re(F)        Im(F)        Re(G)        Im(G)        ERRF         ERRG 
 #-----------------------------------------------------------------------------------------------------------------
  0.000E+00  0.00000E+00  1.39640E-06  1.46020E-07  0.00000E+00  0.00000E+00  8.87446E-08  0.00000E+00
  1.000E-04  7.61557E-13  1.39639E-06  1.46020E-07  1.14449E-12  1.19687E-13  8.87032E-08  6.30426E-07
  1.250E-04  1.18994E-12  1.39638E-06  1.46019E-07  1.43061E-12  1.49609E-13  8.86799E-08  6.30345E-07
  1.500E-04  1.71346E-12  1.39637E-06  1.46019E-07  1.71672E-12  1.79530E-13  8.86514E-08  6.30245E-07
  1.750E-04  2.33225E-12  1.39636E-06  1.46019E-07  2.00283E-12  2.09452E-13  8.86177E-08  6.30127E-07
  2.000E-04  3.04617E-12  1.39635E-06  1.46019E-07  2.28894E-12  2.39374E-13  8.85789E-08  6.29992E-07
  2.250E-04  3.85530E-12  1.39634E-06  1.46019E-07  2.57503E-12  2.69295E-13  8.85349E-08  6.29838E-07
  2.500E-04  4.75964E-12  1.39633E-06  1.46019E-07  2.86112E-12  2.99217E-13  8.84857E-08  6.29666E-07
  2.750E-04  5.75917E-12  1.39632E-06  1.46019E-07  3.14720E-12  3.29138E-13  8.84314E-08  6.29476E-07
  3.000E-04  6.85391E-12  1.39630E-06  1.46019E-07  3.43327E-12  3.59059E-13  8.83720E-08  6.29268E-07
  3.250E-04  8.04379E-12  1.39628E-06  1.46019E-07  3.71934E-12  3.88981E-13  8.83073E-08  6.29042E-07
  3.500E-04  9.32893E-12  1.39627E-06  1.46018E-07  4.00539E-12  4.18902E-13  8.82376E-08  6.28798E-07
  3.750E-04  1.07092E-11  1.39625E-06  1.46018E-07  4.29143E-12  4.48823E-13  8.81627E-08  6.28536E-07
  4.000E-04  1.21847E-11  1.39623E-06  1.46018E-07  4.57746E-12  4.78744E-13  8.80826E-08  6.28256E-07
  4.250E-04  1.37554E-11  1.39620E-06  1.46018E-07  4.86347E-12  5.08664E-13  8.79975E-08  6.27958E-07
  4.500E-04  1.54213E-11  1.39618E-06  1.46018E-07  5.14947E-12  5.38585E-13  8.79072E-08  6.27641E-07
  4.750E-04  1.71823E-11  1.39616E-06  1.46018E-07  5.43546E-12  5.68506E-13  8.78118E-08  6.27307E-07
  5.000E-04  1.90386E-11  1.39613E-06  1.46017E-07  5.72143E-12  5.98426E-13  8.77113E-08  6.26956E-07
  5.250E-04  2.09900E-11  1.39610E-06  1.46017E-07  6.00738E-12  6.28346E-13  8.76057E-08  6.26586E-07
  5.500E-04  2.30367E-11  1.39608E-06  1.46017E-07  6.29332E-12  6.58266E-13  8.74951E-08  6.26198E-07
  5.750E-04  2.51785E-11  1.39605E-06  1.46017E-07  6.57924E-12  6.88186E-13  8.73793E-08  6.25792E-07
  6.000E-04  2.74156E-11  1.39601E-06  1.46016E-07  6.86514E-12  7.18106E-13  8.72585E-08  6.25369E-07
  6.250E-04  2.97478E-11  1.39598E-06  1.46016E-07  7.15102E-12  7.48026E-13  8.71327E-08  6.24928E-07
  6.500E-04  3.21752E-11  1.39595E-06  1.46016E-07  7.43688E-12  7.77945E-13  8.70018E-08  6.24469E-07
  6.750E-04  3.46979E-11  1.39591E-06  1.46015E-07  7.72272E-12  8.07864E-13  8.68658E-08  6.23992E-07
  7.000E-04  3.73157E-11  1.39588E-06  1.46015E-07  8.00854E-12  8.37783E-13  8.67249E-08  6.23497E-07
  7.250E-04  4.00286E-11  1.39584E-06  1.46015E-07  8.29434E-12  8.67702E-13  8.65789E-08  6.22985E-07
  7.500E-04  4.28368E-11  1.39580E-06  1.46014E-07  8.58011E-12  8.97621E-13  8.64279E-08  6.22455E-07
  7.750E-04  4.57402E-11  1.39576E-06  1.46014E-07  8.86585E-12  9.27539E-13  8.62720E-08  6.21907E-07
  8.000E-04  4.87388E-11  1.39572E-06  1.46014E-07  9.15158E-12  9.57457E-13  8.61110E-08  6.21342E-07
  8.250E-04  5.18325E-11  1.39567E-06  1.46013E-07  9.43727E-12  9.87375E-13  8.59452E-08  6.20759E-07
  8.500E-04  5.50215E-11  1.39563E-06  1.46013E-07  9.72294E-12  1.01729E-12  8.57743E-08  6.20159E-07
  8.750E-04  5.83057E-11  1.39558E-06  1.46012E-07  1.00086E-11  1.04721E-12  8.55986E-08  6.19541E-07
  9.000E-04  6.16850E-11  1.39554E-06  1.46012E-07  1.02942E-11  1.07713E-12  8.54179E-08  6.18905E-07
  9.250E-04  6.51595E-11  1.39549E-06  1.46012E-07  1.05798E-11  1.10704E-12  8.52323E-08  6.18252E-07
  9.500E-04  6.87293E-11  1.39544E-06  1.46011E-07  1.08653E-11  1.13696E-12  8.50419E-08  6.17582E-07
  9.750E-04  7.23943E-11  1.39539E-06  1.46011E-07  1.11509E-11  1.16688E-12  8.48465E-08  6.16894E-07
  1.000E-03  7.61544E-11  1.39534E-06  1.46010E-07  1.14363E-11  1.19679E-12  8.46464E-08  6.16189E-07
  1.250E-03  1.18991E-10  1.39474E-06  1.46005E-07  1.42893E-11  1.49594E-12  8.23817E-08  6.08192E-07
  1.500E-03  1.71347E-10  1.39401E-06  1.45998E-07  1.71383E-11  1.79505E-12  7.96531E-08  5.98509E-07
  1.750E-03  2.33223E-10  1.39316E-06  1.45991E-07  1.99824E-11  2.09411E-12  7.64835E-08  5.87192E-07
  2.000E-03  3.04617E-10  1.39217E-06  1.45982E-07  2.28208E-11  2.39313E-12  7.28996E-08  5.74304E-07
  2.250E-03  3.85531E-10  1.39105E-06  1.45972E-07  2.56529E-11  2.69208E-12  6.89316E-08  5.59915E-07
  2.500E-03  4.75965E-10  1.38981E-06  1.45961E-07  2.84777E-11  2.99097E-12  6.46127E-08  5.44104E-07
  2.750E-03  5.75917E-10  1.38843E-06  1.45948E-07  3.12946E-11  3.28979E-12  5.99793E-08  5.26956E-07
  3.000E-03  6.85389E-10  1.38694E-06  1.45935E-07  3.41028E-11  3.58853E-12  5.50700E-08  5.08566E-07
  3.250E-03  8.04380E-10  1.38531E-06  1.45920E-07  3.69015E-11  3.88719E-12  4.99257E-08  4.89032E-07
  3.500E-03  9.32891E-10  1.38357E-06  1.45904E-07  3.96900E-11  4.18574E-12  4.45893E-08  4.68458E-07
  3.750E-03  1.07092E-09  1.38170E-06  1.45887E-07  4.24676E-11  4.48420E-12  3.91050E-08  4.46956E-07
  4.000E-03  1.21847E-09  1.37971E-06  1.45869E-07  4.52337E-11  4.78255E-12  3.35179E-08  4.24638E-07
  4.250E-03  1.37554E-09  1.37760E-06  1.45850E-07  4.79874E-11  5.08079E-12  2.78741E-08  4.01622E-07
  4.500E-03  1.54213E-09  1.37537E-06  1.45829E-07  5.07282E-11  5.37890E-12  2.22195E-08  3.78030E-07
  4.750E-03  1.71823E-09  1.37303E-06  1.45808E-07  5.34553E-11  5.67689E-12  1.66002E-08  3.53982E-07
  5.000E-03  1.90386E-09  1.37058E-06  1.45785E-07  5.61683E-11  5.97474E-12  1.10615E-08  3.29603E-07
  5.250E-03  2.09900E-09  1.36801E-06  1.45761E-07  5.88663E-11  6.27244E-12  5.64757E-09  3.05016E-07
  5.500E-03  2.30367E-09  1.36533E-06  1.45736E-07  6.15489E-11  6.57000E-12  4.01340E-10  2.80345E-07
  5.750E-03  2.51785E-09  1.36255E-06  1.45710E-07  6.42154E-11  6.86739E-12  4.63613E-09  2.55712E-07
  6.000E-03  2.74156E-09  1.35966E-06  1.45682E-07  6.68653E-11  7.16463E-12  9.42595E-09  2.31238E-07
  6.250E-03  2.97478E-09  1.35666E-06  1.45654E-07  6.94981E-11  7.46169E-12  1.39318E-08  2.07039E-07
  6.500E-03  3.21752E-09  1.35357E-06  1.45624E-07  7.21132E-11  7.75857E-12  1.81201E-08  1.83230E-07
  6.750E-03  3.46978E-09  1.35037E-06  1.45593E-07  7.47101E-11  8.05527E-12  2.19605E-08  1.59921E-07
  7.000E-03  3.73156E-09  1.34708E-06  1.45561E-07  7.72884E-11  8.35178E-12  2.54261E-08  1.37216E-07
  7.250E-03  4.00286E-09  1.34369E-06  1.45528E-07  7.98476E-11  8.64809E-12  2.84936E-08  1.15215E-07
  7.500E-03  4.28368E-09  1.34021E-06  1.45494E-07  8.23872E-11  8.94419E-12  3.11436E-08  9.40118E-08
  7.750E-03  4.57402E-09  1.33664E-06  1.45458E-07  8.49069E-11  9.24008E-12  3.33607E-08  7.36927E-08
  8.000E-03  4.87388E-09  1.33299E-06  1.45422E-07  8.74062E-11  9.53575E-12  3.51336E-08  5.43373E-08
  8.250E-03  5.18326E-09  1.32925E-06  1.45384E-07  8.98848E-11  9.83120E-12  3.64555E-08  3.60176E-08
  8.500E-03  5.50215E-09  1.32542E-06  1.45345E-07  9.23424E-11  1.01264E-11  3.73234E-08  1.87976E-08
  8.750E-03  5.83057E-09  1.32152E-06  1.45305E-07  9.47785E-11  1.04214E-11  3.77392E-08  2.73299E-09
