	173.036	181.568
	172.608	271.744
	172.845	179.308
	173.172	89.5685
	173.135	1.05969
	173.122	179.919
	172.385	182.225
	172.136	88.1812
	172.913	268.067
	172.721	182.307
	172.94	269.605
	172.67	89.8033
	172.08	178.996
	173.03	181.898
	172.572	90.9983
	172.005	1.63892
	172.628	-1.76869
	172.675	178.971
	173.058	88.6984
	172.541	271.712
	172.14	88.1387
	172.578	88.1479
	172.968	271.097
	173.063	-1.47579
	172.792	272.454
	172.35	-2.01126
	172.535	182.385
	172.397	90.8479
	173.159	180.643
	172.01	89.3468
	173.013	180.228
	172.235	179.377
	172.392	89.8957
	173.127	92.2669
	172.536	268.36
	172.52	181.371
	172.57	179.184
	172.149	272.216
	172.693	178.805
	173.066	272.021
	172.125	178.719
	172.419	88.9068
	172.257	269.415
	172.425	92.2345
	173.088	268.155
	172.348	181.881
	173.154	270.785
	172.999	271.491
	173.13	-0.320053
	173.15	91.4591
	172.648	270.801
	172.985	89.1759
	173.139	92.433
	172.733	181.395
	172.072	180.613
	172.299	181.648
	172.737	88.9915
	172.673	181.051
	172.208	272.317
	172.167	-0.0808046
	173.083	271.237
	172.547	271.477
	172.111	180.613
	173.122	90.0751
	172.331	269.812
	172.563	181.704
	172.083	180.932
	172.955	-0.83306
	172.432	181.157
	173.089	177.787
	172.644	178.506
	173.152	270.528
	172.393	177.713
	172.569	178.877
	172.769	178.336
	172.981	180.998
	172.521	88.3044
	172.664	179.854
	172.187	180.094
	172.823	272.119
	173.106	91.1629
	173.165	268.807
	172.505	0.842707
	172.433	88.8992
	173.143	87.5761
	173.19	272.049
	173.126	179.438
	172.732	88.9986
	172.491	270.735
	173.123	91.4121
	172.292	-0.691706
	172.364	268.861
	172.069	181.907
	172.555	0.404113
	173.164	272.148
	172.161	270.125
	173.097	90.4957
	172.855	182.086
	173.07	1.04232
	172.104	90.4497
	172.945	90.3832
	172.712	90.5471
	172.072	181.052
	172.533	92.1257
	172.766	180.593
	173.026	272.01
	172.221	0.330341
	172.024	271.06
	172.881	178.988
	172.29	0.531099
	172.966	271.672
	172.406	91.195
	172.538	271.713
	172.61	270.51
	172.136	89.3114
	172.929	180.304
	172.351	89.8217
	173.005	89.3498
	173.123	179.907
	172.998	268.988
	172.274	180.104
	173.002	181.295
	172.227	270.355
	172.348	91.1227
	172.541	-2.45033
	172.913	271.713
	172.112	269.659
	172.02	178.959
	173.085	268.041
	172.581	180.942
	172.117	181.5
	172.865	178.58
	173.057	89.1876
	172.591	180.851
	172.503	182.095
	172.668	270.337
	172.151	-1.9231
	172.006	269.101
	172.328	268.964
