	173.65	4.41786e-26
	173.54	4.48459e-26
	173.212	4.69867e-26
	171.774	5.75402e-26
	173.05	4.80543e-26
	172.772	4.99981e-26
	171.812	5.72339e-26
	172.056	5.52948e-26
	172.274	5.36403e-26
	171.928	5.6294e-26
	173.437	4.55029e-26
	173.314	4.63133e-26
	173.288	4.64893e-26
	173.638	4.42486e-26
	173.497	4.51102e-26
	172.344	5.31096e-26
	173.173	4.72455e-26
	171.735	5.7858e-26
	172.094	5.50059e-26
	172.913	4.90023e-26
	171.869	5.67763e-26
	172.392	5.27429e-26
	172.174	5.43935e-26
	172.399	5.26942e-26
	172.377	5.2855e-26
	173.644	4.42119e-26
	172.303	5.34204e-26
	172.068	5.51984e-26
	171.776	5.75258e-26
	172.241	5.38904e-26
	172.936	4.88343e-26
	173.492	4.51456e-26
	173.443	4.54653e-26
	173.36	4.60105e-26
	172.996	4.84116e-26
	172.533	5.16905e-26
	173.509	4.5037e-26
	173.454	4.53915e-26
	172.151	5.45706e-26
	173.429	4.55565e-26
	172.559	5.15076e-26
	172.79	4.98747e-26
	172.367	5.29364e-26
	172.744	5.01942e-26
	173.408	4.56986e-26
	172.124	5.47752e-26
	171.932	5.62659e-26
	172.553	5.15503e-26
	172.904	4.90625e-26
	172.11	5.48849e-26
	172.322	5.32752e-26
	173.16	4.73308e-26
	172.143	5.46321e-26
	172.809	4.97375e-26
	173.494	4.51267e-26
	172.087	5.50568e-26
	172.568	5.14408e-26
	171.857	5.68712e-26
	172.145	5.46165e-26
	173.367	4.59674e-26
	172.23	5.39711e-26
	172.89	4.91635e-26
	171.991	5.57908e-26
	171.737	5.78373e-26
	173.279	4.65441e-26
	172.483	5.20537e-26
	172.103	5.49323e-26
	171.722	5.79583e-26
	173.447	4.54408e-26
	172.746	5.01838e-26
	173.387	4.58367e-26
	172.533	5.16943e-26
	173.389	4.58215e-26
	173.586	4.45636e-26
	173.278	4.65538e-26
	172.526	5.17392e-26
	171.866	5.67999e-26
	173.295	4.64373e-26
	171.848	5.69432e-26
	173.102	4.77113e-26
	172.403	5.26586e-26
	172.754	5.01246e-26
	171.933	5.62612e-26
	172.648	5.08743e-26
	172.024	5.5534e-26
	173.588	4.45553e-26
	171.98	5.58785e-26
	173.385	4.58501e-26
	172.936	4.88355e-26
	172.229	5.39771e-26
	172.555	5.15327e-26
	172.106	5.4916e-26
	172.471	5.21424e-26
	172.047	5.53631e-26
	171.827	5.7116e-26
	173.286	4.64992e-26
	173.423	4.55958e-26
	172.269	5.36739e-26
	172.896	4.91183e-26
	173.482	4.52103e-26
	172.904	4.90623e-26
	172.072	5.51714e-26
	171.837	5.70367e-26
	172.507	5.18782e-26
	173.596	4.45077e-26
	172.874	4.92797e-26
	173.121	4.75854e-26
	172.32	5.32889e-26
	173.662	4.4101e-26
	172.929	4.88839e-26
	172.165	5.44674e-26
	173.394	4.5786e-26
	172.501	5.19171e-26
	172.582	5.13417e-26
	172.586	5.13187e-26
	173.324	4.62525e-26
	173.48	4.52203e-26
	172.223	5.40238e-26
	173.158	4.73446e-26
	172.506	5.18816e-26
	173.366	4.59746e-26
	172.371	5.29045e-26
	173.418	4.56321e-26
	172.294	5.34904e-26
	173.467	4.53074e-26
	172.88	4.92368e-26
	172.085	5.50682e-26
	172.766	5.00397e-26
	173.663	4.40984e-26
	172.576	5.13861e-26
	172.023	5.5545e-26
	172.441	5.2371e-26
	172.499	5.19307e-26
	173.246	4.67628e-26
	173.393	4.57977e-26
	172.034	5.54556e-26
	173.215	4.69653e-26
	172.567	5.14521e-26
	171.901	5.65191e-26
	172.99	4.84541e-26
	172.922	4.8939e-26
	172.92	4.89492e-26
	173.356	4.60411e-26
	173.088	4.78036e-26
	173.603	4.44624e-26
	173.208	4.70144e-26
	173.589	4.45496e-26
	172.809	4.97344e-26
	172.608	5.11619e-26
	172.621	5.10677e-26
	173.366	4.59732e-26
	172.583	5.13368e-26
	173.38	4.58784e-26
	172.929	4.8885e-26
	172.568	5.14446e-26
	171.953	5.60919e-26
	172.721	5.03596e-26
	171.751	5.77247e-26
	172.232	5.39547e-26
	172.138	5.46682e-26
	172.518	5.18008e-26
	172.476	5.21042e-26
	172.549	5.15763e-26
	172.375	5.28709e-26
	173.509	4.50374e-26
	172.855	4.94146e-26
	172.536	5.167e-26
	172.187	5.42967e-26
	172.929	4.88869e-26
	171.82	5.71694e-26
	172.293	5.34916e-26
	173.267	4.66226e-26
	173.661	4.41086e-26
	172.527	5.17335e-26
	171.91	5.64391e-26
	173.507	4.50452e-26
	172.518	5.17994e-26
	172.594	5.12609e-26
	172.401	5.26794e-26
	172.288	5.35337e-26
	171.707	5.80818e-26
	171.863	5.68227e-26
	172.512	5.18443e-26
	171.707	5.8084e-26
	172.493	5.19752e-26
	172.17	5.4424e-26
	172.047	5.53613e-26
	171.924	5.63284e-26
	173.582	4.45901e-26
	172.27	5.36656e-26
	172.63	5.10023e-26
	173.268	4.66205e-26
	172.875	4.92665e-26
	172.546	5.16027e-26
	171.763	5.76277e-26
	171.906	5.64742e-26
	173.049	4.80629e-26
	173.445	4.5453e-26
	173.288	4.64863e-26
	173.503	4.507e-26
	172.394	5.27258e-26
	172.473	5.21307e-26
	172.304	5.34088e-26
	173.084	4.78315e-26
	172.736	5.02556e-26
	171.838	5.70286e-26
	173.062	4.7976e-26
	172.063	5.52364e-26
	172.057	5.52867e-26
	172.942	4.87943e-26
	173.077	4.78786e-26
	172.848	4.94636e-26
	172.216	5.40807e-26
	172.1	5.49576e-26
	171.937	5.62234e-26
	171.804	5.72999e-26
	173.576	4.46248e-26
	173.575	4.4631e-26
	172.289	5.35281e-26
	171.767	5.75959e-26
	171.824	5.7134e-26
	172.789	4.98761e-26
	172.98	4.85289e-26
	172.793	4.98508e-26
	172.05	5.53337e-26
	173.699	4.38779e-26
	173.582	4.45925e-26
	172.631	5.10011e-26
	172.152	5.45675e-26
	172.851	4.94408e-26
	171.807	5.72769e-26
	172.38	5.28358e-26
	172.445	5.23457e-26
	172.16	5.44995e-26
	173.07	4.79196e-26
	171.739	5.78242e-26
	173.464	4.53258e-26
	173.05	4.80555e-26
	173.598	4.44941e-26
	172.933	4.88567e-26
	172.071	5.5177e-26
	171.955	5.60755e-26
