 #  Scattering amplitudes (in cm)      MU=(1-cos(TH))/2
 #  Z =  47,   projectile: electron
 #  Kinetic energy = 6.10000E+06 eV
 #
 # TH (deg)      MU          Re(F)        Im(F)        Re(G)        Im(G)        ERRF         ERRG 
 #-----------------------------------------------------------------------------------------------------------------
  0.000E+00  0.00000E+00  1.09754E-06  1.14909E-07  0.00000E+00  0.00000E+00  6.29459E-09  0.00000E+00
  1.000E-04  7.61557E-13  1.09753E-06  1.14909E-07  8.83744E-13  9.25297E-14  6.29214E-09  7.13195E-08
  1.250E-04  1.18994E-12  1.09753E-06  1.14909E-07  1.10468E-12  1.15662E-13  6.29076E-09  7.13118E-08
  1.500E-04  1.71346E-12  1.09752E-06  1.14909E-07  1.32561E-12  1.38794E-13  6.28908E-09  7.13024E-08
  1.750E-04  2.33225E-12  1.09752E-06  1.14909E-07  1.54654E-12  1.61927E-13  6.28709E-09  7.12912E-08
  2.000E-04  3.04617E-12  1.09751E-06  1.14909E-07  1.76746E-12  1.85059E-13  6.28479E-09  7.12784E-08
  2.250E-04  3.85530E-12  1.09751E-06  1.14909E-07  1.98839E-12  2.08191E-13  6.28219E-09  7.12638E-08
  2.500E-04  4.75964E-12  1.09750E-06  1.14909E-07  2.20930E-12  2.31324E-13  6.27929E-09  7.12475E-08
  2.750E-04  5.75917E-12  1.09750E-06  1.14909E-07  2.43022E-12  2.54456E-13  6.27608E-09  7.12296E-08
  3.000E-04  6.85391E-12  1.09749E-06  1.14909E-07  2.65113E-12  2.77588E-13  6.27256E-09  7.12099E-08
  3.250E-04  8.04379E-12  1.09748E-06  1.14909E-07  2.87204E-12  3.00720E-13  6.26874E-09  7.11885E-08
  3.500E-04  9.32893E-12  1.09747E-06  1.14909E-07  3.09294E-12  3.23852E-13  6.26462E-09  7.11654E-08
  3.750E-04  1.07092E-11  1.09746E-06  1.14909E-07  3.31384E-12  3.46985E-13  6.26019E-09  7.11405E-08
  4.000E-04  1.21847E-11  1.09745E-06  1.14909E-07  3.53473E-12  3.70117E-13  6.25546E-09  7.11140E-08
  4.250E-04  1.37554E-11  1.09744E-06  1.14909E-07  3.75561E-12  3.93248E-13  6.25042E-09  7.10858E-08
  4.500E-04  1.54213E-11  1.09743E-06  1.14909E-07  3.97649E-12  4.16380E-13  6.24508E-09  7.10559E-08
  4.750E-04  1.71823E-11  1.09742E-06  1.14908E-07  4.19736E-12  4.39512E-13  6.23944E-09  7.10243E-08
