 #
 # Projectile: electron
 # Kinetic energy = 6.10000E+06 eV = 2.24171E+05 a.u.
 #
 # Element: Ag,  Z =  47,  atomic weight = 1.07868E+02 g/mol
 #
 # Nuclear model: Fermi distribution
 #
 # Number of electrons = 47
 #
 # Electron density: Read from file z_047.den   
 #                   Number of data points =  813
 #                   Volume integral = 4.70000E+01
 #
 # Furness-McCarthy exchange potential
 #
 # Total elastic cross section = 4.31859E-18 cm**2 = 1.54220E-01 a0**2
 # 1st transport cross section = 8.32304E-23 cm**2 = 2.97221E-06 a0**2
 # 2nd transport cross section = 2.33342E-22 cm**2 = 8.33280E-06 a0**2
 #
 #
 # Differential cross section:                    
 #
 #  THETA        MU          DCS          DCS     
 #  (deg)                 (cm**2/sr)   (a0**2/sr) 
 #------------------------------------------------
  0.000E+00  0.00000E+00  1.21779E-12  4.34880E+04
  1.000E-04  7.61557E-13  1.21778E-12  4.34876E+04
  1.250E-04  1.18994E-12  1.21777E-12  4.34874E+04
  1.500E-04  1.71346E-12  1.21776E-12  4.34871E+04
  1.750E-04  2.33225E-12  1.21775E-12  4.34868E+04
  2.000E-04  3.04617E-12  1.21774E-12  4.34864E+04
  2.250E-04  3.85530E-12  1.21773E-12  4.34860E+04
  2.500E-04  4.75964E-12  1.21772E-12  4.34855E+04
  2.750E-04  5.75917E-12  1.21770E-12  4.34850E+04
  3.000E-04  6.85391E-12  1.21769E-12  4.34844E+04
  3.250E-04  8.04379E-12  1.21767E-12  4.34837E+04
  3.500E-04  9.32893E-12  1.21765E-12  4.34831E+04
  3.750E-04  1.07092E-11  1.21763E-12  4.34823E+04
  4.000E-04  1.21847E-11  1.21761E-12  4.34816E+04
  4.250E-04  1.37554E-11  1.21758E-12  4.34807E+04
  4.500E-04  1.54213E-11  1.21756E-12  4.34798E+04
  4.750E-04  1.71823E-11  1.21753E-12  4.34789E+04
  5.000E-04  1.90386E-11  1.21751E-12  4.34779E+04
  5.250E-04  2.09900E-11  1.21748E-12  4.34769E+04
  5.500E-04  2.30367E-11  1.21745E-12  4.34758E+04
  5.750E-04  2.51785E-11  1.21741E-12  4.34747E+04
  6.000E-04  2.74156E-11  1.21738E-12  4.34735E+04
  6.250E-04  2.97478E-11  1.21735E-12  4.34722E+04
  6.500E-04  3.21752E-11  1.21731E-12  4.34710E+04
  6.750E-04  3.46979E-11  1.21727E-12  4.34696E+04
  7.000E-04  3.73157E-11  1.21723E-12  4.34682E+04
  7.250E-04  4.00286E-11  1.21719E-12  4.34668E+04
  7.500E-04  4.28368E-11  1.21715E-12  4.34653E+04
  7.750E-04  4.57402E-11  1.21711E-12  4.34638E+04
  8.000E-04  4.87388E-11  1.21707E-12  4.34622E+04
  8.250E-04  5.18325E-11  1.21702E-12  4.34605E+04
  8.500E-04  5.50215E-11  1.21697E-12  4.34589E+04
  8.750E-04  5.83057E-11  1.21692E-12  4.34571E+04
  9.000E-04  6.16850E-11  1.21687E-12  4.34553E+04
  9.250E-04  6.51595E-11  1.21682E-12  4.34535E+04
  9.500E-04  6.87293E-11  1.21677E-12  4.34516E+04
  9.750E-04  7.23943E-11  1.21671E-12  4.34497E+04
  1.000E-03  7.61544E-11  1.21666E-12  4.34477E+04
  1.250E-03  1.18991E-10  1.21602E-12  4.34250E+04
  1.500E-03  1.71347E-10  1.21525E-12  4.33974E+04
  1.750E-03  2.33223E-10  1.21434E-12  4.33647E+04
  2.000E-03  3.04617E-10  1.21328E-12  4.33271E+04
  2.250E-03  3.85531E-10  1.21209E-12  4.32846E+04
  2.500E-03  4.75965E-10  1.21076E-12  4.32371E+04
  2.750E-03  5.75917E-10  1.20930E-12  4.31848E+04
  3.000E-03  6.85389E-10  1.20770E-12  4.31277E+04
  3.250E-03  8.04380E-10  1.20596E-12  4.30657E+04
  3.500E-03  9.32891E-10  1.20409E-12  4.29990E+04
  3.750E-03  1.07092E-09  1.20209E-12  4.29276E+04
  4.000E-03  1.21847E-09  1.19996E-12  4.28515E+04
  4.250E-03  1.37554E-09  1.19770E-12  4.27708E+04
  4.500E-03  1.54213E-09  1.19532E-12  4.26855E+04
  4.750E-03  1.71823E-09  1.19280E-12  4.25958E+04
  5.000E-03  1.90386E-09  1.19017E-12  4.25016E+04
  5.250E-03  2.09900E-09  1.18740E-12  4.24030E+04
  5.500E-03  2.30367E-09  1.18452E-12  4.23001E+04
  5.750E-03  2.51785E-09  1.18152E-12  4.21929E+04
  6.000E-03  2.74156E-09  1.17841E-12  4.20816E+04
  6.250E-03  2.97478E-09  1.17517E-12  4.19662E+04
  6.500E-03  3.21752E-09  1.17183E-12  4.18467E+04
  6.750E-03  3.46978E-09  1.16837E-12  4.17232E+04
  7.000E-03  3.73156E-09  1.16480E-12  4.15959E+04
  7.250E-03  4.00286E-09  1.16113E-12  4.14648E+04
  7.500E-03  4.28368E-09  1.15735E-12  4.13299E+04
  7.750E-03  4.57402E-09  1.15348E-12  4.11914E+04
  8.000E-03  4.87388E-09  1.14950E-12  4.10493E+04
  8.250E-03  5.18326E-09  1.14542E-12  4.09037E+04
  8.500E-03  5.50215E-09  1.14125E-12  4.07547E+04
  8.750E-03  5.83057E-09  1.13699E-12  4.06025E+04
  9.000E-03  6.16850E-09  1.13263E-12  4.04470E+04
  9.250E-03  6.51596E-09  1.12819E-12  4.02884E+04
  9.500E-03  6.87293E-09  1.12366E-12  4.01267E+04
  9.750E-03  7.23942E-09  1.11905E-12  3.99621E+04
  1.000E-02  7.61544E-09  1.11436E-12  3.97946E+04
  1.250E-02  1.18991E-08  1.06360E-12  3.79819E+04
  1.500E-02  1.71347E-08  1.00758E-12  3.59812E+04
  1.750E-02  2.33223E-08  9.48627E-13  3.38761E+04
  2.000E-02  3.04617E-08  8.88760E-13  3.17382E+04
  2.250E-02  3.85531E-08  8.29565E-13  2.96243E+04
  2.500E-02  4.75965E-08  7.72209E-13  2.75761E+04
  2.750E-02  5.75917E-08  7.17473E-13  2.56214E+04
  3.000E-02  6.85389E-08  6.65822E-13  2.37769E+04
  3.250E-02  8.04380E-08  6.17476E-13  2.20505E+04
  3.500E-02  9.32891E-08  5.72479E-13  2.04436E+04
  3.750E-02  1.07092E-07  5.30759E-13  1.89538E+04
  4.000E-02  1.21847E-07  4.92170E-13  1.75757E+04
  4.250E-02  1.37554E-07  4.56525E-13  1.63028E+04
  4.500E-02  1.54213E-07  4.23623E-13  1.51278E+04
  4.750E-02  1.71823E-07  3.93256E-13  1.40434E+04
  5.000E-02  1.90386E-07  3.65225E-13  1.30424E+04
  5.250E-02  2.09900E-07  3.39342E-13  1.21181E+04
  5.500E-02  2.30367E-07  3.15432E-13  1.12643E+04
  5.750E-02  2.51785E-07  2.93332E-13  1.04751E+04
  6.000E-02  2.74156E-07  2.72897E-13  9.74532E+03
  6.250E-02  2.97478E-07  2.53991E-13  9.07018E+03
  6.500E-02  3.21752E-07  2.36493E-13  8.44531E+03
  6.750E-02  3.46978E-07  2.20291E-13  7.86672E+03
  7.000E-02  3.73156E-07  2.05283E-13  7.33079E+03
  7.250E-02  4.00286E-07  1.91377E-13  6.83419E+03
  7.500E-02  4.28368E-07  1.78488E-13  6.37391E+03
