 #  Scattering amplitudes (in cm)      MU=(1-cos(TH))/2
 #  Z =  79,   projectile: electron
 #  Kinetic energy = 3.05000E+06 eV
 #
 # TH (deg)      MU          Re(F)        Im(F)        Re(G)        Im(G)        ERRF         ERRG 
 #-----------------------------------------------------------------------------------------------------------------
  0.000E+00  0.00000E+00  6.98856E-07  1.11794E-07  0.00000E+00  0.00000E+00  2.58007E-08  0.00000E+00
  1.000E-04  7.61557E-13  6.98856E-07  1.11794E-07  5.22355E-13  8.35723E-14  2.57986E-08  2.21638E-07
  1.250E-04  1.18994E-12  6.98855E-07  1.11794E-07  6.52943E-13  1.04465E-13  2.57974E-08  2.21633E-07
  1.500E-04  1.71346E-12  6.98855E-07  1.11794E-07  7.83532E-13  1.25358E-13  2.57959E-08  2.21627E-07
  1.750E-04  2.33225E-12  6.98854E-07  1.11794E-07  9.14120E-13  1.46251E-13  2.57942E-08  2.21620E-07
  2.000E-04  3.04617E-12  6.98854E-07  1.11794E-07  1.04471E-12  1.67145E-13  2.57922E-08  2.21611E-07
  2.250E-04  3.85530E-12  6.98853E-07  1.11794E-07  1.17529E-12  1.88038E-13  2.57899E-08  2.21601E-07
  2.500E-04  4.75964E-12  6.98852E-07  1.11794E-07  1.30588E-12  2.08931E-13  2.57874E-08  2.21591E-07
  2.750E-04  5.75917E-12  6.98851E-07  1.11794E-07  1.43647E-12  2.29824E-13  2.57846E-08  2.21579E-07
  3.000E-04  6.85391E-12  6.98850E-07  1.11794E-07  1.56705E-12  2.50717E-13  2.57815E-08  2.21566E-07
  3.250E-04  8.04379E-12  6.98849E-07  1.11794E-07  1.69764E-12  2.71610E-13  2.57781E-08  2.21552E-07
  3.500E-04  9.32893E-12  6.98848E-07  1.11794E-07  1.82822E-12  2.92503E-13  2.57745E-08  2.21536E-07
  3.750E-04  1.07092E-11  6.98847E-07  1.11794E-07  1.95881E-12  3.13396E-13  2.57707E-08  2.21520E-07
  4.000E-04  1.21847E-11  6.98845E-07  1.11794E-07  2.08939E-12  3.34289E-13  2.57665E-08  2.21502E-07
  4.250E-04  1.37554E-11  6.98844E-07  1.11794E-07  2.21997E-12  3.55182E-13  2.57621E-08  2.21484E-07
  4.500E-04  1.54213E-11  6.98843E-07  1.11794E-07  2.35055E-12  3.76075E-13  2.57575E-08  2.21464E-07
  4.750E-04  1.71823E-11  6.98841E-07  1.11794E-07  2.48113E-12  3.96967E-13  2.57525E-08  2.21443E-07
  5.000E-04  1.90386E-11  6.98839E-07  1.11794E-07  2.61171E-12  4.17860E-13  2.57473E-08  2.21421E-07
  5.250E-04  2.09900E-11  6.98838E-07  1.11794E-07  2.74229E-12  4.38753E-13  2.57418E-08  2.21397E-07
  5.500E-04  2.30367E-11  6.98836E-07  1.11794E-07  2.87287E-12  4.59646E-13  2.57361E-08  2.21373E-07
  5.750E-04  2.51785E-11  6.98834E-07  1.11794E-07  3.00345E-12  4.80539E-13  2.57301E-08  2.21348E-07
  6.000E-04  2.74156E-11  6.98832E-07  1.11794E-07  3.13402E-12  5.01432E-13  2.57238E-08  2.21321E-07
  6.250E-04  2.97478E-11  6.98830E-07  1.11794E-07  3.26460E-12  5.22325E-13  2.57173E-08  2.21293E-07
  6.500E-04  3.21752E-11  6.98827E-07  1.11794E-07  3.39517E-12  5.43218E-13  2.57105E-08  2.21264E-07
  6.750E-04  3.46979E-11  6.98825E-07  1.11793E-07  3.52574E-12  5.64110E-13  2.57034E-08  2.21234E-07
  7.000E-04  3.73157E-11  6.98823E-07  1.11793E-07  3.65631E-12  5.85003E-13  2.56961E-08  2.21203E-07
  7.250E-04  4.00286E-11  6.98820E-07  1.11793E-07  3.78688E-12  6.05896E-13  2.56885E-08  2.21171E-07
  7.500E-04  4.28368E-11  6.98818E-07  1.11793E-07  3.91745E-12  6.26789E-13  2.56807E-08  2.21137E-07
  7.750E-04  4.57402E-11  6.98815E-07  1.11793E-07  4.04802E-12  6.47682E-13  2.56725E-08  2.21103E-07
