 #  Scattering amplitudes (in cm)      MU=(1-cos(TH))/2
 #  Z =  47,   projectile: electron
 #  Kinetic energy = 8.10000E+06 eV
 #
 # TH (deg)      MU          Re(F)        Im(F)        Re(G)        Im(G)        ERRF         ERRG 
 #-----------------------------------------------------------------------------------------------------------------
  0.000E+00  0.00000E+00  1.42960E-06  1.49478E-07  0.00000E+00  0.00000E+00  1.18977E-07  0.00000E+00
  1.000E-04  7.61557E-13  1.42959E-06  1.49478E-07  1.17345E-12  1.22706E-13  1.18921E-07  8.51505E-07
  1.250E-04  1.18994E-12  1.42958E-06  1.49478E-07  1.46681E-12  1.53382E-13  1.18890E-07  8.51395E-07
  1.500E-04  1.71346E-12  1.42957E-06  1.49478E-07  1.76016E-12  1.84058E-13  1.18852E-07  8.51261E-07
  1.750E-04  2.33225E-12  1.42956E-06  1.49478E-07  2.05351E-12  2.14735E-13  1.18807E-07  8.51102E-07
  2.000E-04  3.04617E-12  1.42955E-06  1.49478E-07  2.34685E-12  2.45411E-13  1.18755E-07  8.50919E-07
  2.250E-04  3.85530E-12  1.42954E-06  1.49478E-07  2.64018E-12  2.76087E-13  1.18696E-07  8.50711E-07
  2.500E-04  4.75964E-12  1.42953E-06  1.49477E-07  2.93350E-12  3.06763E-13  1.18630E-07  8.50479E-07
  2.750E-04  5.75917E-12  1.42951E-06  1.49477E-07  3.22682E-12  3.37439E-13  1.18557E-07  8.50223E-07
  3.000E-04  6.85391E-12  1.42950E-06  1.49477E-07  3.52013E-12  3.68115E-13  1.18478E-07  8.49943E-07
  3.250E-04  8.04379E-12  1.42948E-06  1.49477E-07  3.81343E-12  3.98791E-13  1.18391E-07  8.49638E-07
  3.500E-04  9.32893E-12  1.42946E-06  1.49477E-07  4.10671E-12  4.29467E-13  1.18298E-07  8.49309E-07
  3.750E-04  1.07092E-11  1.42944E-06  1.49477E-07  4.39998E-12  4.60142E-13  1.18197E-07  8.48955E-07
  4.000E-04  1.21847E-11  1.42942E-06  1.49476E-07  4.69324E-12  4.90818E-13  1.18090E-07  8.48578E-07
  4.250E-04  1.37554E-11  1.42939E-06  1.49476E-07  4.98649E-12  5.21493E-13  1.17976E-07  8.48176E-07
  4.500E-04  1.54213E-11  1.42937E-06  1.49476E-07  5.27972E-12  5.52169E-13  1.17855E-07  8.47749E-07
  4.750E-04  1.71823E-11  1.42934E-06  1.49476E-07  5.57294E-12  5.82844E-13  1.17727E-07  8.47299E-07
  5.000E-04  1.90386E-11  1.42931E-06  1.49476E-07  5.86613E-12  6.13519E-13  1.17593E-07  8.46824E-07
  5.250E-04  2.09900E-11  1.42929E-06  1.49475E-07  6.15932E-12  6.44194E-13  1.17451E-07  8.46326E-07
  5.500E-04  2.30367E-11  1.42926E-06  1.49475E-07  6.45248E-12  6.74868E-13  1.17303E-07  8.45803E-07
  5.750E-04  2.51785E-11  1.42922E-06  1.49475E-07  6.74562E-12  7.05543E-13  1.17148E-07  8.45256E-07
  6.000E-04  2.74156E-11  1.42919E-06  1.49474E-07  7.03875E-12  7.36217E-13  1.16986E-07  8.44685E-07
  6.250E-04  2.97478E-11  1.42915E-06  1.49474E-07  7.33185E-12  7.66891E-13  1.16817E-07  8.44090E-07
  6.500E-04  3.21752E-11  1.42912E-06  1.49474E-07  7.62493E-12  7.97565E-13  1.16642E-07  8.43470E-07
  6.750E-04  3.46979E-11  1.42908E-06  1.49473E-07  7.91799E-12  8.28239E-13  1.16460E-07  8.42827E-07
  7.000E-04  3.73157E-11  1.42904E-06  1.49473E-07  8.21102E-12  8.58912E-13  1.16271E-07  8.42160E-07
  7.250E-04  4.00286E-11  1.42900E-06  1.49473E-07  8.50403E-12  8.89586E-13  1.16076E-07  8.41470E-07
  7.500E-04  4.28368E-11  1.42896E-06  1.49472E-07  8.79702E-12  9.20259E-13  1.15873E-07  8.40755E-07
  7.750E-04  4.57402E-11  1.42892E-06  1.49472E-07  9.08997E-12  9.50931E-13  1.15664E-07  8.40016E-07
  8.000E-04  4.87388E-11  1.42887E-06  1.49472E-07  9.38291E-12  9.81604E-13  1.15449E-07  8.39254E-07
  8.250E-04  5.18325E-11  1.42882E-06  1.49471E-07  9.67581E-12  1.01228E-12  1.15227E-07  8.38468E-07
  8.500E-04  5.50215E-11  1.42878E-06  1.49471E-07  9.96868E-12  1.04295E-12  1.14998E-07  8.37658E-07
  8.750E-04  5.83057E-11  1.42873E-06  1.49470E-07  1.02615E-11  1.07362E-12  1.14762E-07  8.36825E-07
  9.000E-04  6.16850E-11  1.42868E-06  1.49470E-07  1.05543E-11  1.10429E-12  1.14520E-07  8.35968E-07
  9.250E-04  6.51595E-11  1.42863E-06  1.49469E-07  1.08471E-11  1.13496E-12  1.14272E-07  8.35087E-07
  9.500E-04  6.87293E-11  1.42857E-06  1.49469E-07  1.11399E-11  1.16563E-12  1.14016E-07  8.34183E-07
  9.750E-04  7.23943E-11  1.42852E-06  1.49468E-07  1.14326E-11  1.19630E-12  1.13755E-07  8.33255E-07
  1.000E-03  7.61544E-11  1.42846E-06  1.49468E-07  1.17253E-11  1.22698E-12  1.13487E-07  8.32304E-07
  1.250E-03  1.18991E-10  1.42782E-06  1.49462E-07  1.46501E-11  1.53366E-12  1.10453E-07  8.21519E-07
  1.500E-03  1.71347E-10  1.42704E-06  1.49455E-07  1.75705E-11  1.84031E-12  1.06797E-07  8.08459E-07
  1.750E-03  2.33223E-10  1.42612E-06  1.49447E-07  2.04857E-11  2.14691E-12  1.02550E-07  7.93195E-07
  2.000E-03  3.04617E-10  1.42506E-06  1.49438E-07  2.33949E-11  2.45345E-12  9.77480E-08  7.75811E-07
  2.250E-03  3.85531E-10  1.42387E-06  1.49427E-07  2.62971E-11  2.75994E-12  9.24310E-08  7.56402E-07
  2.500E-03  4.75965E-10  1.42253E-06  1.49415E-07  2.91917E-11  3.06635E-12  8.66435E-08  7.35074E-07
  2.750E-03  5.75917E-10  1.42106E-06  1.49402E-07  3.20777E-11  3.37269E-12  8.04340E-08  7.11941E-07
  3.000E-03  6.85389E-10  1.41945E-06  1.49387E-07  3.49543E-11  3.67894E-12  7.38542E-08  6.87129E-07
  3.250E-03  8.04380E-10  1.41771E-06  1.49371E-07  3.78209E-11  3.98510E-12  6.69589E-08  6.60772E-07
  3.500E-03  9.32891E-10  1.41584E-06  1.49354E-07  4.06765E-11  4.29115E-12  5.98054E-08  6.33011E-07
  3.750E-03  1.07092E-09  1.41384E-06  1.49336E-07  4.35204E-11  4.59710E-12  5.24528E-08  6.03993E-07
  4.000E-03  1.21847E-09  1.41171E-06  1.49317E-07  4.63518E-11  4.90293E-12  4.49618E-08  5.73872E-07
  4.250E-03  1.37554E-09  1.40945E-06  1.49296E-07  4.91701E-11  5.20864E-12  3.73936E-08  5.42806E-07
  4.500E-03  1.54213E-09  1.40706E-06  1.49274E-07  5.19745E-11  5.51422E-12  2.98102E-08  5.10958E-07
  4.750E-03  1.71823E-09  1.40456E-06  1.49251E-07  5.47644E-11  5.81966E-12  2.22730E-08  4.78492E-07
  5.000E-03  1.90386E-09  1.40193E-06  1.49226E-07  5.75390E-11  6.12495E-12  1.48427E-08  4.45574E-07
  5.250E-03  2.09900E-09  1.39918E-06  1.49200E-07  6.02977E-11  6.43009E-12  7.57876E-09  4.12372E-07
  5.500E-03  2.30367E-09  1.39632E-06  1.49174E-07  6.30398E-11  6.73507E-12  5.38620E-10  3.79051E-07
  5.750E-03  2.51785E-09  1.39334E-06  1.49145E-07  6.57648E-11  7.03988E-12  6.22260E-09  3.45777E-07
  6.000E-03  2.74156E-09  1.39025E-06  1.49116E-07  6.84721E-11  7.34451E-12  1.26527E-08  3.12712E-07
  6.250E-03  2.97478E-09  1.38705E-06  1.49085E-07  7.11610E-11  7.64896E-12  1.87028E-08  2.80015E-07
  6.500E-03  3.21752E-09  1.38374E-06  1.49053E-07  7.38311E-11  7.95322E-12  2.43279E-08  2.47839E-07
  6.750E-03  3.46978E-09  1.38032E-06  1.49020E-07  7.64817E-11  8.25728E-12  2.94872E-08  2.16333E-07
  7.000E-03  3.73156E-09  1.37681E-06  1.48986E-07  7.91125E-11  8.56113E-12  3.41443E-08  1.85639E-07
  7.250E-03  4.00286E-09  1.37319E-06  1.48950E-07  8.17230E-11  8.86477E-12  3.82679E-08  1.55892E-07
