 #  Scattering amplitudes (in cm)      MU=(1-cos(TH))/2
 #  Z =  47,   projectile: electron
 #  Kinetic energy = 4.90000E+06 eV
 #
 # TH (deg)      MU          Re(F)        Im(F)        Re(G)        Im(G)        ERRF         ERRG 
 #-----------------------------------------------------------------------------------------------------------------
  0.000E+00  0.00000E+00  8.98279E-07  9.41943E-08  0.00000E+00  0.00000E+00  6.29989E-09  0.00000E+00
  1.000E-04  7.61557E-13  8.98276E-07  9.41943E-08  7.09868E-13  7.44413E-14  6.29818E-09  2.15581E-07
  1.250E-04  1.18994E-12  8.98275E-07  9.41943E-08  8.87333E-13  9.30516E-14  6.29722E-09  2.15565E-07
  1.500E-04  1.71346E-12  8.98273E-07  9.41943E-08  1.06480E-12  1.11662E-13  6.29604E-09  2.15545E-07
  1.750E-04  2.33225E-12  8.98271E-07  9.41943E-08  1.24226E-12  1.30272E-13  6.29465E-09  2.15522E-07
  2.000E-04  3.04617E-12  8.98268E-07  9.41942E-08  1.41972E-12  1.48883E-13  6.29305E-09  2.15495E-07
  2.250E-04  3.85530E-12  8.98265E-07  9.41942E-08  1.59718E-12  1.67493E-13  6.29123E-09  2.15464E-07
  2.500E-04  4.75964E-12  8.98262E-07  9.41942E-08  1.77464E-12  1.86103E-13  6.28920E-09  2.15429E-07
  2.750E-04  5.75917E-12  8.98258E-07  9.41941E-08  1.95210E-12  2.04713E-13  6.28696E-09  2.15391E-07
  3.000E-04  6.85391E-12  8.98254E-07  9.41941E-08  2.12955E-12  2.23323E-13  6.28451E-09  2.15350E-07
  3.250E-04  8.04379E-12  8.98249E-07  9.41941E-08  2.30700E-12  2.41934E-13  6.28184E-09  2.15305E-07
  3.500E-04  9.32893E-12  8.98245E-07  9.41940E-08  2.48445E-12  2.60544E-13  6.27896E-09  2.15256E-07
  3.750E-04  1.07092E-11  8.98240E-07  9.41940E-08  2.66189E-12  2.79154E-13  6.27586E-09  2.15204E-07
  4.000E-04  1.21847E-11  8.98234E-07  9.41939E-08  2.83934E-12  2.97764E-13  6.27255E-09  2.15148E-07
  4.250E-04  1.37554E-11  8.98228E-07  9.41939E-08  3.01678E-12  3.16374E-13  6.26903E-09  2.15088E-07
  4.500E-04  1.54213E-11  8.98222E-07  9.41938E-08  3.19421E-12  3.34984E-13  6.26530E-09  2.15025E-07
  4.750E-04  1.71823E-11  8.98216E-07  9.41938E-08  3.37164E-12  3.53594E-13  6.26136E-09  2.14958E-07
  5.000E-04  1.90386E-11  8.98209E-07  9.41937E-08  3.54907E-12  3.72204E-13  6.25720E-09  2.14888E-07
  5.250E-04  2.09900E-11  8.98202E-07  9.41936E-08  3.72650E-12  3.90814E-13  6.25284E-09  2.14814E-07
  5.500E-04  2.30367E-11  8.98194E-07  9.41936E-08  3.90391E-12  4.09424E-13  6.24826E-09  2.14736E-07
  5.750E-04  2.51785E-11  8.98186E-07  9.41935E-08  4.08133E-12  4.28034E-13  6.24347E-09  2.14655E-07
  6.000E-04  2.74156E-11  8.98178E-07  9.41934E-08  4.25874E-12  4.46644E-13  6.23847E-09  2.14570E-07
