 #  Scattering amplitudes (in cm)      MU=(1-cos(TH))/2
 #  Z =  47,   projectile: electron
 #  Kinetic energy = 2.90000E+06 eV
 #
 # TH (deg)      MU          Re(F)        Im(F)        Re(G)        Im(G)        ERRF         ERRG 
 #-----------------------------------------------------------------------------------------------------------------
  0.000E+00  0.00000E+00  5.66134E-07  5.97813E-08  0.00000E+00  0.00000E+00  1.24940E-07  0.00000E+00
  1.000E-04  7.61557E-13  5.66133E-07  5.97813E-08  4.20027E-13  4.43600E-14  1.24930E-07  9.28394E-07
  1.250E-04  1.18994E-12  5.66133E-07  5.97813E-08  5.25034E-13  5.54500E-14  1.24924E-07  9.28373E-07
  1.500E-04  1.71346E-12  5.66132E-07  5.97813E-08  6.30040E-13  6.65400E-14  1.24917E-07  9.28347E-07
  1.750E-04  2.33225E-12  5.66132E-07  5.97813E-08  7.35046E-13  7.76300E-14  1.24909E-07  9.28317E-07
  2.000E-04  3.04617E-12  5.66131E-07  5.97813E-08  8.40051E-13  8.87200E-14  1.24899E-07  9.28281E-07
  2.250E-04  3.85530E-12  5.66130E-07  5.97813E-08  9.45057E-13  9.98100E-14  1.24888E-07  9.28241E-07
  2.500E-04  4.75964E-12  5.66129E-07  5.97813E-08  1.05006E-12  1.10900E-13  1.24876E-07  9.28196E-07
  2.750E-04  5.75917E-12  5.66129E-07  5.97812E-08  1.15507E-12  1.21990E-13  1.24862E-07  9.28147E-07
  3.000E-04  6.85391E-12  5.66128E-07  5.97812E-08  1.26007E-12  1.33080E-13  1.24847E-07  9.28092E-07
  3.250E-04  8.04379E-12  5.66126E-07  5.97812E-08  1.36507E-12  1.44170E-13  1.24831E-07  9.28033E-07
  3.500E-04  9.32893E-12  5.66125E-07  5.97812E-08  1.47008E-12  1.55260E-13  1.24814E-07  9.27970E-07
  3.750E-04  1.07092E-11  5.66124E-07  5.97812E-08  1.57508E-12  1.66350E-13  1.24795E-07  9.27901E-07
  4.000E-04  1.21847E-11  5.66123E-07  5.97812E-08  1.68008E-12  1.77440E-13  1.24775E-07  9.27828E-07
  4.250E-04  1.37554E-11  5.66121E-07  5.97812E-08  1.78508E-12  1.88530E-13  1.24754E-07  9.27750E-07
  4.500E-04  1.54213E-11  5.66120E-07  5.97812E-08  1.89008E-12  1.99620E-13  1.24731E-07  9.27668E-07
  4.750E-04  1.71823E-11  5.66118E-07  5.97812E-08  1.99508E-12  2.10710E-13  1.24707E-07  9.27580E-07
  5.000E-04  1.90386E-11  5.66116E-07  5.97811E-08  2.10007E-12  2.21800E-13  1.24682E-07  9.27488E-07
  5.250E-04  2.09900E-11  5.66115E-07  5.97811E-08  2.20507E-12  2.32890E-13  1.24656E-07  9.27392E-07
  5.500E-04  2.30367E-11  5.66113E-07  5.97811E-08  2.31007E-12  2.43979E-13  1.24628E-07  9.27290E-07
  5.750E-04  2.51785E-11  5.66111E-07  5.97811E-08  2.41506E-12  2.55069E-13  1.24599E-07  9.27184E-07
  6.000E-04  2.74156E-11  5.66109E-07  5.97811E-08  2.52006E-12  2.66159E-13  1.24569E-07  9.27073E-07
