 #  Scattering amplitudes (in cm)      MU=(1-cos(TH))/2
 #  Z =  79,   projectile: electron
 #  Kinetic energy = 7.90000E+06 eV
 #
 # TH (deg)      MU          Re(F)        Im(F)        Re(G)        Im(G)        ERRF         ERRG 
 #-----------------------------------------------------------------------------------------------------------------
  0.000E+00  0.00000E+00  1.65180E-06  2.62057E-07  0.00000E+00  0.00000E+00  4.83877E-09  0.00000E+00
  1.000E-04  7.61557E-13  1.65179E-06  2.62057E-07  1.35389E-12  2.14800E-13  4.83650E-09  2.37911E-07
  1.250E-04  1.18994E-12  1.65179E-06  2.62057E-07  1.69235E-12  2.68499E-13  4.83523E-09  2.37880E-07
  1.500E-04  1.71346E-12  1.65178E-06  2.62056E-07  2.03082E-12  3.22199E-13  4.83367E-09  2.37842E-07
  1.750E-04  2.33225E-12  1.65178E-06  2.62056E-07  2.36928E-12  3.75899E-13  4.83182E-09  2.37797E-07
  2.000E-04  3.04617E-12  1.65177E-06  2.62056E-07  2.70773E-12  4.29598E-13  4.82970E-09  2.37746E-07
  2.250E-04  3.85530E-12  1.65176E-06  2.62056E-07  3.04618E-12  4.83298E-13  4.82729E-09  2.37687E-07
  2.500E-04  4.75964E-12  1.65175E-06  2.62056E-07  3.38462E-12  5.36997E-13  4.82459E-09  2.37622E-07
  2.750E-04  5.75917E-12  1.65173E-06  2.62056E-07  3.72306E-12  5.90697E-13  4.82162E-09  2.37549E-07
  3.000E-04  6.85391E-12  1.65172E-06  2.62055E-07  4.06148E-12  6.44396E-13  4.81836E-09  2.37470E-07
  3.250E-04  8.04379E-12  1.65171E-06  2.62055E-07  4.39990E-12  6.98095E-13  4.81482E-09  2.37384E-07
  3.500E-04  9.32893E-12  1.65169E-06  2.62055E-07  4.73831E-12  7.51794E-13  4.81100E-09  2.37291E-07
  3.750E-04  1.07092E-11  1.65167E-06  2.62055E-07  5.07671E-12  8.05493E-13  4.80690E-09  2.37191E-07
  4.000E-04  1.21847E-11  1.65166E-06  2.62055E-07  5.41510E-12  8.59191E-13  4.80252E-09  2.37085E-07
  4.250E-04  1.37554E-11  1.65164E-06  2.62054E-07  5.75348E-12  9.12890E-13  4.79785E-09  2.36971E-07
  4.500E-04  1.54213E-11  1.65162E-06  2.62054E-07  6.09184E-12  9.66588E-13  4.79291E-09  2.36851E-07
  4.750E-04  1.71823E-11  1.65160E-06  2.62054E-07  6.43020E-12  1.02029E-12  4.78769E-09  2.36724E-07
