 #  Scattering amplitudes (in cm)      MU=(1-cos(TH))/2
 #  Z =  47,   projectile: electron
 #  Kinetic energy = 4.95000E+06 eV
 #
 # TH (deg)      MU          Re(F)        Im(F)        Re(G)        Im(G)        ERRF         ERRG 
 #-----------------------------------------------------------------------------------------------------------------
  0.000E+00  0.00000E+00  9.06582E-07  9.50568E-08  0.00000E+00  0.00000E+00  5.28384E-09  0.00000E+00
  1.000E-04  7.61557E-13  9.06579E-07  9.50568E-08  7.17113E-13  7.51946E-14  5.28237E-09  1.23007E-07
  1.250E-04  1.18994E-12  9.06577E-07  9.50568E-08  8.96389E-13  9.39932E-14  5.28154E-09  1.22997E-07
  1.500E-04  1.71346E-12  9.06575E-07  9.50568E-08  1.07566E-12  1.12792E-13  5.28053E-09  1.22985E-07
  1.750E-04  2.33225E-12  9.06573E-07  9.50568E-08  1.25494E-12  1.31590E-13  5.27933E-09  1.22972E-07
  2.000E-04  3.04617E-12  9.06570E-07  9.50567E-08  1.43421E-12  1.50389E-13  5.27795E-09  1.22956E-07
  2.250E-04  3.85530E-12  9.06567E-07  9.50567E-08  1.61348E-12  1.69188E-13  5.27639E-09  1.22938E-07
  2.500E-04  4.75964E-12  9.06564E-07  9.50567E-08  1.79275E-12  1.87986E-13  5.27464E-09  1.22918E-07
  2.750E-04  5.75917E-12  9.06560E-07  9.50566E-08  1.97202E-12  2.06785E-13  5.27271E-09  1.22895E-07
  3.000E-04  6.85391E-12  9.06556E-07  9.50566E-08  2.15128E-12  2.25583E-13  5.27059E-09  1.22871E-07
  3.250E-04  8.04379E-12  9.06551E-07  9.50566E-08  2.33054E-12  2.44382E-13  5.26830E-09  1.22845E-07
  3.500E-04  9.32893E-12  9.06546E-07  9.50565E-08  2.50980E-12  2.63180E-13  5.26581E-09  1.22816E-07
  3.750E-04  1.07092E-11  9.06541E-07  9.50565E-08  2.68906E-12  2.81979E-13  5.26315E-09  1.22785E-07
  4.000E-04  1.21847E-11  9.06536E-07  9.50564E-08  2.86831E-12  3.00777E-13  5.26030E-09  1.22753E-07
  4.250E-04  1.37554E-11  9.06530E-07  9.50564E-08  3.04756E-12  3.19576E-13  5.25727E-09  1.22718E-07
  4.500E-04  1.54213E-11  9.06523E-07  9.50563E-08  3.22681E-12  3.38374E-13  5.25406E-09  1.22681E-07
  4.750E-04  1.71823E-11  9.06517E-07  9.50563E-08  3.40605E-12  3.57172E-13  5.25066E-09  1.22641E-07
  5.000E-04  1.90386E-11  9.06510E-07  9.50562E-08  3.58529E-12  3.75971E-13  5.24709E-09  1.22600E-07
  5.250E-04  2.09900E-11  9.06502E-07  9.50561E-08  3.76452E-12  3.94769E-13  5.24333E-09  1.22557E-07
  5.500E-04  2.30367E-11  9.06494E-07  9.50561E-08  3.94375E-12  4.13567E-13  5.23938E-09  1.22511E-07
  5.750E-04  2.51785E-11  9.06486E-07  9.50560E-08  4.12298E-12  4.32365E-13  5.23526E-09  1.22464E-07
  6.000E-04  2.74156E-11  9.06478E-07  9.50559E-08  4.30220E-12  4.51163E-13  5.23095E-09  1.22414E-07
  6.250E-04  2.97478E-11  9.06469E-07  9.50558E-08  4.48141E-12  4.69961E-13  5.22647E-09  1.22363E-07
  6.500E-04  3.21752E-11  9.06460E-07  9.50558E-08  4.66062E-12  4.88759E-13  5.22180E-09  1.22309E-07
  6.750E-04  3.46979E-11  9.06450E-07  9.50557E-08  4.83982E-12  5.07557E-13  5.21695E-09  1.22253E-07
  7.000E-04  3.73157E-11  9.06440E-07  9.50556E-08  5.01902E-12  5.26355E-13  5.21192E-09  1.22195E-07
  7.250E-04  4.00286E-11  9.06430E-07  9.50555E-08  5.19821E-12  5.45153E-13  5.20671E-09  1.22135E-07
  7.500E-04  4.28368E-11  9.06419E-07  9.50554E-08  5.37740E-12  5.63951E-13  5.20132E-09  1.22073E-07
