 #  Scattering amplitudes (in cm)      MU=(1-cos(TH))/2
 #  Z =  79,   projectile: electron
 #  Kinetic energy = 2.95000E+06 eV
 #
 # TH (deg)      MU          Re(F)        Im(F)        Re(G)        Im(G)        ERRF         ERRG 
 #-----------------------------------------------------------------------------------------------------------------
  0.000E+00  0.00000E+00  6.79197E-07  1.08711E-07  0.00000E+00  0.00000E+00  1.66795E-08  0.00000E+00
  1.000E-04  7.61557E-13  6.79196E-07  1.08711E-07  5.05204E-13  8.08752E-14  1.66781E-08  1.57367E-07
  1.250E-04  1.18994E-12  6.79196E-07  1.08711E-07  6.31505E-13  1.01094E-13  1.66773E-08  1.57364E-07
  1.500E-04  1.71346E-12  6.79195E-07  1.08711E-07  7.57806E-13  1.21313E-13  1.66764E-08  1.57359E-07
  1.750E-04  2.33225E-12  6.79195E-07  1.08711E-07  8.84106E-13  1.41532E-13  1.66753E-08  1.57354E-07
  2.000E-04  3.04617E-12  6.79194E-07  1.08711E-07  1.01041E-12  1.61750E-13  1.66740E-08  1.57348E-07
  2.250E-04  3.85530E-12  6.79193E-07  1.08711E-07  1.13671E-12  1.81969E-13  1.66725E-08  1.57341E-07
  2.500E-04  4.75964E-12  6.79193E-07  1.08711E-07  1.26300E-12  2.02188E-13  1.66709E-08  1.57334E-07
  2.750E-04  5.75917E-12  6.79192E-07  1.08711E-07  1.38930E-12  2.22407E-13  1.66691E-08  1.57325E-07
  3.000E-04  6.85391E-12  6.79191E-07  1.08711E-07  1.51560E-12  2.42625E-13  1.66671E-08  1.57316E-07
  3.250E-04  8.04379E-12  6.79190E-07  1.08711E-07  1.64190E-12  2.62844E-13  1.66649E-08  1.57306E-07
  3.500E-04  9.32893E-12  6.79189E-07  1.08711E-07  1.76820E-12  2.83063E-13  1.66626E-08  1.57295E-07
  3.750E-04  1.07092E-11  6.79188E-07  1.08711E-07  1.89449E-12  3.03282E-13  1.66601E-08  1.57283E-07
  4.000E-04  1.21847E-11  6.79186E-07  1.08711E-07  2.02079E-12  3.23500E-13  1.66574E-08  1.57271E-07
  4.250E-04  1.37554E-11  6.79185E-07  1.08711E-07  2.14708E-12  3.43719E-13  1.66545E-08  1.57257E-07
  4.500E-04  1.54213E-11  6.79184E-07  1.08711E-07  2.27338E-12  3.63938E-13  1.66515E-08  1.57243E-07
  4.750E-04  1.71823E-11  6.79182E-07  1.08711E-07  2.39967E-12  3.84156E-13  1.66483E-08  1.57228E-07
  5.000E-04  1.90386E-11  6.79181E-07  1.08711E-07  2.52597E-12  4.04375E-13  1.66450E-08  1.57213E-07
  5.250E-04  2.09900E-11  6.79179E-07  1.08711E-07  2.65226E-12  4.24594E-13  1.66414E-08  1.57196E-07
  5.500E-04  2.30367E-11  6.79178E-07  1.08711E-07  2.77855E-12  4.44812E-13  1.66377E-08  1.57179E-07
  5.750E-04  2.51785E-11  6.79176E-07  1.08711E-07  2.90484E-12  4.65031E-13  1.66338E-08  1.57161E-07
  6.000E-04  2.74156E-11  6.79174E-07  1.08711E-07  3.03113E-12  4.85250E-13  1.66298E-08  1.57142E-07
  6.250E-04  2.97478E-11  6.79172E-07  1.08711E-07  3.15742E-12  5.05468E-13  1.66256E-08  1.57122E-07
  6.500E-04  3.21752E-11  6.79170E-07  1.08711E-07  3.28370E-12  5.25687E-13  1.66212E-08  1.57102E-07
  6.750E-04  3.46979E-11  6.79168E-07  1.08711E-07  3.40999E-12  5.45905E-13  1.66166E-08  1.57080E-07
  7.000E-04  3.73157E-11  6.79166E-07  1.08711E-07  3.53627E-12  5.66124E-13  1.66118E-08  1.57058E-07
  7.250E-04  4.00286E-11  6.79163E-07  1.08711E-07  3.66256E-12  5.86342E-13  1.66069E-08  1.57035E-07
  7.500E-04  4.28368E-11  6.79161E-07  1.08711E-07  3.78884E-12  6.06561E-13  1.66018E-08  1.57011E-07
  7.750E-04  4.57402E-11  6.79159E-07  1.08711E-07  3.91512E-12  6.26779E-13  1.65966E-08  1.56987E-07
  8.000E-04  4.87388E-11  6.79156E-07  1.08711E-07  4.04140E-12  6.46998E-13  1.65912E-08  1.56961E-07
  8.250E-04  5.18325E-11  6.79154E-07  1.08711E-07  4.16768E-12  6.67216E-13  1.65856E-08  1.56935E-07
  8.500E-04  5.50215E-11  6.79151E-07  1.08711E-07  4.29395E-12  6.87435E-13  1.65798E-08  1.56908E-07
  8.750E-04  5.83057E-11  6.79148E-07  1.08711E-07  4.42023E-12  7.07653E-13  1.65738E-08  1.56881E-07
  9.000E-04  6.16850E-11  6.79146E-07  1.08711E-07  4.54650E-12  7.27872E-13  1.65677E-08  1.56852E-07
  9.250E-04  6.51595E-11  6.79143E-07  1.08710E-07  4.67277E-12  7.48090E-13  1.65614E-08  1.56823E-07
  9.500E-04  6.87293E-11  6.79140E-07  1.08710E-07  4.79904E-12  7.68308E-13  1.65550E-08  1.56793E-07
  9.750E-04  7.23943E-11  6.79137E-07  1.08710E-07  4.92531E-12  7.88526E-13  1.65484E-08  1.56762E-07
