 #  Scattering amplitudes (in cm)      MU=(1-cos(TH))/2
 #  Z =  79,   projectile: electron
 #  Kinetic energy = 6.05000E+06 eV
 #
 # TH (deg)      MU          Re(F)        Im(F)        Re(G)        Im(G)        ERRF         ERRG 
 #-----------------------------------------------------------------------------------------------------------------
  0.000E+00  0.00000E+00  1.28838E-06  2.04650E-07  0.00000E+00  0.00000E+00  2.17928E-09  0.00000E+00
  1.000E-04  7.61557E-13  1.28837E-06  2.04650E-07  1.03675E-12  1.64688E-13  2.17861E-09  1.09880E-07
  1.250E-04  1.18994E-12  1.28837E-06  2.04650E-07  1.29594E-12  2.05861E-13  2.17823E-09  1.09870E-07
  1.500E-04  1.71346E-12  1.28837E-06  2.04650E-07  1.55512E-12  2.47033E-13  2.17777E-09  1.09859E-07
  1.750E-04  2.33225E-12  1.28836E-06  2.04650E-07  1.81430E-12  2.88205E-13  2.17722E-09  1.09845E-07
  2.000E-04  3.04617E-12  1.28836E-06  2.04650E-07  2.07348E-12  3.29377E-13  2.17659E-09  1.09829E-07
  2.250E-04  3.85530E-12  1.28835E-06  2.04650E-07  2.33266E-12  3.70549E-13  2.17588E-09  1.09812E-07
  2.500E-04  4.75964E-12  1.28835E-06  2.04649E-07  2.59184E-12  4.11720E-13  2.17508E-09  1.09792E-07
  2.750E-04  5.75917E-12  1.28834E-06  2.04649E-07  2.85101E-12  4.52892E-13  2.17420E-09  1.09770E-07
  3.000E-04  6.85391E-12  1.28834E-06  2.04649E-07  3.11017E-12  4.94064E-13  2.17323E-09  1.09746E-07
  3.250E-04  8.04379E-12  1.28833E-06  2.04649E-07  3.36934E-12  5.35236E-13  2.17218E-09  1.09719E-07
  3.500E-04  9.32893E-12  1.28832E-06  2.04649E-07  3.62850E-12  5.76408E-13  2.17105E-09  1.09691E-07
  3.750E-04  1.07092E-11  1.28831E-06  2.04649E-07  3.88765E-12  6.17579E-13  2.16983E-09  1.09661E-07
  4.000E-04  1.21847E-11  1.28831E-06  2.04649E-07  4.14680E-12  6.58751E-13  2.16853E-09  1.09628E-07
  4.250E-04  1.37554E-11  1.28830E-06  2.04649E-07  4.40594E-12  6.99922E-13  2.16715E-09  1.09594E-07
  4.500E-04  1.54213E-11  1.28829E-06  2.04649E-07  4.66508E-12  7.41093E-13  2.16568E-09  1.09557E-07
  4.750E-04  1.71823E-11  1.28828E-06  2.04648E-07  4.92422E-12  7.82265E-13  2.16413E-09  1.09518E-07
  5.000E-04  1.90386E-11  1.28827E-06  2.04648E-07  5.18334E-12  8.23436E-13  2.16250E-09  1.09478E-07
  5.250E-04  2.09900E-11  1.28826E-06  2.04648E-07  5.44246E-12  8.64607E-13  2.16078E-09  1.09435E-07
  5.500E-04  2.30367E-11  1.28824E-06  2.04648E-07  5.70158E-12  9.05778E-13  2.15898E-09  1.09390E-07
  5.750E-04  2.51785E-11  1.28823E-06  2.04648E-07  5.96068E-12  9.46949E-13  2.15710E-09  1.09343E-07
  6.000E-04  2.74156E-11  1.28822E-06  2.04647E-07  6.21978E-12  9.88120E-13  2.15514E-09  1.09294E-07
  6.250E-04  2.97478E-11  1.28821E-06  2.04647E-07  6.47887E-12  1.02929E-12  2.15309E-09  1.09242E-07
  6.500E-04  3.21752E-11  1.28819E-06  2.04647E-07  6.73795E-12  1.07046E-12  2.15096E-09  1.09189E-07
  6.750E-04  3.46979E-11  1.28818E-06  2.04647E-07  6.99703E-12  1.11163E-12  2.14874E-09  1.09134E-07
  7.000E-04  3.73157E-11  1.28816E-06  2.04647E-07  7.25609E-12  1.15280E-12  2.14645E-09  1.09076E-07
  7.250E-04  4.00286E-11  1.28815E-06  2.04646E-07  7.51515E-12  1.19397E-12  2.14407E-09  1.09017E-07
  7.500E-04  4.28368E-11  1.28813E-06  2.04646E-07  7.77419E-12  1.23514E-12  2.14161E-09  1.08955E-07
  7.750E-04  4.57402E-11  1.28811E-06  2.04646E-07  8.03323E-12  1.27631E-12  2.13907E-09  1.08892E-07
  8.000E-04  4.87388E-11  1.28810E-06  2.04646E-07  8.29226E-12  1.31748E-12  2.13645E-09  1.08826E-07
  8.250E-04  5.18325E-11  1.28808E-06  2.04645E-07  8.55127E-12  1.35865E-12  2.13374E-09  1.08758E-07
  8.500E-04  5.50215E-11  1.28806E-06  2.04645E-07  8.81028E-12  1.39982E-12  2.13095E-09  1.08689E-07
  8.750E-04  5.83057E-11  1.28804E-06  2.04645E-07  9.06927E-12  1.44099E-12  2.12809E-09  1.08617E-07
  9.000E-04  6.16850E-11  1.28802E-06  2.04644E-07  9.32825E-12  1.48216E-12  2.12514E-09  1.08543E-07
  9.250E-04  6.51595E-11  1.28800E-06  2.04644E-07  9.58722E-12  1.52333E-12  2.12211E-09  1.08467E-07
  9.500E-04  6.87293E-11  1.28798E-06  2.04644E-07  9.84618E-12  1.56449E-12  2.11900E-09  1.08389E-07
  9.750E-04  7.23943E-11  1.28796E-06  2.04644E-07  1.01051E-11  1.60566E-12  2.11580E-09  1.08309E-07
  1.000E-03  7.61544E-11  1.28794E-06  2.04643E-07  1.03641E-11  1.64683E-12  2.11253E-09  1.08227E-07
  1.250E-03  1.18991E-10  1.28770E-06  2.04639E-07  1.29526E-11  2.05850E-12  2.07543E-09  1.07295E-07
  1.500E-03  1.71347E-10  1.28740E-06  2.04635E-07  1.55395E-11  2.47015E-12  2.03050E-09  1.06164E-07
  1.750E-03  2.33223E-10  1.28705E-06  2.04629E-07  1.81245E-11  2.88176E-12  1.97802E-09  1.04836E-07
  2.000E-03  3.04617E-10  1.28664E-06  2.04623E-07  2.07072E-11  3.29334E-12  1.91827E-09  1.03318E-07
  2.250E-03  3.85531E-10  1.28618E-06  2.04616E-07  2.32872E-11  3.70488E-12  1.85159E-09  1.01614E-07
  2.500E-03  4.75965E-10  1.28566E-06  2.04608E-07  2.58644E-11  4.11637E-12  1.77835E-09  9.97319E-08
  2.750E-03  5.75917E-10  1.28510E-06  2.04599E-07  2.84382E-11  4.52782E-12  1.69897E-09  9.76773E-08
  3.000E-03  6.85389E-10  1.28448E-06  2.04590E-07  3.10085E-11  4.93920E-12  1.61389E-09  9.54584E-08
  3.250E-03  8.04380E-10  1.28380E-06  2.04579E-07  3.35750E-11  5.35053E-12  1.52358E-09  9.30830E-08
  3.500E-03  9.32891E-10  1.28308E-06  2.04568E-07  3.61372E-11  5.76179E-12  1.42856E-09  9.05600E-08
  3.750E-03  1.07092E-09  1.28230E-06  2.04556E-07  3.86949E-11  6.17298E-12  1.32935E-09  8.78984E-08
  4.000E-03  1.21847E-09  1.28147E-06  2.04543E-07  4.12478E-11  6.58410E-12  1.22649E-09  8.51079E-08
  4.250E-03  1.37554E-09  1.28058E-06  2.04529E-07  4.37956E-11  6.99514E-12  1.12057E-09  8.21985E-08
  4.500E-03  1.54213E-09  1.27965E-06  2.04515E-07  4.63379E-11  7.40609E-12  1.01216E-09  7.91807E-08
  4.750E-03  1.71823E-09  1.27866E-06  2.04499E-07  4.88745E-11  7.81695E-12  9.01857E-10  7.60651E-08
  5.000E-03  1.90386E-09  1.27762E-06  2.04483E-07  5.14051E-11  8.22771E-12  7.90268E-10  7.28629E-08
  5.250E-03  2.09900E-09  1.27653E-06  2.04466E-07  5.39293E-11  8.63837E-12  6.77998E-10  6.95852E-08
  5.500E-03  2.30367E-09  1.27539E-06  2.04448E-07  5.64470E-11  9.04893E-12  5.65656E-10  6.62435E-08
  5.750E-03  2.51785E-09  1.27420E-06  2.04429E-07  5.89577E-11  9.45938E-12  4.53845E-10  6.28493E-08
  6.000E-03  2.74156E-09  1.27296E-06  2.04410E-07  6.14613E-11  9.86971E-12  3.43163E-10  5.94143E-08
  6.250E-03  2.97478E-09  1.27168E-06  2.04389E-07  6.39573E-11  1.02799E-11  2.34198E-10  5.59502E-08
