 #  Scattering amplitudes (in cm)      MU=(1-cos(TH))/2
 #  Z =  47,   projectile: electron
 #  Kinetic energy = 7.95000E+06 eV
 #
 # TH (deg)      MU          Re(F)        Im(F)        Re(G)        Im(G)        ERRF         ERRG 
 #-----------------------------------------------------------------------------------------------------------------
  0.000E+00  0.00000E+00  1.40470E-06  1.46884E-07  0.00000E+00  0.00000E+00  9.56728E-08  0.00000E+00
  1.000E-04  7.61557E-13  1.40469E-06  1.46884E-07  1.15174E-12  1.20442E-13  9.56281E-08  7.15475E-07
  1.250E-04  1.18994E-12  1.40468E-06  1.46884E-07  1.43966E-12  1.50552E-13  9.56030E-08  7.15382E-07
  1.500E-04  1.71346E-12  1.40467E-06  1.46884E-07  1.72759E-12  1.80662E-13  9.55723E-08  7.15269E-07
  1.750E-04  2.33225E-12  1.40466E-06  1.46884E-07  2.01550E-12  2.10773E-13  9.55360E-08  7.15136E-07
  2.000E-04  3.04617E-12  1.40465E-06  1.46884E-07  2.30342E-12  2.40883E-13  9.54942E-08  7.14982E-07
  2.250E-04  3.85530E-12  1.40464E-06  1.46884E-07  2.59132E-12  2.70993E-13  9.54468E-08  7.14807E-07
  2.500E-04  4.75964E-12  1.40463E-06  1.46884E-07  2.87922E-12  3.01103E-13  9.53938E-08  7.14612E-07
  2.750E-04  5.75917E-12  1.40462E-06  1.46883E-07  3.16711E-12  3.31213E-13  9.53353E-08  7.14397E-07
  3.000E-04  6.85391E-12  1.40460E-06  1.46883E-07  3.45499E-12  3.61323E-13  9.52712E-08  7.14161E-07
  3.250E-04  8.04379E-12  1.40458E-06  1.46883E-07  3.74286E-12  3.91433E-13  9.52015E-08  7.13904E-07
  3.500E-04  9.32893E-12  1.40456E-06  1.46883E-07  4.03072E-12  4.21543E-13  9.51263E-08  7.13627E-07
  3.750E-04  1.07092E-11  1.40455E-06  1.46883E-07  4.31857E-12  4.51653E-13  9.50456E-08  7.13330E-07
  4.000E-04  1.21847E-11  1.40452E-06  1.46883E-07  4.60641E-12  4.81762E-13  9.49593E-08  7.13012E-07
  4.250E-04  1.37554E-11  1.40450E-06  1.46882E-07  4.89423E-12  5.11872E-13  9.48675E-08  7.12674E-07
  4.500E-04  1.54213E-11  1.40448E-06  1.46882E-07  5.18204E-12  5.41981E-13  9.47702E-08  7.12316E-07
  4.750E-04  1.71823E-11  1.40445E-06  1.46882E-07  5.46984E-12  5.72090E-13  9.46674E-08  7.11937E-07
  5.000E-04  1.90386E-11  1.40443E-06  1.46882E-07  5.75761E-12  6.02199E-13  9.45591E-08  7.11538E-07
  5.250E-04  2.09900E-11  1.40440E-06  1.46882E-07  6.04538E-12  6.32308E-13  9.44453E-08  7.11118E-07
  5.500E-04  2.30367E-11  1.40437E-06  1.46881E-07  6.33312E-12  6.62417E-13  9.43260E-08  7.10678E-07
  5.750E-04  2.51785E-11  1.40434E-06  1.46881E-07  6.62085E-12  6.92525E-13  9.42012E-08  7.10218E-07
  6.000E-04  2.74156E-11  1.40431E-06  1.46881E-07  6.90855E-12  7.22634E-13  9.40710E-08  7.09738E-07
  6.250E-04  2.97478E-11  1.40428E-06  1.46880E-07  7.19624E-12  7.52742E-13  9.39354E-08  7.09237E-07
  6.500E-04  3.21752E-11  1.40424E-06  1.46880E-07  7.48391E-12  7.82850E-13  9.37943E-08  7.08716E-07
  6.750E-04  3.46979E-11  1.40421E-06  1.46880E-07  7.77155E-12  8.12958E-13  9.36477E-08  7.08175E-07
  7.000E-04  3.73157E-11  1.40417E-06  1.46880E-07  8.05917E-12  8.43065E-13  9.34958E-08  7.07614E-07
  7.250E-04  4.00286E-11  1.40413E-06  1.46879E-07  8.34677E-12  8.73173E-13  9.33385E-08  7.07033E-07
  7.500E-04  4.28368E-11  1.40409E-06  1.46879E-07  8.63435E-12  9.03280E-13  9.31757E-08  7.06432E-07
  7.750E-04  4.57402E-11  1.40405E-06  1.46878E-07  8.92190E-12  9.33387E-13  9.30076E-08  7.05810E-07
  8.000E-04  4.87388E-11  1.40401E-06  1.46878E-07  9.20942E-12  9.63494E-13  9.28342E-08  7.05169E-07
  8.250E-04  5.18325E-11  1.40396E-06  1.46878E-07  9.49692E-12  9.93601E-13  9.26554E-08  7.04508E-07
  8.500E-04  5.50215E-11  1.40392E-06  1.46877E-07  9.78439E-12  1.02371E-12  9.24713E-08  7.03827E-07
  8.750E-04  5.83057E-11  1.40387E-06  1.46877E-07  1.00718E-11  1.05381E-12  9.22818E-08  7.03126E-07
  9.000E-04  6.16850E-11  1.40382E-06  1.46876E-07  1.03593E-11  1.08392E-12  9.20871E-08  7.02405E-07
  9.250E-04  6.51595E-11  1.40377E-06  1.46876E-07  1.06466E-11  1.11402E-12  9.18870E-08  7.01664E-07
  9.500E-04  6.87293E-11  1.40372E-06  1.46876E-07  1.09340E-11  1.14413E-12  9.16818E-08  7.00903E-07
  9.750E-04  7.23943E-11  1.40367E-06  1.46875E-07  1.12213E-11  1.17423E-12  9.14712E-08  7.00123E-07
  1.000E-03  7.61544E-11  1.40362E-06  1.46875E-07  1.15086E-11  1.20434E-12  9.12555E-08  6.99323E-07
  1.250E-03  1.18991E-10  1.40301E-06  1.46869E-07  1.43795E-11  1.50537E-12  8.88144E-08  6.90251E-07
  1.500E-03  1.71347E-10  1.40227E-06  1.46863E-07  1.72464E-11  1.80636E-12  8.58732E-08  6.79265E-07
  1.750E-03  2.33223E-10  1.40140E-06  1.46855E-07  2.01083E-11  2.10731E-12  8.24567E-08  6.66426E-07
  2.000E-03  3.04617E-10  1.40039E-06  1.46846E-07  2.29644E-11  2.40821E-12  7.85936E-08  6.51804E-07
  2.250E-03  3.85531E-10  1.39926E-06  1.46836E-07  2.58140E-11  2.70905E-12  7.43163E-08  6.35479E-07
  2.500E-03  4.75965E-10  1.39799E-06  1.46824E-07  2.86563E-11  3.00982E-12  6.96609E-08  6.17541E-07
  2.750E-03  5.75917E-10  1.39659E-06  1.46812E-07  3.14905E-11  3.31052E-12  6.46662E-08  5.98086E-07
  3.000E-03  6.85389E-10  1.39507E-06  1.46798E-07  3.43158E-11  3.61113E-12  5.93740E-08  5.77220E-07
  3.250E-03  8.04380E-10  1.39342E-06  1.46783E-07  3.71315E-11  3.91166E-12  5.38284E-08  5.55057E-07
  3.500E-03  9.32891E-10  1.39164E-06  1.46767E-07  3.99368E-11  4.21210E-12  4.80756E-08  5.31713E-07
  3.750E-03  1.07092E-09  1.38974E-06  1.46750E-07  4.27310E-11  4.51243E-12  4.21631E-08  5.07315E-07
  4.000E-03  1.21847E-09  1.38771E-06  1.46731E-07  4.55134E-11  4.81265E-12  3.61397E-08  4.81991E-07
  4.250E-03  1.37554E-09  1.38557E-06  1.46711E-07  4.82833E-11  5.11276E-12  3.00549E-08  4.55875E-07
  4.500E-03  1.54213E-09  1.38330E-06  1.46691E-07  5.10401E-11  5.41274E-12  2.39584E-08  4.29103E-07
  4.750E-03  1.71823E-09  1.38092E-06  1.46669E-07  5.37829E-11  5.71258E-12  1.78997E-08  4.01815E-07
  5.000E-03  1.90386E-09  1.37842E-06  1.46645E-07  5.65113E-11  6.01229E-12  1.19276E-08  3.74149E-07
  5.250E-03  2.09900E-09  1.37581E-06  1.46621E-07  5.92246E-11  6.31186E-12  6.08992E-09  3.46246E-07
