 #
 # Projectile: electron
 # Kinetic energy = 7.95000E+06 eV = 2.92157E+05 a.u.
 #
 # Element: Ag,  Z =  47,  atomic weight = 1.07868E+02 g/mol
 #
 # Nuclear model: Fermi distribution
 #
 # Number of electrons = 47
 #
 # Electron density: Read from file z_047.den   
 #                   Number of data points =  813
 #                   Volume integral = 4.70000E+01
 #
 # Furness-McCarthy exchange potential
 #
 # Total elastic cross section = 4.30961E-18 cm**2 = 1.53899E-01 a0**2
 # 1st transport cross section = 5.24542E-23 cm**2 = 1.87318E-06 a0**2
 # 2nd transport cross section = 1.47596E-22 cm**2 = 5.27076E-06 a0**2
 #
 #
 # Differential cross section:                    
 #
 #  THETA        MU          DCS          DCS     
 #  (deg)                 (cm**2/sr)   (a0**2/sr) 
 #------------------------------------------------
  0.000E+00  0.00000E+00  1.99475E-12  7.12338E+04
  1.000E-04  7.61557E-13  1.99472E-12  7.12327E+04
  1.250E-04  1.18994E-12  1.99470E-12  7.12321E+04
  1.500E-04  1.71346E-12  1.99468E-12  7.12313E+04
  1.750E-04  2.33225E-12  1.99466E-12  7.12305E+04
  2.000E-04  3.04617E-12  1.99463E-12  7.12295E+04
  2.250E-04  3.85530E-12  1.99460E-12  7.12283E+04
  2.500E-04  4.75964E-12  1.99456E-12  7.12270E+04
  2.750E-04  5.75917E-12  1.99452E-12  7.12256E+04
  3.000E-04  6.85391E-12  1.99448E-12  7.12240E+04
  3.250E-04  8.04379E-12  1.99443E-12  7.12223E+04
  3.500E-04  9.32893E-12  1.99438E-12  7.12205E+04
  3.750E-04  1.07092E-11  1.99432E-12  7.12185E+04
  4.000E-04  1.21847E-11  1.99426E-12  7.12164E+04
  4.250E-04  1.37554E-11  1.99420E-12  7.12142E+04
  4.500E-04  1.54213E-11  1.99413E-12  7.12118E+04
  4.750E-04  1.71823E-11  1.99406E-12  7.12093E+04
  5.000E-04  1.90386E-11  1.99399E-12  7.12067E+04
  5.250E-04  2.09900E-11  1.99391E-12  7.12039E+04
  5.500E-04  2.30367E-11  1.99383E-12  7.12010E+04
  5.750E-04  2.51785E-11  1.99374E-12  7.11979E+04
  6.000E-04  2.74156E-11  1.99366E-12  7.11947E+04
  6.250E-04  2.97478E-11  1.99356E-12  7.11914E+04
  6.500E-04  3.21752E-11  1.99347E-12  7.11880E+04
  6.750E-04  3.46979E-11  1.99337E-12  7.11844E+04
  7.000E-04  3.73157E-11  1.99326E-12  7.11807E+04
  7.250E-04  4.00286E-11  1.99315E-12  7.11768E+04
  7.500E-04  4.28368E-11  1.99304E-12  7.11728E+04
  7.750E-04  4.57402E-11  1.99293E-12  7.11687E+04
  8.000E-04  4.87388E-11  1.99281E-12  7.11644E+04
  8.250E-04  5.18325E-11  1.99268E-12  7.11600E+04
  8.500E-04  5.50215E-11  1.99256E-12  7.11555E+04
  8.750E-04  5.83057E-11  1.99243E-12  7.11508E+04
  9.000E-04  6.16850E-11  1.99229E-12  7.11460E+04
  9.250E-04  6.51595E-11  1.99215E-12  7.11411E+04
  9.500E-04  6.87293E-11  1.99201E-12  7.11360E+04
  9.750E-04  7.23943E-11  1.99186E-12  7.11308E+04
  1.000E-03  7.61544E-11  1.99171E-12  7.11254E+04
  1.250E-03  1.18991E-10  1.99001E-12  7.10646E+04
  1.500E-03  1.71347E-10  1.98793E-12  7.09904E+04
  1.750E-03  2.33223E-10  1.98548E-12  7.09030E+04
  2.000E-03  3.04617E-10  1.98267E-12  7.08023E+04
  2.250E-03  3.85531E-10  1.97948E-12  7.06885E+04
  2.500E-03  4.75965E-10  1.97593E-12  7.05619E+04
  2.750E-03  5.75917E-10  1.97203E-12  7.04223E+04
  3.000E-03  6.85389E-10  1.96777E-12  7.02702E+04
  3.250E-03  8.04380E-10  1.96316E-12  7.01055E+04
  3.500E-03  9.32891E-10  1.95820E-12  6.99286E+04
  3.750E-03  1.07092E-09  1.95291E-12  6.97395E+04
  4.000E-03  1.21847E-09  1.94728E-12  6.95385E+04
  4.250E-03  1.37554E-09  1.94132E-12  6.93259E+04
  4.500E-03  1.54213E-09  1.93504E-12  6.91017E+04
  4.750E-03  1.71823E-09  1.92845E-12  6.88663E+04
  5.000E-03  1.90386E-09  1.92155E-12  6.86199E+04
  5.250E-03  2.09900E-09  1.91435E-12  6.83628E+04
  5.500E-03  2.30367E-09  1.90686E-12  6.80952E+04
  5.750E-03  2.51785E-09  1.89908E-12  6.78174E+04
  6.000E-03  2.74156E-09  1.89102E-12  6.75297E+04
  6.250E-03  2.97478E-09  1.88270E-12  6.72323E+04
  6.500E-03  3.21752E-09  1.87411E-12  6.69256E+04
  6.750E-03  3.46978E-09  1.86526E-12  6.66098E+04
  7.000E-03  3.73156E-09  1.85617E-12  6.62852E+04
  7.250E-03  4.00286E-09  1.84685E-12  6.59522E+04
  7.500E-03  4.28368E-09  1.83729E-12  6.56110E+04
  7.750E-03  4.57402E-09  1.82752E-12  6.52620E+04
  8.000E-03  4.87388E-09  1.81754E-12  6.49054E+04
  8.250E-03  5.18326E-09  1.80735E-12  6.45416E+04
  8.500E-03  5.50215E-09  1.79697E-12  6.41709E+04
  8.750E-03  5.83057E-09  1.78640E-12  6.37936E+04
  9.000E-03  6.16850E-09  1.77566E-12  6.34100E+04
  9.250E-03  6.51596E-09  1.76475E-12  6.30204E+04
  9.500E-03  6.87293E-09  1.75368E-12  6.26252E+04
  9.750E-03  7.23942E-09  1.74247E-12  6.22246E+04
  1.000E-02  7.61544E-09  1.73111E-12  6.18189E+04
  1.250E-02  1.18991E-08  1.61155E-12  5.75495E+04
  1.500E-02  1.71347E-08  1.48640E-12  5.30802E+04
  1.750E-02  2.33223E-08  1.36179E-12  4.86303E+04
  2.000E-02  3.04617E-08  1.24199E-12  4.43523E+04
  2.250E-02  3.85531E-08  1.12958E-12  4.03380E+04
  2.500E-02  4.75965E-08  1.02581E-12  3.66324E+04
  2.750E-02  5.75917E-08  9.31041E-13  3.32481E+04
  3.000E-02  6.85389E-08  8.45045E-13  3.01771E+04
  3.250E-02  8.04380E-08  7.67288E-13  2.74003E+04
  3.500E-02  9.32891E-08  6.97092E-13  2.48936E+04
  3.750E-02  1.07092E-07  6.33748E-13  2.26316E+04
  4.000E-02  1.21847E-07  5.76573E-13  2.05898E+04
  4.250E-02  1.37554E-07  5.24936E-13  1.87458E+04
  4.500E-02  1.54213E-07  4.78264E-13  1.70791E+04
  4.750E-02  1.71823E-07  4.36046E-13  1.55715E+04
  5.000E-02  1.90386E-07  3.97826E-13  1.42066E+04
  5.250E-02  2.09900E-07  3.63200E-13  1.29701E+04
  5.500E-02  2.30367E-07  3.31811E-13  1.18492E+04
  5.750E-02  2.51785E-07  3.03342E-13  1.08326E+04
  6.000E-02  2.74156E-07  2.77509E-13  9.91003E+03
  6.250E-02  2.97478E-07  2.54056E-13  9.07251E+03
