 #  Scattering amplitudes (in cm)      MU=(1-cos(TH))/2
 #  Z =  47,   projectile: electron
 #  Kinetic energy = 5.00000E+06 eV
 #
 # TH (deg)      MU          Re(F)        Im(F)        Re(G)        Im(G)        ERRF         ERRG 
 #-----------------------------------------------------------------------------------------------------------------
  0.000E+00  0.00000E+00  9.14884E-07  9.59194E-08  0.00000E+00  0.00000E+00  7.61534E-09  0.00000E+00
  1.000E-04  7.61557E-13  9.14881E-07  9.59194E-08  7.24357E-13  7.59479E-14  7.61322E-09  2.23615E-07
  1.250E-04  1.18994E-12  9.14880E-07  9.59194E-08  9.05445E-13  9.49349E-14  7.61202E-09  2.23597E-07
  1.500E-04  1.71346E-12  9.14878E-07  9.59194E-08  1.08653E-12  1.13922E-13  7.61057E-09  2.23576E-07
  1.750E-04  2.33225E-12  9.14875E-07  9.59193E-08  1.26762E-12  1.32909E-13  7.60884E-09  2.23551E-07
  2.000E-04  3.04617E-12  9.14872E-07  9.59193E-08  1.44870E-12  1.51896E-13  7.60685E-09  2.23522E-07
  2.250E-04  3.85530E-12  9.14869E-07  9.59193E-08  1.62978E-12  1.70883E-13  7.60460E-09  2.23490E-07
  2.500E-04  4.75964E-12  9.14866E-07  9.59193E-08  1.81086E-12  1.89870E-13  7.60208E-09  2.23453E-07
  2.750E-04  5.75917E-12  9.14862E-07  9.59192E-08  1.99194E-12  2.08856E-13  7.59930E-09  2.23413E-07
  3.000E-04  6.85391E-12  9.14858E-07  9.59192E-08  2.17302E-12  2.27843E-13  7.59625E-09  2.23368E-07
  3.250E-04  8.04379E-12  9.14853E-07  9.59191E-08  2.35409E-12  2.46830E-13  7.59294E-09  2.23320E-07
  3.500E-04  9.32893E-12  9.14848E-07  9.59191E-08  2.53516E-12  2.65817E-13  7.58937E-09  2.23268E-07
  3.750E-04  1.07092E-11  9.14843E-07  9.59190E-08  2.71623E-12  2.84804E-13  7.58553E-09  2.23213E-07
  4.000E-04  1.21847E-11  9.14837E-07  9.59190E-08  2.89729E-12  3.03790E-13  7.58143E-09  2.23153E-07
  4.250E-04  1.37554E-11  9.14831E-07  9.59189E-08  3.07835E-12  3.22777E-13  7.57706E-09  2.23090E-07
  4.500E-04  1.54213E-11  9.14824E-07  9.59189E-08  3.25940E-12  3.41764E-13  7.57243E-09  2.23022E-07
  4.750E-04  1.71823E-11  9.14817E-07  9.59188E-08  3.44046E-12  3.60751E-13  7.56754E-09  2.22951E-07
  5.000E-04  1.90386E-11  9.14810E-07  9.59188E-08  3.62150E-12  3.79737E-13  7.56238E-09  2.22876E-07
  5.250E-04  2.09900E-11  9.14802E-07  9.59187E-08  3.80255E-12  3.98724E-13  7.55696E-09  2.22798E-07
  5.500E-04  2.30367E-11  9.14794E-07  9.59186E-08  3.98359E-12  4.17710E-13  7.55128E-09  2.22715E-07
  5.750E-04  2.51785E-11  9.14786E-07  9.59185E-08  4.16462E-12  4.36697E-13  7.54534E-09  2.22629E-07
  6.000E-04  2.74156E-11  9.14777E-07  9.59185E-08  4.34565E-12  4.55683E-13  7.53914E-09  2.22539E-07
  6.250E-04  2.97478E-11  9.14768E-07  9.59184E-08  4.52667E-12  4.74670E-13  7.53267E-09  2.22445E-07
  6.500E-04  3.21752E-11  9.14759E-07  9.59183E-08  4.70769E-12  4.93656E-13  7.52594E-09  2.22347E-07
  6.750E-04  3.46979E-11  9.14749E-07  9.59182E-08  4.88871E-12  5.12642E-13  7.51896E-09  2.22245E-07
  7.000E-04  3.73157E-11  9.14739E-07  9.59181E-08  5.06971E-12  5.31628E-13  7.51171E-09  2.22140E-07
  7.250E-04  4.00286E-11  9.14728E-07  9.59180E-08  5.25071E-12  5.50615E-13  7.50420E-09  2.22031E-07
  7.500E-04  4.28368E-11  9.14717E-07  9.59179E-08  5.43171E-12  5.69601E-13  7.49644E-09  2.21917E-07
  7.750E-04  4.57402E-11  9.14706E-07  9.59178E-08  5.61269E-12  5.88587E-13  7.48841E-09  2.21801E-07
  8.000E-04  4.87388E-11  9.14694E-07  9.59177E-08  5.79367E-12  6.07573E-13  7.48012E-09  2.21680E-07
  8.250E-04  5.18325E-11  9.14682E-07  9.59176E-08  5.97465E-12  6.26559E-13  7.47158E-09  2.21556E-07
  8.500E-04  5.50215E-11  9.14670E-07  9.59175E-08  6.15561E-12  6.45545E-13  7.46278E-09  2.21428E-07
  8.750E-04  5.83057E-11  9.14657E-07  9.59174E-08  6.33657E-12  6.64531E-13  7.45372E-09  2.21296E-07
  9.000E-04  6.16850E-11  9.14644E-07  9.59173E-08  6.51752E-12  6.83516E-13  7.44441E-09  2.21160E-07
  9.250E-04  6.51595E-11  9.14630E-07  9.59172E-08  6.69847E-12  7.02502E-13  7.43483E-09  2.21020E-07
  9.500E-04  6.87293E-11  9.14616E-07  9.59170E-08  6.87940E-12  7.21488E-13  7.42501E-09  2.20877E-07
  9.750E-04  7.23943E-11  9.14602E-07  9.59169E-08  7.06033E-12  7.40473E-13  7.41492E-09  2.20730E-07
  1.000E-03  7.61544E-11  9.14587E-07  9.59168E-08  7.24125E-12  7.59459E-13  7.40458E-09  2.20579E-07
  1.250E-03  1.18991E-10  9.14420E-07  9.59153E-08  9.04990E-12  9.49309E-13  7.28729E-09  2.18867E-07
  1.500E-03  1.71347E-10  9.14216E-07  9.59135E-08  1.08575E-11  1.13915E-12  7.14516E-09  2.16785E-07
  1.750E-03  2.33223E-10  9.13975E-07  9.59113E-08  1.26637E-11  1.32898E-12  6.97890E-09  2.14342E-07
  2.000E-03  3.04617E-10  9.13697E-07  9.59089E-08  1.44684E-11  1.51879E-12  6.78937E-09  2.11545E-07
  2.250E-03  3.85531E-10  9.13383E-07  9.59060E-08  1.62714E-11  1.70859E-12  6.57754E-09  2.08403E-07
  2.500E-03  4.75965E-10  9.13032E-07  9.59029E-08  1.80723E-11  1.89837E-12  6.34446E-09  2.04927E-07
  2.750E-03  5.75917E-10  9.12644E-07  9.58994E-08  1.98711E-11  2.08813E-12  6.09133E-09  2.01129E-07
  3.000E-03  6.85389E-10  9.12220E-07  9.58956E-08  2.16675E-11  2.27787E-12  5.81941E-09  1.97021E-07
  3.250E-03  8.04380E-10  9.11760E-07  9.58915E-08  2.34613E-11  2.46759E-12  5.53010E-09  1.92617E-07
  3.500E-03  9.32891E-10  9.11264E-07  9.58871E-08  2.52523E-11  2.65728E-12  5.22484E-09  1.87931E-07
  3.750E-03  1.07092E-09  9.10732E-07  9.58823E-08  2.70402E-11  2.84695E-12  4.90517E-09  1.82978E-07
  4.000E-03  1.21847E-09  9.10164E-07  9.58772E-08  2.88249E-11  3.03658E-12  4.57269E-09  1.77775E-07
  4.250E-03  1.37554E-09  9.09561E-07  9.58717E-08  3.06062E-11  3.22618E-12  4.22907E-09  1.72339E-07
  4.500E-03  1.54213E-09  9.08922E-07  9.58660E-08  3.23838E-11  3.41575E-12  3.87602E-09  1.66687E-07
  4.750E-03  1.71823E-09  9.08248E-07  9.58599E-08  3.41576E-11  3.60529E-12  3.51529E-09  1.60837E-07
  5.000E-03  1.90386E-09  9.07540E-07  9.58534E-08  3.59273E-11  3.79479E-12  3.14868E-09  1.54809E-07
  5.250E-03  2.09900E-09  9.06797E-07  9.58467E-08  3.76928E-11  3.98424E-12  2.77799E-09  1.48621E-07
  5.500E-03  2.30367E-09  9.06020E-07  9.58396E-08  3.94538E-11  4.17366E-12  2.40503E-09  1.42293E-07
  5.750E-03  2.51785E-09  9.05209E-07  9.58322E-08  4.12102E-11  4.36304E-12  2.03165E-09  1.35845E-07
  6.000E-03  2.74156E-09  9.04364E-07  9.58245E-08  4.29618E-11  4.55237E-12  1.65964E-09  1.29297E-07
  6.250E-03  2.97478E-09  9.03485E-07  9.58164E-08  4.47085E-11  4.74165E-12  1.29080E-09  1.22669E-07
  6.500E-03  3.21752E-09  9.02573E-07  9.58080E-08  4.64499E-11  4.93088E-12  9.26919E-10  1.15982E-07
  6.750E-03  3.46978E-09  9.01629E-07  9.57993E-08  4.81859E-11  5.12007E-12  5.69710E-10  1.09256E-07
  7.000E-03  3.73156E-09  9.00652E-07  9.57903E-08  4.99165E-11  5.30920E-12  2.20865E-10  1.02512E-07
  7.250E-03  4.00286E-09  8.99643E-07  9.57809E-08  5.16413E-11  5.49828E-12  1.17987E-10  9.57689E-08
  7.500E-03  4.28368E-09  8.98601E-07  9.57712E-08  5.33602E-11  5.68730E-12  4.45280E-10  8.90471E-08
  7.750E-03  4.57402E-09  8.97529E-07  9.57612E-08  5.50730E-11  5.87626E-12  7.59523E-10  8.23661E-08
  8.000E-03  4.87388E-09  8.96425E-07  9.57509E-08  5.67797E-11  6.06516E-12  1.05930E-09  7.57450E-08
  8.250E-03  5.18326E-09  8.95290E-07  9.57402E-08  5.84799E-11  6.25400E-12  1.34330E-09  6.92026E-08
  8.500E-03  5.50215E-09  8.94125E-07  9.57292E-08  6.01736E-11  6.44278E-12  1.61028E-09  6.27569E-08
  8.750E-03  5.83057E-09  8.92930E-07  9.57179E-08  6.18606E-11  6.63149E-12  1.85912E-09  5.64255E-08
  9.000E-03  6.16850E-09  8.91705E-07  9.57063E-08  6.35408E-11  6.82013E-12  2.08880E-09  5.02253E-08
  9.250E-03  6.51596E-09  8.90451E-07  9.56943E-08  6.52140E-11  7.00870E-12  2.29843E-09  4.41724E-08
  9.500E-03  6.87293E-09  8.89168E-07  9.56820E-08  6.68800E-11  7.19720E-12  2.48720E-09  3.82821E-08
  9.750E-03  7.23942E-09  8.87856E-07  9.56694E-08  6.85388E-11  7.38563E-12  2.65446E-09  3.25691E-08
  1.000E-02  7.61544E-09  8.86517E-07  9.56565E-08  7.01901E-11  7.57398E-12  2.79966E-09  2.70469E-08
  1.250E-02  1.18991E-08  8.71670E-07  9.55098E-08  8.62684E-11  9.45296E-12  3.01138E-09  1.53919E-08
  1.500E-02  1.71347E-08  8.54498E-07  9.53317E-08  1.01483E-10  1.13224E-11  1.34869E-09  3.14934E-08
  1.750E-02  2.33223E-08  8.35459E-07  9.51226E-08  1.15759E-10  1.31805E-11  9.57372E-10  2.49152E-08
  2.000E-02  3.04617E-08  8.15006E-07  9.48836E-08  1.29057E-10  1.50256E-11  2.44611E-09  6.77287E-09
  2.250E-02  3.85531E-08  7.93560E-07  9.46152E-08  1.41368E-10  1.68560E-11  2.26629E-09  1.01289E-08
  2.500E-02  4.75965E-08  7.71500E-07  9.43185E-08  1.52709E-10  1.86701E-11  6.37100E-10  1.70635E-08
  2.750E-02  5.75917E-08  7.49150E-07  9.39944E-08  1.63114E-10  2.04665E-11  1.33608E-09  1.25045E-08
  3.000E-02  6.85389E-08  7.26777E-07  9.36439E-08  1.72628E-10  2.22439E-11  2.37511E-09  1.39970E-09
  3.250E-02  8.04380E-08  7.04593E-07  9.32680E-08  1.81306E-10  2.40008E-11  1.83347E-09  8.62232E-09
  3.500E-02  9.32891E-08  6.82759E-07  9.28680E-08  1.89202E-10  2.57362E-11  9.33534E-11  1.18420E-08
  3.750E-02  1.07092E-07  6.61394E-07  9.24447E-08  1.96373E-10  2.74488E-11  1.69241E-09  7.34999E-09
  4.000E-02  1.21847E-07  6.40579E-07  9.19995E-08  2.02872E-10  2.91377E-11  2.35014E-09  1.10249E-09
  4.250E-02  1.37554E-07  6.20363E-07  9.15334E-08  2.08750E-10  3.08020E-11  1.44791E-09  7.87758E-09
  4.500E-02  1.54213E-07  6.00778E-07  9.10474E-08  2.14051E-10  3.24408E-11  4.21237E-10  8.99998E-09
  4.750E-02  1.71823E-07  5.81833E-07  9.05429E-08  2.18818E-10  3.40532E-11  2.02342E-09  4.35689E-09
  5.000E-02  1.90386E-07  5.63527E-07  9.00207E-08  2.23088E-10  3.56388E-11  2.29148E-09  2.61384E-09
  5.250E-02  2.09900E-07  5.45852E-07  8.94821E-08  2.26895E-10  3.71969E-11  1.03166E-09  7.34344E-09
  5.500E-02  2.30367E-07  5.28791E-07  8.89280E-08  2.30270E-10  3.87269E-11  9.36909E-10  7.03601E-09
  5.750E-02  2.51785E-07  5.12326E-07  8.83596E-08  2.33241E-10  4.02284E-11  2.31082E-09  2.26128E-09
  6.000E-02  2.74156E-07  4.96437E-07  8.77778E-08  2.35834E-10  4.17011E-11  2.16107E-09  3.64285E-09
  6.250E-02  2.97478E-07  4.81101E-07  8.71835E-08  2.38071E-10  4.31446E-11  5.58668E-10  6.84500E-09
  6.500E-02  3.21752E-07  4.66297E-07  8.65779E-08  2.39976E-10  4.45587E-11  1.45286E-09  5.46045E-09
  6.750E-02  3.46978E-07  4.52004E-07  8.59617E-08  2.41567E-10  4.59432E-11  2.53381E-09  6.28996E-10
  7.000E-02  3.73156E-07  4.38201E-07  8.53359E-08  2.42864E-10  4.72979E-11  1.93729E-09  4.36999E-09
  7.250E-02  4.00286E-07  4.24870E-07  8.47014E-08  2.43886E-10  4.86229E-11  2.31618E-11  6.31041E-09
  7.500E-02  4.28368E-07  4.11992E-07  8.40589E-08  2.44648E-10  4.99180E-11  1.95578E-09  4.07556E-09
  7.750E-02  4.57402E-07  3.99549E-07  8.34093E-08  2.45168E-10  5.11834E-11  2.67083E-09  7.18244E-10
  8.000E-02  4.87388E-07  3.87525E-07  8.27534E-08  2.45461E-10  5.24190E-11  1.60684E-09  4.86828E-09
  8.250E-02  5.18325E-07  3.75905E-07  8.20918E-08  2.45541E-10  5.36250E-11  5.69648E-10  5.70447E-09
  8.500E-02  5.50215E-07  3.64673E-07  8.14254E-08  2.45423E-10  5.48014E-11  2.42500E-09  2.79217E-09
  8.750E-02  5.83057E-07  3.53816E-07  8.07547E-08  2.45119E-10  5.59486E-11  2.70017E-09  1.85871E-09
  9.000E-02  6.16850E-07  3.43320E-07  8.00805E-08  2.44644E-10  5.70667E-11  1.16272E-09  5.16733E-09
  9.250E-02  6.51596E-07  3.33174E-07  7.94033E-08  2.44009E-10  5.81559E-11  1.20600E-09  5.00907E-09
  9.500E-02  6.87293E-07  3.23364E-07  7.87238E-08  2.43225E-10  5.92166E-11  2.83449E-09  1.57106E-09
  9.750E-02  7.23942E-07  3.13881E-07  7.80425E-08  2.42305E-10  6.02490E-11  2.60129E-09  2.82400E-09
  1.000E-01  7.61543E-07  3.04712E-07  7.73599E-08  2.41258E-10  6.12534E-11  6.04806E-10  5.27746E-09
  1.250E-01  1.18991E-06  2.28191E-07  7.05695E-08  2.25841E-10  6.98464E-11  3.40155E-09  1.75528E-09
  1.500E-01  1.71347E-06  1.73598E-07  6.40853E-08  2.06173E-10  7.61148E-11  3.28925E-09  3.10990E-09
  1.750E-01  2.33223E-06  1.34579E-07  5.81191E-08  1.86472E-10  8.05339E-11  7.26115E-10  4.92369E-09
  2.000E-01  3.04617E-06  1.06500E-07  5.27549E-08  1.68648E-10  8.35445E-11  5.29727E-09  1.96169E-09
  2.250E-01  3.85531E-06  8.60328E-08  4.79966E-08  1.53267E-10  8.55108E-11  5.24862E-09  2.98602E-09
