 #  Scattering amplitudes (in cm)      MU=(1-cos(TH))/2
 #  Z =  47,   projectile: electron
 #  Kinetic energy = 5.90000E+06 eV
 #
 # TH (deg)      MU          Re(F)        Im(F)        Re(G)        Im(G)        ERRF         ERRG 
 #-----------------------------------------------------------------------------------------------------------------
  0.000E+00  0.00000E+00  1.06433E-06  1.11455E-07  0.00000E+00  0.00000E+00  3.51768E-09  0.00000E+00
  1.000E-04  7.61557E-13  1.06432E-06  1.11455E-07  8.54769E-13  8.95138E-14  3.51637E-09  2.80083E-07
  1.250E-04  1.18994E-12  1.06432E-06  1.11455E-07  1.06846E-12  1.11892E-13  3.51564E-09  2.80054E-07
  1.500E-04  1.71346E-12  1.06432E-06  1.11455E-07  1.28215E-12  1.34271E-13  3.51474E-09  2.80019E-07
  1.750E-04  2.33225E-12  1.06431E-06  1.11455E-07  1.49583E-12  1.56649E-13  3.51367E-09  2.79977E-07
  2.000E-04  3.04617E-12  1.06431E-06  1.11455E-07  1.70952E-12  1.79027E-13  3.51245E-09  2.79929E-07
  2.250E-04  3.85530E-12  1.06430E-06  1.11455E-07  1.92320E-12  2.01406E-13  3.51106E-09  2.79874E-07
  2.500E-04  4.75964E-12  1.06430E-06  1.11455E-07  2.13687E-12  2.23784E-13  3.50950E-09  2.79813E-07
  2.750E-04  5.75917E-12  1.06429E-06  1.11455E-07  2.35055E-12  2.46162E-13  3.50779E-09  2.79745E-07
  3.000E-04  6.85391E-12  1.06428E-06  1.11455E-07  2.56422E-12  2.68541E-13  3.50591E-09  2.79671E-07
  3.250E-04  8.04379E-12  1.06428E-06  1.11455E-07  2.77788E-12  2.90919E-13  3.50386E-09  2.79591E-07
  3.500E-04  9.32893E-12  1.06427E-06  1.11455E-07  2.99154E-12  3.13297E-13  3.50166E-09  2.79504E-07
  3.750E-04  1.07092E-11  1.06426E-06  1.11455E-07  3.20520E-12  3.35675E-13  3.49929E-09  2.79411E-07
  4.000E-04  1.21847E-11  1.06425E-06  1.11454E-07  3.41885E-12  3.58053E-13  3.49676E-09  2.79311E-07
  4.250E-04  1.37554E-11  1.06424E-06  1.11454E-07  3.63249E-12  3.80431E-13  3.49407E-09  2.79205E-07
  4.500E-04  1.54213E-11  1.06423E-06  1.11454E-07  3.84613E-12  4.02809E-13  3.49121E-09  2.79093E-07
  4.750E-04  1.71823E-11  1.06422E-06  1.11454E-07  4.05977E-12  4.25187E-13  3.48820E-09  2.78974E-07
  5.000E-04  1.90386E-11  1.06421E-06  1.11454E-07  4.27339E-12  4.47565E-13  3.48502E-09  2.78849E-07
  5.250E-04  2.09900E-11  1.06420E-06  1.11454E-07  4.48701E-12  4.69943E-13  3.48168E-09  2.78717E-07
  5.500E-04  2.30367E-11  1.06419E-06  1.11454E-07  4.70062E-12  4.92320E-13  3.47818E-09  2.78579E-07
  5.750E-04  2.51785E-11  1.06417E-06  1.11454E-07  4.91423E-12  5.14698E-13  3.47452E-09  2.78435E-07
  6.000E-04  2.74156E-11  1.06416E-06  1.11454E-07  5.12782E-12  5.37076E-13  3.47069E-09  2.78284E-07
  6.250E-04  2.97478E-11  1.06414E-06  1.11453E-07  5.34141E-12  5.59453E-13  3.46671E-09  2.78127E-07
  6.500E-04  3.21752E-11  1.06413E-06  1.11453E-07  5.55499E-12  5.81831E-13  3.46257E-09  2.77963E-07
  6.750E-04  3.46979E-11  1.06411E-06  1.11453E-07  5.76856E-12  6.04208E-13  3.45827E-09  2.77793E-07
  7.000E-04  3.73157E-11  1.06410E-06  1.11453E-07  5.98212E-12  6.26585E-13  3.45380E-09  2.77617E-07
