 #  Scattering amplitudes (in cm)      MU=(1-cos(TH))/2
 #  Z =  79,   projectile: electron
 #  Kinetic energy = 4.90000E+06 eV
 #
 # TH (deg)      MU          Re(F)        Im(F)        Re(G)        Im(G)        ERRF         ERRG 
 #-----------------------------------------------------------------------------------------------------------------
  0.000E+00  0.00000E+00  1.06243E-06  1.69001E-07  0.00000E+00  0.00000E+00  3.06267E-09  0.00000E+00
  1.000E-04  7.61557E-13  1.06243E-06  1.69001E-07  8.39593E-13  1.33562E-13  3.06200E-09  1.64004E-07
  1.250E-04  1.18994E-12  1.06243E-06  1.69001E-07  1.04949E-12  1.66953E-13  3.06163E-09  1.63994E-07
  1.500E-04  1.71346E-12  1.06243E-06  1.69001E-07  1.25939E-12  2.00343E-13  3.06117E-09  1.63982E-07
  1.750E-04  2.33225E-12  1.06243E-06  1.69001E-07  1.46928E-12  2.33734E-13  3.06063E-09  1.63968E-07
  2.000E-04  3.04617E-12  1.06242E-06  1.69001E-07  1.67917E-12  2.67124E-13  3.06001E-09  1.63951E-07
  2.250E-04  3.85530E-12  1.06242E-06  1.69001E-07  1.88907E-12  3.00515E-13  3.05930E-09  1.63932E-07
  2.500E-04  4.75964E-12  1.06242E-06  1.69001E-07  2.09896E-12  3.33905E-13  3.05851E-09  1.63911E-07
  2.750E-04  5.75917E-12  1.06242E-06  1.69001E-07  2.30885E-12  3.67296E-13  3.05763E-09  1.63888E-07
  3.000E-04  6.85391E-12  1.06241E-06  1.69001E-07  2.51873E-12  4.00686E-13  3.05668E-09  1.63863E-07
  3.250E-04  8.04379E-12  1.06241E-06  1.69001E-07  2.72862E-12  4.34076E-13  3.05564E-09  1.63835E-07
  3.500E-04  9.32893E-12  1.06240E-06  1.69001E-07  2.93850E-12  4.67467E-13  3.05451E-09  1.63805E-07
  3.750E-04  1.07092E-11  1.06240E-06  1.69000E-07  3.14838E-12  5.00857E-13  3.05331E-09  1.63773E-07
  4.000E-04  1.21847E-11  1.06240E-06  1.69000E-07  3.35826E-12  5.34247E-13  3.05202E-09  1.63739E-07
  4.250E-04  1.37554E-11  1.06239E-06  1.69000E-07  3.56813E-12  5.67637E-13  3.05065E-09  1.63703E-07
  4.500E-04  1.54213E-11  1.06239E-06  1.69000E-07  3.77800E-12  6.01027E-13  3.04919E-09  1.63664E-07
  4.750E-04  1.71823E-11  1.06238E-06  1.69000E-07  3.98787E-12  6.34417E-13  3.04766E-09  1.63624E-07
  5.000E-04  1.90386E-11  1.06237E-06  1.69000E-07  4.19774E-12  6.67807E-13  3.04604E-09  1.63581E-07
  5.250E-04  2.09900E-11  1.06237E-06  1.69000E-07  4.40760E-12  7.01197E-13  3.04433E-09  1.63535E-07
  5.500E-04  2.30367E-11  1.06236E-06  1.69000E-07  4.61745E-12  7.34587E-13  3.04255E-09  1.63488E-07
  5.750E-04  2.51785E-11  1.06235E-06  1.69000E-07  4.82731E-12  7.67977E-13  3.04068E-09  1.63439E-07
  6.000E-04  2.74156E-11  1.06235E-06  1.69000E-07  5.03716E-12  8.01367E-13  3.03873E-09  1.63387E-07
  6.250E-04  2.97478E-11  1.06234E-06  1.69000E-07  5.24700E-12  8.34757E-13  3.03670E-09  1.63333E-07
  6.500E-04  3.21752E-11  1.06233E-06  1.68999E-07  5.45684E-12  8.68146E-13  3.03458E-09  1.63277E-07
  6.750E-04  3.46979E-11  1.06232E-06  1.68999E-07  5.66668E-12  9.01536E-13  3.03239E-09  1.63218E-07
  7.000E-04  3.73157E-11  1.06232E-06  1.68999E-07  5.87651E-12  9.34926E-13  3.03011E-09  1.63158E-07
  7.250E-04  4.00286E-11  1.06231E-06  1.68999E-07  6.08633E-12  9.68315E-13  3.02775E-09  1.63095E-07
  7.500E-04  4.28368E-11  1.06230E-06  1.68999E-07  6.29615E-12  1.00170E-12  3.02531E-09  1.63030E-07
  7.750E-04  4.57402E-11  1.06229E-06  1.68999E-07  6.50597E-12  1.03509E-12  3.02278E-09  1.62963E-07
  8.000E-04  4.87388E-11  1.06228E-06  1.68999E-07  6.71578E-12  1.06848E-12  3.02017E-09  1.62894E-07
  8.250E-04  5.18325E-11  1.06227E-06  1.68998E-07  6.92558E-12  1.10187E-12  3.01749E-09  1.62823E-07
  8.500E-04  5.50215E-11  1.06226E-06  1.68998E-07  7.13538E-12  1.13526E-12  3.01472E-09  1.62749E-07
  8.750E-04  5.83057E-11  1.06225E-06  1.68998E-07  7.34517E-12  1.16865E-12  3.01187E-09  1.62673E-07
  9.000E-04  6.16850E-11  1.06224E-06  1.68998E-07  7.55495E-12  1.20204E-12  3.00894E-09  1.62595E-07
  9.250E-04  6.51595E-11  1.06223E-06  1.68998E-07  7.76473E-12  1.23543E-12  3.00592E-09  1.62515E-07
  9.500E-04  6.87293E-11  1.06221E-06  1.68998E-07  7.97451E-12  1.26882E-12  3.00283E-09  1.62433E-07
  9.750E-04  7.23943E-11  1.06220E-06  1.68997E-07  8.18427E-12  1.30220E-12  2.99965E-09  1.62349E-07
  1.000E-03  7.61544E-11  1.06219E-06  1.68997E-07  8.39403E-12  1.33559E-12  2.99640E-09  1.62262E-07
  1.250E-03  1.18991E-10  1.06205E-06  1.68995E-07  1.04912E-11  1.66947E-12  2.95943E-09  1.61278E-07
  1.500E-03  1.71347E-10  1.06189E-06  1.68993E-07  1.25874E-11  2.00333E-12  2.91455E-09  1.60080E-07
  1.750E-03  2.33223E-10  1.06169E-06  1.68990E-07  1.46826E-11  2.33718E-12  2.86193E-09  1.58672E-07
  2.000E-03  3.04617E-10  1.06146E-06  1.68986E-07  1.67765E-11  2.67101E-12  2.80179E-09  1.57057E-07
  2.250E-03  3.85531E-10  1.06120E-06  1.68982E-07  1.88690E-11  3.00481E-12  2.73436E-09  1.55240E-07
  2.500E-03  4.75965E-10  1.06092E-06  1.68978E-07  2.09599E-11  3.33859E-12  2.65991E-09  1.53225E-07
  2.750E-03  5.75917E-10  1.06060E-06  1.68973E-07  2.30490E-11  3.67235E-12  2.57874E-09  1.51018E-07
  3.000E-03  6.85389E-10  1.06025E-06  1.68967E-07  2.51361E-11  4.00607E-12  2.49117E-09  1.48624E-07
  3.250E-03  8.04380E-10  1.05987E-06  1.68961E-07  2.72210E-11  4.33976E-12  2.39754E-09  1.46050E-07
  3.500E-03  9.32891E-10  1.05946E-06  1.68955E-07  2.93037E-11  4.67341E-12  2.29823E-09  1.43302E-07
  3.750E-03  1.07092E-09  1.05903E-06  1.68948E-07  3.13838E-11  5.00702E-12  2.19363E-09  1.40387E-07
  4.000E-03  1.21847E-09  1.05856E-06  1.68941E-07  3.34613E-11  5.34060E-12  2.08416E-09  1.37313E-07
  4.250E-03  1.37554E-09  1.05806E-06  1.68933E-07  3.55360E-11  5.67412E-12  1.97023E-09  1.34088E-07
  4.500E-03  1.54213E-09  1.05754E-06  1.68925E-07  3.76076E-11  6.00761E-12  1.85230E-09  1.30720E-07
  4.750E-03  1.71823E-09  1.05698E-06  1.68917E-07  3.96761E-11  6.34104E-12  1.73083E-09  1.27217E-07
  5.000E-03  1.90386E-09  1.05640E-06  1.68907E-07  4.17412E-11  6.67442E-12  1.60629E-09  1.23589E-07
  5.250E-03  2.09900E-09  1.05578E-06  1.68898E-07  4.38028E-11  7.00774E-12  1.47917E-09  1.19844E-07
  5.500E-03  2.30367E-09  1.05514E-06  1.68888E-07  4.58607E-11  7.34100E-12  1.34996E-09  1.15993E-07
  5.750E-03  2.51785E-09  1.05447E-06  1.68877E-07  4.79148E-11  7.67421E-12  1.21917E-09  1.12044E-07
  6.000E-03  2.74156E-09  1.05377E-06  1.68866E-07  4.99649E-11  8.00735E-12  1.08728E-09  1.08008E-07
  6.250E-03  2.97478E-09  1.05304E-06  1.68855E-07  5.20107E-11  8.34042E-12  9.54822E-10  1.03894E-07
  6.500E-03  3.21752E-09  1.05228E-06  1.68843E-07  5.40523E-11  8.67343E-12  8.22285E-10  9.97129E-08
  6.750E-03  3.46978E-09  1.05150E-06  1.68831E-07  5.60894E-11  9.00636E-12  6.90176E-10  9.54746E-08
  7.000E-03  3.73156E-09  1.05069E-06  1.68818E-07  5.81218E-11  9.33922E-12  5.58994E-10  9.11895E-08
  7.250E-03  4.00286E-09  1.04985E-06  1.68805E-07  6.01494E-11  9.67201E-12  4.29233E-10  8.68679E-08
  7.500E-03  4.28368E-09  1.04898E-06  1.68791E-07  6.21721E-11  1.00047E-11  3.01374E-10  8.25200E-08
  7.750E-03  4.57402E-09  1.04808E-06  1.68777E-07  6.41896E-11  1.03373E-11  1.75890E-10  7.81562E-08
  8.000E-03  4.87388E-09  1.04716E-06  1.68762E-07  6.62019E-11  1.06699E-11  5.32425E-11  7.37866E-08
  8.250E-03  5.18326E-09  1.04621E-06  1.68747E-07  6.82088E-11  1.10023E-11  6.61237E-11  6.94215E-08
  8.500E-03  5.50215E-09  1.04523E-06  1.68731E-07  7.02101E-11  1.13347E-11  1.81781E-10  6.50708E-08
  8.750E-03  5.83057E-09  1.04423E-06  1.68715E-07  7.22057E-11  1.16669E-11  2.93318E-10  6.07444E-08
  9.000E-03  6.16850E-09  1.04320E-06  1.68699E-07  7.41955E-11  1.19991E-11  4.00343E-10  5.64520E-08
  9.250E-03  6.51596E-09  1.04214E-06  1.68682E-07  7.61793E-11  1.23312E-11  5.02489E-10  5.22031E-08
  9.500E-03  6.87293E-09  1.04106E-06  1.68664E-07  7.81570E-11  1.26631E-11  5.99411E-10  4.80068E-08
  9.750E-03  7.23942E-09  1.03995E-06  1.68646E-07  8.01284E-11  1.29950E-11  6.90786E-10  4.38721E-08
  1.000E-02  7.61544E-09  1.03882E-06  1.68628E-07  8.20934E-11  1.33267E-11  7.76320E-10  3.98078E-08
  1.250E-02  1.18991E-08  1.02614E-06  1.68419E-07  1.01364E-10  1.66378E-11  1.26600E-09  4.69058E-09
  1.500E-02  1.71347E-08  1.01119E-06  1.68165E-07  1.19865E-10  1.99353E-11  1.06802E-09  1.67637E-08
  1.750E-02  2.33223E-08  9.94245E-07  1.67867E-07  1.37499E-10  2.32166E-11  3.72921E-10  2.31161E-08
  2.000E-02  3.04617E-08  9.75604E-07  1.67525E-07  1.54196E-10  2.64792E-11  4.35464E-10  1.74255E-08
  2.250E-02  3.85531E-08  9.55559E-07  1.67141E-07  1.69906E-10  2.97207E-11  9.58508E-10  5.66549E-09
  2.500E-02  4.75965E-08  9.34396E-07  1.66714E-07  1.84603E-10  3.29388E-11  9.62224E-10  5.66500E-09
  2.750E-02  5.75917E-08  9.12383E-07  1.66248E-07  1.98280E-10  3.61312E-11  4.76132E-10  1.18319E-08
  3.000E-02  6.85389E-08  8.89768E-07  1.65741E-07  2.10944E-10  3.92959E-11  2.32986E-10  1.12374E-08
  3.250E-02  8.04380E-08  8.66770E-07  1.65197E-07  2.22616E-10  4.24307E-11  7.98718E-10  5.45010E-09
  3.500E-02  9.32891E-08  8.43584E-07  1.64616E-07  2.33327E-10  4.55338E-11  9.37462E-10  1.98361E-09
  3.750E-02  1.07092E-07  8.20376E-07  1.63999E-07  2.43116E-10  4.86034E-11  5.87311E-10  7.35442E-09
  4.000E-02  1.21847E-07  7.97286E-07  1.63348E-07  2.52025E-10  5.16379E-11  6.43339E-11  8.42984E-09
  4.250E-02  1.37554E-07  7.74428E-07  1.62664E-07  2.60099E-10  5.46357E-11  6.77898E-10  5.25502E-09
  4.500E-02  1.54213E-07  7.51898E-07  1.61949E-07  2.67387E-10  5.75953E-11  9.35210E-10  1.42644E-10
  4.750E-02  1.71823E-07  7.29769E-07  1.61205E-07  2.73935E-10  6.05156E-11  7.02385E-10  4.90890E-09
  5.000E-02  1.90386E-07  7.08099E-07  1.60432E-07  2.79790E-10  6.33952E-11  9.92687E-11  6.78207E-09
  5.250E-02  2.09900E-07  6.86931E-07  1.59632E-07  2.84998E-10  6.62332E-11  5.60938E-10  5.10760E-09
  5.500E-02  2.30367E-07  6.66296E-07  1.58807E-07  2.89600E-10  6.90286E-11  9.32459E-10  1.01155E-09
  5.750E-02  2.51785E-07  6.46216E-07  1.57958E-07  2.93640E-10  7.17805E-11  8.16581E-10  3.28510E-09
  6.000E-02  2.74156E-07  6.26704E-07  1.57087E-07  2.97155E-10  7.44883E-11  2.67416E-10  5.62654E-09
  6.250E-02  2.97478E-07  6.07766E-07  1.56195E-07  3.00183E-10  7.71512E-11  4.32459E-10  4.97185E-09
  6.500E-02  3.21752E-07  5.89404E-07  1.55283E-07  3.02758E-10  7.97688E-11  9.16248E-10  1.83573E-09
  6.750E-02  3.46978E-07  5.71615E-07  1.54352E-07  3.04914E-10  8.23406E-11  9.24115E-10  2.05856E-09
  7.000E-02  3.73156E-07  5.54391E-07  1.53405E-07  3.06679E-10  8.48662E-11  4.42124E-10  4.70227E-09
  7.250E-02  4.00286E-07  5.37726E-07  1.52442E-07  3.08084E-10  8.73455E-11  2.85136E-10  4.81819E-09
  7.500E-02  4.28368E-07  5.21606E-07  1.51465E-07  3.09153E-10  8.97782E-11  8.77849E-10  2.46513E-09
  7.750E-02  4.57402E-07  5.06021E-07  1.50474E-07  3.09913E-10  9.21641E-11  1.01853E-09  1.05161E-09
  8.000E-02  4.87388E-07  4.90957E-07  1.49472E-07  3.10387E-10  9.45034E-11  6.21502E-10  3.89055E-09
  8.250E-02  5.18325E-07  4.76400E-07  1.48459E-07  3.10596E-10  9.67960E-11  1.15972E-10  4.62621E-09
  8.500E-02  5.50215E-07  4.62334E-07  1.47436E-07  3.10560E-10  9.90419E-11  8.10941E-10  2.95643E-09
  8.750E-02  5.83057E-07  4.48747E-07  1.46404E-07  3.10298E-10  1.01241E-10  1.09300E-09  1.82589E-10
  9.000E-02  6.16850E-07  4.35621E-07  1.45364E-07  3.09829E-10  1.03395E-10  8.01183E-10  3.13284E-09
  9.250E-02  6.51596E-07  4.22943E-07  1.44318E-07  3.09168E-10  1.05502E-10  7.50763E-11  4.38230E-09
  9.500E-02  6.87293E-07  4.10698E-07  1.43266E-07  3.08331E-10  1.07564E-10  7.11043E-10  3.33382E-09
  9.750E-02  7.23942E-07  3.98870E-07  1.42209E-07  3.07332E-10  1.09580E-10  1.14061E-09  5.86763E-10
  1.000E-01  7.61543E-07  3.87447E-07  1.41148E-07  3.06184E-10  1.11551E-10  9.75037E-10  2.40011E-09
  1.250E-01  1.18991E-06  2.92504E-07  1.30475E-07  2.88944E-10  1.28896E-10  1.95947E-10  3.84683E-09
  1.500E-01  1.71347E-06  2.24821E-07  1.20067E-07  2.66502E-10  1.42338E-10  1.47952E-09  1.04206E-09
  1.750E-01  2.33223E-06  1.75867E-07  1.10259E-07  2.43218E-10  1.52496E-10  1.17993E-09  2.71320E-09
  2.000E-01  3.04617E-06  1.39796E-07  1.01196E-07  2.20952E-10  1.59957E-10  7.58697E-10  3.28655E-09
  2.250E-01  3.85531E-06  1.12640E-07  9.29115E-08  2.00285E-10  1.65221E-10  2.20089E-09  1.40428E-10
  2.500E-01  4.75964E-06  9.17248E-08  8.53776E-08  1.81218E-10  1.68694E-10  1.14313E-09  3.11875E-09
  2.750E-01  5.75916E-06  7.52581E-08  7.85386E-08  1.63553E-10  1.70700E-10  1.59948E-09  2.80276E-09
  3.000E-01  6.85388E-06  6.20375E-08  7.23294E-08  1.47078E-10  1.71497E-10  2.86493E-09  7.18469E-10
  3.250E-01  8.04378E-06  5.12513E-08  6.66864E-08  1.31631E-10  1.71295E-10  7.61070E-10  3.43790E-09
  3.500E-01  9.32888E-06  4.23433E-08  6.15510E-08  1.17117E-10  1.70267E-10  2.67704E-09  2.23319E-09
  3.750E-01  1.07092E-05  3.49226E-08  5.68717E-08  1.03491E-10  1.68562E-10  3.36544E-09  1.56800E-09
  4.000E-01  1.21846E-05  2.87056E-08  5.26034E-08  9.07370E-11  1.66306E-10  2.13506E-11  3.63274E-09
  4.250E-01  1.37553E-05  2.34790E-08  4.87067E-08  7.88534E-11  1.63612E-10  3.92028E-09  1.53800E-09
  4.500E-01  1.54212E-05  1.90769E-08  4.51468E-08  6.78363E-11  1.60576E-10  3.56537E-09  2.39031E-09
  4.750E-01  1.71822E-05  1.53659E-08  4.18928E-08  5.76741E-11  1.57282E-10  1.23609E-09  3.64534E-09
  5.000E-01  1.90385E-05  1.22366E-08  3.89170E-08  4.83441E-11  1.53800E-10  5.18771E-09  7.03610E-10
  5.250E-01  2.09899E-05  9.59775E-09  3.61939E-08  3.98124E-11  1.50192E-10  3.31062E-09  3.12821E-09
  5.500E-01  2.30365E-05  7.37252E-09  3.37006E-08  3.20358E-11  1.46506E-10  2.84809E-09  3.42636E-09
  5.750E-01  2.51783E-05  5.49593E-09  3.14160E-08  2.49640E-11  1.42783E-10  6.28594E-09  2.40694E-10
  6.000E-01  2.74153E-05  3.91297E-09  2.93207E-08  1.85431E-11  1.39055E-10  2.48823E-09  3.71330E-09
  6.250E-01  2.97475E-05  2.57712E-09  2.73971E-08  1.27171E-11  1.35347E-10  4.74610E-09  2.96145E-09
  6.500E-01  3.21749E-05  1.44909E-09  2.56292E-08  7.43084E-12  1.31679E-10  7.01463E-09  1.23584E-09
  6.750E-01  3.46974E-05  4.95823E-10  2.40022E-08  2.63112E-12  1.28064E-10  1.05448E-09  4.08953E-09
  7.000E-01  3.73152E-05 -3.10426E-10  2.25029E-08 -1.73202E-12  1.24512E-10  6.76254E-09  2.26814E-09
  7.250E-01  4.00281E-05 -9.92903E-10  2.11192E-08 -5.70458E-12  1.21030E-10  7.19595E-09  2.21265E-09
  7.500E-01  4.28362E-05 -1.57103E-09  1.98403E-08 -9.32830E-12  1.17623E-10  9.64010E-10  4.21949E-09
  7.750E-01  4.57395E-05 -2.06100E-09  1.86565E-08 -1.26406E-11  1.14292E-10  8.69387E-09  1.38459E-09
  8.000E-01  4.87380E-05 -2.47632E-09  1.75590E-08 -1.56744E-11  1.11040E-10  6.68897E-09  3.10242E-09
  8.250E-01  5.18317E-05 -2.82824E-09  1.65399E-08 -1.84590E-11  1.07865E-10  3.47448E-09  4.08334E-09
  8.500E-01  5.50205E-05 -3.12612E-09  1.55923E-08 -2.10197E-11  1.04767E-10  1.03162E-08  3.62416E-10
  8.750E-01  5.83045E-05 -3.37778E-09  1.47097E-08 -2.33785E-11  1.01744E-10  5.40164E-09  3.84118E-09
  9.000E-01  6.16838E-05 -3.58977E-09  1.38867E-08 -2.55545E-11  9.87963E-11  6.32133E-09  3.67795E-09
  9.250E-01  6.51582E-05 -3.76755E-09  1.31180E-08 -2.75642E-11  9.59209E-11  1.14018E-08  7.36709E-10
  9.500E-01  6.87277E-05 -3.91572E-09  1.23993E-08 -2.94219E-11  9.31165E-11  3.30381E-09  4.37273E-09
  9.750E-01  7.23925E-05 -4.03818E-09  1.17264E-08 -3.11399E-11  9.03814E-11  9.29218E-09  3.01733E-09
  1.000E+00  7.61524E-05 -4.13822E-09  1.10958E-08 -3.27291E-11  8.77138E-11  9.92461E-13  8.52684E-14
  1.100E+00  9.21439E-05 -4.36458E-09  8.93412E-09 -3.79705E-11  7.76901E-11  2.35239E-13  1.65776E-12
  1.200E+00  1.09658E-04 -4.39830E-09  7.23529E-09 -4.17425E-11  6.86385E-11  5.19759E-13  5.11957E-13
  1.300E+00  1.28695E-04 -4.31448E-09  5.88541E-09 -4.43600E-11  6.04865E-11  3.52530E-13  7.25260E-13
  1.400E+00  1.49255E-04 -4.16002E-09  4.80359E-09 -4.60631E-11  5.31666E-11  2.06183E-13  5.48004E-13
  1.500E+00  1.71338E-04 -3.96549E-09  3.93042E-09 -4.70469E-11  4.66099E-11  3.23247E-13  2.34804E-13
  1.600E+00  1.94942E-04 -3.75110E-09  3.22116E-09 -4.74719E-11  4.07457E-11  1.37911E-14  4.23910E-13
  1.700E+00  2.20070E-04 -3.53011E-09  2.64162E-09 -4.74692E-11  3.55030E-11  2.37461E-13  7.59914E-15
  1.800E+00  2.46720E-04 -3.31099E-09  2.16534E-09 -4.71434E-11  3.08133E-11  8.81213E-14  2.74485E-13
  1.900E+00  2.74892E-04 -3.09891E-09  1.77176E-09 -4.65770E-11  2.66125E-11  1.40335E-13  1.09268E-13
  2.000E+00  3.04586E-04 -2.89686E-09  1.44481E-09 -4.58337E-11  2.28426E-11  1.25463E-13  1.46238E-13
  2.100E+00  3.35803E-04 -2.70634E-09  1.17185E-09 -4.49621E-11  1.94522E-11  5.49661E-14  1.33330E-13
  2.200E+00  3.68542E-04 -2.52789E-09  9.42946E-10 -4.39993E-11  1.63962E-11  1.20022E-13  5.15357E-14
  2.300E+00  4.02802E-04 -2.36150E-09  7.50189E-10 -4.29733E-11  1.36354E-11  8.36207E-15  1.15847E-13
  2.400E+00  4.38585E-04 -2.20676E-09  5.87287E-10 -4.19052E-11  1.11363E-11  9.26353E-14  8.08756E-15
  2.500E+00  4.75889E-04 -2.06308E-09  4.49186E-10 -4.08111E-11  8.86970E-12  4.65761E-14  8.36545E-14
  2.600E+00  5.14715E-04 -1.92980E-09  3.31808E-10 -3.97032E-11  6.81065E-12  5.41369E-14  3.94441E-14
  2.700E+00  5.55063E-04 -1.80618E-09  2.31835E-10 -3.85909E-11  4.93749E-12  6.15423E-14  4.73408E-14
  2.800E+00  5.96931E-04 -1.69153E-09  1.46552E-10 -3.74815E-11  3.23142E-12  1.77117E-14  4.93846E-14
  2.900E+00  6.40321E-04 -1.58515E-09  7.37236E-11 -3.63803E-11  1.67603E-12  5.87730E-14  1.58988E-14
  3.000E+00  6.85233E-04 -1.48640E-09  1.14972E-11 -3.52918E-11  2.56927E-13  1.08373E-14  4.51222E-14
  3.100E+00  7.31665E-04 -1.39468E-09 -4.16719E-11 -3.42193E-11 -1.03860E-12  4.38809E-14  6.19975E-15
  3.200E+00  7.79618E-04 -1.30942E-09 -8.70780E-11 -3.31653E-11 -2.22181E-12  2.86245E-14  3.38642E-14
  3.300E+00  8.29092E-04 -1.23012E-09 -1.25812E-10 -3.21317E-11 -3.30272E-12  2.47190E-14  1.88836E-14
  3.400E+00  8.80086E-04 -1.15630E-09 -1.58795E-10 -3.11201E-11 -4.29032E-12  3.53271E-14  1.94602E-14
  3.500E+00  9.32601E-04 -1.08753E-09 -1.86813E-10 -3.01315E-11 -5.19267E-12  4.81633E-15  2.33129E-14
  3.600E+00  9.86636E-04 -1.02342E-09 -2.10534E-10 -2.91667E-11 -6.01701E-12  3.22253E-14  5.76432E-15
  3.700E+00  1.04219E-03 -9.63611E-10 -2.30532E-10 -2.82261E-11 -6.76990E-12  1.00221E-14  2.20764E-14
  3.800E+00  1.09927E-03 -9.07765E-10 -2.47296E-10 -2.73100E-11 -7.45730E-12  2.39017E-14  4.20612E-15
  3.900E+00  1.15786E-03 -8.55582E-10 -2.61253E-10 -2.64186E-11 -8.08459E-12  1.95046E-14  1.60760E-14
  4.000E+00  1.21797E-03 -8.06787E-10 -2.72766E-10 -2.55517E-11 -8.65667E-12  1.16413E-14  1.06202E-14
  4.100E+00  1.27961E-03 -7.61127E-10 -2.82153E-10 -2.47093E-11 -9.17802E-12  2.20255E-14  9.28160E-15
  4.200E+00  1.34276E-03 -7.18368E-10 -2.89688E-10 -2.38909E-11 -9.65269E-12  4.01188E-16  1.28071E-14
  4.300E+00  1.40743E-03 -6.78298E-10 -2.95610E-10 -2.30963E-11 -1.00844E-11  1.96871E-14  2.31416E-15
  4.400E+00  1.47362E-03 -6.40722E-10 -3.00126E-10 -2.23251E-11 -1.04766E-11  8.56960E-15  1.14378E-14
  4.500E+00  1.54133E-03 -6.05460E-10 -3.03417E-10 -2.15767E-11 -1.08323E-11  1.37555E-14  3.06568E-15
  4.600E+00  1.61056E-03 -5.72347E-10 -3.05643E-10 -2.08507E-11 -1.11544E-11  1.31496E-14  8.60776E-15
  4.700E+00  1.68131E-03 -5.41232E-10 -3.06940E-10 -2.01466E-11 -1.14456E-11  5.73395E-15  5.95777E-15
  4.800E+00  1.75357E-03 -5.11974E-10 -3.07430E-10 -1.94637E-11 -1.17081E-11  1.43401E-14  4.36315E-15
  4.900E+00  1.82735E-03 -4.84445E-10 -3.07218E-10 -1.88015E-11 -1.19442E-11  1.60874E-15  7.88200E-15
  5.000E+00  1.90265E-03 -4.58527E-10 -3.06399E-10 -1.81594E-11 -1.21559E-11  1.17873E-14  6.17290E-16
  5.100E+00  1.97947E-03 -4.34110E-10 -3.05053E-10 -1.75368E-11 -1.23451E-11  6.87240E-15  6.81609E-15
  5.200E+00  2.05780E-03 -4.11094E-10 -3.03252E-10 -1.69332E-11 -1.25134E-11  7.89983E-15  2.27820E-15
  5.300E+00  2.13765E-03 -3.89384E-10 -3.01060E-10 -1.63479E-11 -1.26625E-11  9.46636E-15  4.79253E-15
  5.400E+00  2.21902E-03 -3.68896E-10 -2.98531E-10 -1.57804E-11 -1.27937E-11  2.39773E-15  3.95333E-15
