 #  Spin polarization functions (in cm)      MU=(1-cos(TH))/2
 #  Z =  79,   projectile: electron
 #  Kinetic energy = 5.90000E+06 eV
 #
 # TH (deg)      MU            U            S            T      1-U^2-T^2-S^2
 #------------------------------------------------------------------------------
  0.000E+00  0.00000E+00  0.00000E+00  0.00000E+00  1.00000E+00  0.00000E+00
  1.000E-04  7.61557E-13  1.60622E-06  1.06551E-11  1.00000E+00 -2.22045E-16
  1.250E-04  1.18994E-12  2.00778E-06  1.33189E-11  1.00000E+00 -2.22045E-16
  1.500E-04  1.71346E-12  2.40933E-06  1.59826E-11  1.00000E+00  0.00000E+00
  1.750E-04  2.33225E-12  2.81089E-06  1.86465E-11  1.00000E+00 -2.22045E-16
  2.000E-04  3.04617E-12  3.21244E-06  2.13103E-11  1.00000E+00 -2.22045E-16
  2.250E-04  3.85530E-12  3.61400E-06  2.39741E-11  1.00000E+00  1.11022E-16
  2.500E-04  4.75964E-12  4.01555E-06  2.66380E-11  1.00000E+00  0.00000E+00
  2.750E-04  5.75917E-12  4.41711E-06  2.93019E-11  1.00000E+00 -2.22045E-16
  3.000E-04  6.85391E-12  4.81867E-06  3.19658E-11  1.00000E+00  1.11022E-16
  3.250E-04  8.04379E-12  5.22022E-06  3.46298E-11  1.00000E+00  0.00000E+00
  3.500E-04  9.32893E-12  5.62178E-06  3.72938E-11  1.00000E+00  0.00000E+00
  3.750E-04  1.07092E-11  6.02333E-06  3.99578E-11  1.00000E+00 -2.22045E-16
  4.000E-04  1.21847E-11  6.42489E-06  4.26219E-11  1.00000E+00  0.00000E+00
  4.250E-04  1.37554E-11  6.82644E-06  4.52860E-11  1.00000E+00  0.00000E+00
  4.500E-04  1.54213E-11  7.22800E-06  4.79501E-11  1.00000E+00 -2.22045E-16
  4.750E-04  1.71823E-11  7.62955E-06  5.06143E-11  1.00000E+00  2.22045E-16
  5.000E-04  1.90386E-11  8.03111E-06  5.32786E-11  1.00000E+00  0.00000E+00
  5.250E-04  2.09900E-11  8.43267E-06  5.59428E-11  1.00000E+00  0.00000E+00
  5.500E-04  2.30367E-11  8.83422E-06  5.86072E-11  1.00000E+00  3.33067E-16
  5.750E-04  2.51785E-11  9.23578E-06  6.12716E-11  1.00000E+00  0.00000E+00
  6.000E-04  2.74156E-11  9.63733E-06  6.39360E-11  1.00000E+00  2.22045E-16
  6.250E-04  2.97478E-11  1.00389E-05  6.66006E-11  1.00000E+00  1.11022E-16
  6.500E-04  3.21752E-11  1.04404E-05  6.92651E-11  1.00000E+00  2.22045E-16
  6.750E-04  3.46979E-11  1.08420E-05  7.19298E-11  1.00000E+00  0.00000E+00
  7.000E-04  3.73157E-11  1.12436E-05  7.45945E-11  1.00000E+00 -2.22045E-16
  7.250E-04  4.00286E-11  1.16451E-05  7.72593E-11  1.00000E+00 -2.22045E-16
  7.500E-04  4.28368E-11  1.20467E-05  7.99242E-11  1.00000E+00  0.00000E+00
  7.750E-04  4.57402E-11  1.24482E-05  8.25891E-11  1.00000E+00  3.33067E-16
  8.000E-04  4.87388E-11  1.28498E-05  8.52541E-11  1.00000E+00 -2.22045E-16
  8.250E-04  5.18325E-11  1.32513E-05  8.79192E-11  1.00000E+00  2.22045E-16
  8.500E-04  5.50215E-11  1.36529E-05  9.05843E-11  1.00000E+00 -2.22045E-16
  8.750E-04  5.83057E-11  1.40544E-05  9.32496E-11  1.00000E+00  0.00000E+00
  9.000E-04  6.16850E-11  1.44560E-05  9.59150E-11  1.00000E+00  3.33067E-16
  9.250E-04  6.51595E-11  1.48576E-05  9.85804E-11  1.00000E+00  1.11022E-16
  9.500E-04  6.87293E-11  1.52591E-05  1.01246E-10  1.00000E+00 -2.22045E-16
  9.750E-04  7.23943E-11  1.56607E-05  1.03912E-10  1.00000E+00 -2.22045E-16
  1.000E-03  7.61544E-11  1.60622E-05  1.06577E-10  1.00000E+00  1.11022E-16
  1.250E-03  1.18991E-10  2.00778E-05  1.33241E-10  1.00000E+00  1.11022E-16
  1.500E-03  1.71347E-10  2.40933E-05  1.59916E-10  1.00000E+00  0.00000E+00
  1.750E-03  2.33223E-10  2.81089E-05  1.86607E-10  1.00000E+00  1.11022E-16
  2.000E-03  3.04617E-10  3.21244E-05  2.13316E-10  1.00000E+00 -2.22045E-16
  2.250E-03  3.85531E-10  3.61400E-05  2.40045E-10  1.00000E+00  2.22045E-16
  2.500E-03  4.75965E-10  4.01555E-05  2.66796E-10  1.00000E+00  0.00000E+00
  2.750E-03  5.75917E-10  4.41711E-05  2.93573E-10  1.00000E+00  1.11022E-16
  3.000E-03  6.85389E-10  4.81867E-05  3.20378E-10  1.00000E+00 -2.22045E-16
  3.250E-03  8.04380E-10  5.22022E-05  3.47212E-10  1.00000E+00  2.22045E-16
  3.500E-03  9.32891E-10  5.62178E-05  3.74080E-10  1.00000E+00  0.00000E+00
  3.750E-03  1.07092E-09  6.02333E-05  4.00983E-10  1.00000E+00  1.11022E-16
  4.000E-03  1.21847E-09  6.42489E-05  4.27923E-10  1.00000E+00  0.00000E+00
  4.250E-03  1.37554E-09  6.82644E-05  4.54904E-10  1.00000E+00  2.22045E-16
  4.500E-03  1.54213E-09  7.22800E-05  4.81928E-10  1.00000E+00 -2.22045E-16
  4.750E-03  1.71823E-09  7.62955E-05  5.08997E-10  1.00000E+00  2.22045E-16
