 #  Scattering amplitudes (in cm)      MU=(1-cos(TH))/2
 #  Z =  79,   projectile: electron
 #  Kinetic energy = 2.90000E+06 eV
 #
 # TH (deg)      MU          Re(F)        Im(F)        Re(G)        Im(G)        ERRF         ERRG 
 #-----------------------------------------------------------------------------------------------------------------
  0.000E+00  0.00000E+00  6.69366E-07  1.07171E-07  0.00000E+00  0.00000E+00  1.27941E-08  0.00000E+00
  1.000E-04  7.61557E-13  6.69365E-07  1.07171E-07  4.96628E-13  7.95269E-14  1.27931E-08  1.17039E-07
  1.250E-04  1.18994E-12  6.69365E-07  1.07171E-07  6.20785E-13  9.94087E-14  1.27925E-08  1.17036E-07
  1.500E-04  1.71346E-12  6.69365E-07  1.07171E-07  7.44942E-13  1.19290E-13  1.27917E-08  1.17033E-07
  1.750E-04  2.33225E-12  6.69364E-07  1.07171E-07  8.69098E-13  1.39172E-13  1.27909E-08  1.17029E-07
  2.000E-04  3.04617E-12  6.69364E-07  1.07171E-07  9.93254E-13  1.59054E-13  1.27899E-08  1.17025E-07
  2.250E-04  3.85530E-12  6.69363E-07  1.07170E-07  1.11741E-12  1.78936E-13  1.27888E-08  1.17020E-07
  2.500E-04  4.75964E-12  6.69362E-07  1.07170E-07  1.24157E-12  1.98817E-13  1.27875E-08  1.17014E-07
  2.750E-04  5.75917E-12  6.69362E-07  1.07170E-07  1.36572E-12  2.18699E-13  1.27861E-08  1.17008E-07
  3.000E-04  6.85391E-12  6.69361E-07  1.07170E-07  1.48987E-12  2.38581E-13  1.27846E-08  1.17001E-07
  3.250E-04  8.04379E-12  6.69360E-07  1.07170E-07  1.61403E-12  2.58462E-13  1.27829E-08  1.16993E-07
  3.500E-04  9.32893E-12  6.69359E-07  1.07170E-07  1.73818E-12  2.78344E-13  1.27811E-08  1.16985E-07
  3.750E-04  1.07092E-11  6.69358E-07  1.07170E-07  1.86233E-12  2.98226E-13  1.27792E-08  1.16976E-07
  4.000E-04  1.21847E-11  6.69356E-07  1.07170E-07  1.98649E-12  3.18107E-13  1.27772E-08  1.16967E-07
  4.250E-04  1.37554E-11  6.69355E-07  1.07170E-07  2.11064E-12  3.37989E-13  1.27750E-08  1.16957E-07
  4.500E-04  1.54213E-11  6.69354E-07  1.07170E-07  2.23479E-12  3.57871E-13  1.27727E-08  1.16947E-07
  4.750E-04  1.71823E-11  6.69353E-07  1.07170E-07  2.35894E-12  3.77752E-13  1.27702E-08  1.16936E-07
  5.000E-04  1.90386E-11  6.69351E-07  1.07170E-07  2.48309E-12  3.97634E-13  1.27676E-08  1.16924E-07
  5.250E-04  2.09900E-11  6.69350E-07  1.07170E-07  2.60724E-12  4.17515E-13  1.27649E-08  1.16912E-07
  5.500E-04  2.30367E-11  6.69348E-07  1.07170E-07  2.73138E-12  4.37397E-13  1.27621E-08  1.16899E-07
  5.750E-04  2.51785E-11  6.69346E-07  1.07170E-07  2.85553E-12  4.57279E-13  1.27591E-08  1.16885E-07
  6.000E-04  2.74156E-11  6.69344E-07  1.07170E-07  2.97968E-12  4.77160E-13  1.27560E-08  1.16871E-07
  6.250E-04  2.97478E-11  6.69343E-07  1.07170E-07  3.10382E-12  4.97042E-13  1.27527E-08  1.16856E-07
  6.500E-04  3.21752E-11  6.69341E-07  1.07170E-07  3.22797E-12  5.16923E-13  1.27494E-08  1.16841E-07
  6.750E-04  3.46979E-11  6.69339E-07  1.07170E-07  3.35211E-12  5.36805E-13  1.27459E-08  1.16825E-07
  7.000E-04  3.73157E-11  6.69337E-07  1.07170E-07  3.47625E-12  5.56686E-13  1.27422E-08  1.16809E-07
  7.250E-04  4.00286E-11  6.69334E-07  1.07170E-07  3.60039E-12  5.76568E-13  1.27384E-08  1.16792E-07
  7.500E-04  4.28368E-11  6.69332E-07  1.07170E-07  3.72453E-12  5.96449E-13  1.27345E-08  1.16774E-07
  7.750E-04  4.57402E-11  6.69330E-07  1.07170E-07  3.84867E-12  6.16331E-13  1.27305E-08  1.16756E-07
  8.000E-04  4.87388E-11  6.69328E-07  1.07170E-07  3.97280E-12  6.36212E-13  1.27263E-08  1.16737E-07
  8.250E-04  5.18325E-11  6.69325E-07  1.07170E-07  4.09694E-12  6.56093E-13  1.27220E-08  1.16717E-07
  8.500E-04  5.50215E-11  6.69323E-07  1.07170E-07  4.22107E-12  6.75975E-13  1.27176E-08  1.16697E-07
  8.750E-04  5.83057E-11  6.69320E-07  1.07170E-07  4.34520E-12  6.95856E-13  1.27131E-08  1.16677E-07
  9.000E-04  6.16850E-11  6.69317E-07  1.07170E-07  4.46933E-12  7.15737E-13  1.27084E-08  1.16655E-07
  9.250E-04  6.51595E-11  6.69315E-07  1.07170E-07  4.59346E-12  7.35619E-13  1.27035E-08  1.16634E-07
  9.500E-04  6.87293E-11  6.69312E-07  1.07170E-07  4.71759E-12  7.55500E-13  1.26986E-08  1.16611E-07
  9.750E-04  7.23943E-11  6.69309E-07  1.07170E-07  4.84172E-12  7.75381E-13  1.26935E-08  1.16588E-07
  1.000E-03  7.61544E-11  6.69306E-07  1.07170E-07  4.96584E-12  7.95263E-13  1.26883E-08  1.16564E-07
  1.250E-03  1.18991E-10  6.69272E-07  1.07169E-07  6.20699E-12  9.94073E-13  1.26289E-08  1.16295E-07
  1.500E-03  1.71347E-10  6.69231E-07  1.07168E-07  7.44793E-12  1.19288E-12  1.25566E-08  1.15967E-07
  1.750E-03  2.33223E-10  6.69182E-07  1.07168E-07  8.68862E-12  1.39168E-12  1.24713E-08  1.15580E-07
  2.000E-03  3.04617E-10  6.69126E-07  1.07167E-07  9.92901E-12  1.59048E-12  1.23733E-08  1.15134E-07
  2.250E-03  3.85531E-10  6.69062E-07  1.07166E-07  1.11691E-11  1.78928E-12  1.22627E-08  1.14630E-07
