 #
 # Projectile: electron
 # Kinetic energy = 2.90000E+06 eV = 1.06573E+05 a.u.
 #
 # Element: Au,  Z =  79,  atomic weight = 1.96967E+02 g/mol
 #
 # Nuclear model: Fermi distribution
 #
 # Number of electrons = 79
 #
 # Electron density: Read from file z_079.den   
 #                   Number of data points =  777
 #                   Volume integral = 7.90000E+01
 #
 # Furness-McCarthy exchange potential
 #
 # Total elastic cross section = 7.86959E-18 cm**2 = 2.81028E-01 a0**2
 # 1st transport cross section = 8.65794E-22 cm**2 = 3.09181E-05 a0**2
 # 2nd transport cross section = 2.29511E-21 cm**2 = 8.19599E-05 a0**2
 #
 #
 # Differential cross section:                    
 #
 #  THETA        MU          DCS          DCS     
 #  (deg)                 (cm**2/sr)   (a0**2/sr) 
 #------------------------------------------------
  0.000E+00  0.00000E+00  4.59536E-13  1.64103E+04
  1.000E-04  7.61557E-13  4.59536E-13  1.64103E+04
  1.250E-04  1.18994E-12  4.59535E-13  1.64103E+04
  1.500E-04  1.71346E-12  4.59535E-13  1.64103E+04
  1.750E-04  2.33225E-12  4.59534E-13  1.64103E+04
  2.000E-04  3.04617E-12  4.59533E-13  1.64102E+04
  2.250E-04  3.85530E-12  4.59532E-13  1.64102E+04
  2.500E-04  4.75964E-12  4.59531E-13  1.64102E+04
  2.750E-04  5.75917E-12  4.59530E-13  1.64101E+04
  3.000E-04  6.85391E-12  4.59529E-13  1.64101E+04
  3.250E-04  8.04379E-12  4.59528E-13  1.64100E+04
  3.500E-04  9.32893E-12  4.59527E-13  1.64100E+04
  3.750E-04  1.07092E-11  4.59525E-13  1.64099E+04
  4.000E-04  1.21847E-11  4.59524E-13  1.64099E+04
  4.250E-04  1.37554E-11  4.59522E-13  1.64098E+04
  4.500E-04  1.54213E-11  4.59520E-13  1.64098E+04
  4.750E-04  1.71823E-11  4.59518E-13  1.64097E+04
  5.000E-04  1.90386E-11  4.59516E-13  1.64096E+04
  5.250E-04  2.09900E-11  4.59514E-13  1.64096E+04
  5.500E-04  2.30367E-11  4.59512E-13  1.64095E+04
  5.750E-04  2.51785E-11  4.59510E-13  1.64094E+04
  6.000E-04  2.74156E-11  4.59507E-13  1.64093E+04
  6.250E-04  2.97478E-11  4.59505E-13  1.64092E+04
  6.500E-04  3.21752E-11  4.59502E-13  1.64091E+04
  6.750E-04  3.46979E-11  4.59500E-13  1.64090E+04
  7.000E-04  3.73157E-11  4.59497E-13  1.64089E+04
  7.250E-04  4.00286E-11  4.59494E-13  1.64088E+04
  7.500E-04  4.28368E-11  4.59491E-13  1.64087E+04
  7.750E-04  4.57402E-11  4.59488E-13  1.64086E+04
  8.000E-04  4.87388E-11  4.59485E-13  1.64085E+04
  8.250E-04  5.18325E-11  4.59482E-13  1.64084E+04
  8.500E-04  5.50215E-11  4.59478E-13  1.64083E+04
  8.750E-04  5.83057E-11  4.59475E-13  1.64081E+04
  9.000E-04  6.16850E-11  4.59471E-13  1.64080E+04
  9.250E-04  6.51595E-11  4.59467E-13  1.64079E+04
  9.500E-04  6.87293E-11  4.59464E-13  1.64077E+04
  9.750E-04  7.23943E-11  4.59460E-13  1.64076E+04
  1.000E-03  7.61544E-11  4.59456E-13  1.64075E+04
  1.250E-03  1.18991E-10  4.59410E-13  1.64058E+04
  1.500E-03  1.71347E-10  4.59355E-13  1.64039E+04
  1.750E-03  2.33223E-10  4.59289E-13  1.64015E+04
  2.000E-03  3.04617E-10  4.59214E-13  1.63988E+04
  2.250E-03  3.85531E-10  4.59128E-13  1.63958E+04
  2.500E-03  4.75965E-10  4.59033E-13  1.63924E+04
  2.750E-03  5.75917E-10  4.58927E-13  1.63886E+04
  3.000E-03  6.85389E-10  4.58811E-13  1.63844E+04
  3.250E-03  8.04380E-10  4.58686E-13  1.63800E+04
  3.500E-03  9.32891E-10  4.58550E-13  1.63751E+04
  3.750E-03  1.07092E-09  4.58404E-13  1.63699E+04
  4.000E-03  1.21847E-09  4.58249E-13  1.63644E+04
  4.250E-03  1.37554E-09  4.58083E-13  1.63584E+04
  4.500E-03  1.54213E-09  4.57908E-13  1.63522E+04
  4.750E-03  1.71823E-09  4.57723E-13  1.63456E+04
  5.000E-03  1.90386E-09  4.57527E-13  1.63386E+04
  5.250E-03  2.09900E-09  4.57322E-13  1.63313E+04
  5.500E-03  2.30367E-09  4.57108E-13  1.63236E+04
  5.750E-03  2.51785E-09  4.56883E-13  1.63156E+04
  6.000E-03  2.74156E-09  4.56649E-13  1.63072E+04
  6.250E-03  2.97478E-09  4.56404E-13  1.62985E+04
  6.500E-03  3.21752E-09  4.56151E-13  1.62894E+04
  6.750E-03  3.46978E-09  4.55887E-13  1.62800E+04
  7.000E-03  3.73156E-09  4.55614E-13  1.62703E+04
  7.250E-03  4.00286E-09  4.55331E-13  1.62602E+04
  7.500E-03  4.28368E-09  4.55039E-13  1.62497E+04
  7.750E-03  4.57402E-09  4.54737E-13  1.62390E+04
  8.000E-03  4.87388E-09  4.54426E-13  1.62278E+04
  8.250E-03  5.18326E-09  4.54105E-13  1.62164E+04
  8.500E-03  5.50215E-09  4.53775E-13  1.62046E+04
  8.750E-03  5.83057E-09  4.53435E-13  1.61925E+04
  9.000E-03  6.16850E-09  4.53086E-13  1.61800E+04
  9.250E-03  6.51596E-09  4.52728E-13  1.61672E+04
  9.500E-03  6.87293E-09  4.52360E-13  1.61541E+04
  9.750E-03  7.23942E-09  4.51983E-13  1.61406E+04
  1.000E-02  7.61544E-09  4.51598E-13  1.61268E+04
  1.250E-02  1.18991E-08  4.47244E-13  1.59714E+04
  1.500E-02  1.71347E-08  4.42029E-13  1.57851E+04
  1.750E-02  2.33223E-08  4.36010E-13  1.55702E+04
