 #  Scattering amplitudes (in cm)      MU=(1-cos(TH))/2
 #  Z =  79,   projectile: electron
 #  Kinetic energy = 7.95000E+06 eV
 #
 # TH (deg)      MU          Re(F)        Im(F)        Re(G)        Im(G)        ERRF         ERRG 
 #-----------------------------------------------------------------------------------------------------------------
  0.000E+00  0.00000E+00  1.66163E-06  2.63609E-07  0.00000E+00  0.00000E+00  6.43858E-09  0.00000E+00
  1.000E-04  7.61557E-13  1.66162E-06  2.63609E-07  1.36246E-12  2.16154E-13  6.43556E-09  8.40225E-08
  1.250E-04  1.18994E-12  1.66161E-06  2.63609E-07  1.70307E-12  2.70193E-13  6.43386E-09  8.40116E-08
  1.500E-04  1.71346E-12  1.66160E-06  2.63609E-07  2.04367E-12  3.24231E-13  6.43179E-09  8.39982E-08
  1.750E-04  2.33225E-12  1.66160E-06  2.63608E-07  2.38427E-12  3.78270E-13  6.42933E-09  8.39824E-08
  2.000E-04  3.04617E-12  1.66159E-06  2.63608E-07  2.72487E-12  4.32308E-13  6.42650E-09  8.39641E-08
  2.250E-04  3.85530E-12  1.66158E-06  2.63608E-07  3.06546E-12  4.86346E-13  6.42330E-09  8.39434E-08
  2.500E-04  4.75964E-12  1.66157E-06  2.63608E-07  3.40604E-12  5.40384E-13  6.41972E-09  8.39203E-08
  2.750E-04  5.75917E-12  1.66155E-06  2.63608E-07  3.74662E-12  5.94422E-13  6.41576E-09  8.38948E-08
  3.000E-04  6.85391E-12  1.66154E-06  2.63608E-07  4.08719E-12  6.48460E-13  6.41143E-09  8.38668E-08
  3.250E-04  8.04379E-12  1.66153E-06  2.63607E-07  4.42775E-12  7.02498E-13  6.40672E-09  8.38364E-08
  3.500E-04  9.32893E-12  1.66151E-06  2.63607E-07  4.76830E-12  7.56536E-13  6.40163E-09  8.38036E-08
  3.750E-04  1.07092E-11  1.66149E-06  2.63607E-07  5.10884E-12  8.10573E-13  6.39618E-09  8.37684E-08
  4.000E-04  1.21847E-11  1.66148E-06  2.63607E-07  5.44937E-12  8.64610E-13  6.39035E-09  8.37307E-08
  4.250E-04  1.37554E-11  1.66146E-06  2.63606E-07  5.78989E-12  9.18648E-13  6.38414E-09  8.36906E-08
  4.500E-04  1.54213E-11  1.66144E-06  2.63606E-07  6.13039E-12  9.72685E-13  6.37756E-09  8.36481E-08
  4.750E-04  1.71823E-11  1.66141E-06  2.63606E-07  6.47088E-12  1.02672E-12  6.37061E-09  8.36032E-08
  5.000E-04  1.90386E-11  1.66139E-06  2.63605E-07  6.81136E-12  1.08076E-12  6.36329E-09  8.35559E-08
  5.250E-04  2.09900E-11  1.66137E-06  2.63605E-07  7.15183E-12  1.13479E-12  6.35560E-09  8.35062E-08
  5.500E-04  2.30367E-11  1.66134E-06  2.63605E-07  7.49228E-12  1.18883E-12  6.34754E-09  8.34541E-08
  5.750E-04  2.51785E-11  1.66132E-06  2.63604E-07  7.83271E-12  1.24287E-12  6.33910E-09  8.33996E-08
  6.000E-04  2.74156E-11  1.66129E-06  2.63604E-07  8.17313E-12  1.29690E-12  6.33030E-09  8.33426E-08
  6.250E-04  2.97478E-11  1.66126E-06  2.63603E-07  8.51353E-12  1.35094E-12  6.32113E-09  8.32833E-08
  6.500E-04  3.21752E-11  1.66123E-06  2.63603E-07  8.85391E-12  1.40497E-12  6.31159E-09  8.32216E-08
  6.750E-04  3.46979E-11  1.66120E-06  2.63602E-07  9.19428E-12  1.45901E-12  6.30169E-09  8.31575E-08
  7.000E-04  3.73157E-11  1.66117E-06  2.63602E-07  9.53462E-12  1.51304E-12  6.29142E-09  8.30910E-08
  7.250E-04  4.00286E-11  1.66113E-06  2.63601E-07  9.87495E-12  1.56708E-12  6.28079E-09  8.30222E-08
  7.500E-04  4.28368E-11  1.66110E-06  2.63601E-07  1.02152E-11  1.62111E-12  6.26979E-09  8.29509E-08
  7.750E-04  4.57402E-11  1.66106E-06  2.63600E-07  1.05555E-11  1.67514E-12  6.25842E-09  8.28773E-08
  8.000E-04  4.87388E-11  1.66103E-06  2.63600E-07  1.08958E-11  1.72918E-12  6.24670E-09  8.28013E-08
  8.250E-04  5.18325E-11  1.66099E-06  2.63599E-07  1.12360E-11  1.78321E-12  6.23462E-09  8.27230E-08
