 #
 # Projectile: electron
 # Kinetic energy = 5.95000E+06 eV = 2.18658E+05 a.u.
 #
 # Element: Au,  Z =  79,  atomic weight = 1.96967E+02 g/mol
 #
 # Nuclear model: Fermi distribution
 #
 # Number of electrons = 79
 #
 # Electron density: Read from file z_079.den   
 #                   Number of data points =  777
 #                   Volume integral = 7.90000E+01
 #
 # Furness-McCarthy exchange potential
 #
 # Total elastic cross section = 7.75258E-18 cm**2 = 2.76850E-01 a0**2
 # 1st transport cross section = 2.56770E-22 cm**2 = 9.16941E-06 a0**2
 # 2nd transport cross section = 6.93309E-22 cm**2 = 2.47585E-05 a0**2
 #
 #
 # Differential cross section:                    
 #
 #  THETA        MU          DCS          DCS     
 #  (deg)                 (cm**2/sr)   (a0**2/sr) 
 #------------------------------------------------
  0.000E+00  0.00000E+00  1.65030E-12  5.89332E+04
  1.000E-04  7.61557E-13  1.65029E-12  5.89328E+04
  1.250E-04  1.18994E-12  1.65028E-12  5.89326E+04
  1.500E-04  1.71346E-12  1.65027E-12  5.89324E+04
  1.750E-04  2.33225E-12  1.65027E-12  5.89321E+04
  2.000E-04  3.04617E-12  1.65026E-12  5.89317E+04
  2.250E-04  3.85530E-12  1.65024E-12  5.89313E+04
  2.500E-04  4.75964E-12  1.65023E-12  5.89308E+04
  2.750E-04  5.75917E-12  1.65022E-12  5.89304E+04
  3.000E-04  6.85391E-12  1.65020E-12  5.89298E+04
  3.250E-04  8.04379E-12  1.65019E-12  5.89292E+04
  3.500E-04  9.32893E-12  1.65017E-12  5.89286E+04
  3.750E-04  1.07092E-11  1.65015E-12  5.89279E+04
  4.000E-04  1.21847E-11  1.65013E-12  5.89272E+04
  4.250E-04  1.37554E-11  1.65011E-12  5.89264E+04
  4.500E-04  1.54213E-11  1.65008E-12  5.89256E+04
  4.750E-04  1.71823E-11  1.65006E-12  5.89247E+04
  5.000E-04  1.90386E-11  1.65003E-12  5.89238E+04
  5.250E-04  2.09900E-11  1.65001E-12  5.89228E+04
  5.500E-04  2.30367E-11  1.64998E-12  5.89218E+04
  5.750E-04  2.51785E-11  1.64995E-12  5.89207E+04
  6.000E-04  2.74156E-11  1.64992E-12  5.89196E+04
  6.250E-04  2.97478E-11  1.64989E-12  5.89185E+04
  6.500E-04  3.21752E-11  1.64985E-12  5.89173E+04
  6.750E-04  3.46979E-11  1.64982E-12  5.89160E+04
  7.000E-04  3.73157E-11  1.64978E-12  5.89147E+04
  7.250E-04  4.00286E-11  1.64974E-12  5.89134E+04
  7.500E-04  4.28368E-11  1.64970E-12  5.89120E+04
  7.750E-04  4.57402E-11  1.64966E-12  5.89106E+04
  8.000E-04  4.87388E-11  1.64962E-12  5.89091E+04
  8.250E-04  5.18325E-11  1.64958E-12  5.89075E+04
  8.500E-04  5.50215E-11  1.64953E-12  5.89060E+04
  8.750E-04  5.83057E-11  1.64949E-12  5.89043E+04
  9.000E-04  6.16850E-11  1.64944E-12  5.89027E+04
  9.250E-04  6.51595E-11  1.64939E-12  5.89009E+04
  9.500E-04  6.87293E-11  1.64934E-12  5.88992E+04
  9.750E-04  7.23943E-11  1.64929E-12  5.88974E+04
  1.000E-03  7.61544E-11  1.64924E-12  5.88955E+04
  1.250E-03  1.18991E-10  1.64865E-12  5.88743E+04
  1.500E-03  1.71347E-10  1.64792E-12  5.88484E+04
  1.750E-03  2.33223E-10  1.64707E-12  5.88179E+04
  2.000E-03  3.04617E-10  1.64608E-12  5.87826E+04
  2.250E-03  3.85531E-10  1.64496E-12  5.87428E+04
  2.500E-03  4.75965E-10  1.64372E-12  5.86983E+04
  2.750E-03  5.75917E-10  1.64234E-12  5.86491E+04
  3.000E-03  6.85389E-10  1.64084E-12  5.85954E+04
  3.250E-03  8.04380E-10  1.63921E-12  5.85372E+04
  3.500E-03  9.32891E-10  1.63745E-12  5.84744E+04
  3.750E-03  1.07092E-09  1.63556E-12  5.84070E+04
  4.000E-03  1.21847E-09  1.63355E-12  5.83352E+04
  4.250E-03  1.37554E-09  1.63142E-12  5.82590E+04
  4.500E-03  1.54213E-09  1.62916E-12  5.81783E+04
  4.750E-03  1.71823E-09  1.62678E-12  5.80932E+04
  5.000E-03  1.90386E-09  1.62427E-12  5.80038E+04
