 #  Scattering amplitudes (in cm)      MU=(1-cos(TH))/2
 #  Z =  79,   projectile: electron
 #  Kinetic energy = 3.00000E+06 eV
 #
 # TH (deg)      MU          Re(F)        Im(F)        Re(G)        Im(G)        ERRF         ERRG 
 #-----------------------------------------------------------------------------------------------------------------
  0.000E+00  0.00000E+00  6.89027E-07  1.10252E-07  0.00000E+00  0.00000E+00  2.08454E-08  0.00000E+00
  1.000E-04  7.61557E-13  6.89026E-07  1.10252E-07  5.13780E-13  8.22236E-14  2.08436E-08  1.84397E-07
  1.250E-04  1.18994E-12  6.89026E-07  1.10252E-07  6.42224E-13  1.02780E-13  2.08427E-08  1.84393E-07
  1.500E-04  1.71346E-12  6.89025E-07  1.10252E-07  7.70669E-13  1.23335E-13  2.08415E-08  1.84387E-07
  1.750E-04  2.33225E-12  6.89025E-07  1.10252E-07  8.99113E-13  1.43891E-13  2.08401E-08  1.84381E-07
  2.000E-04  3.04617E-12  6.89024E-07  1.10252E-07  1.02756E-12  1.64447E-13  2.08385E-08  1.84374E-07
  2.250E-04  3.85530E-12  6.89023E-07  1.10252E-07  1.15600E-12  1.85003E-13  2.08366E-08  1.84366E-07
  2.500E-04  4.75964E-12  6.89023E-07  1.10252E-07  1.28444E-12  2.05559E-13  2.08346E-08  1.84357E-07
  2.750E-04  5.75917E-12  6.89022E-07  1.10252E-07  1.41289E-12  2.26115E-13  2.08323E-08  1.84347E-07
  3.000E-04  6.85391E-12  6.89021E-07  1.10252E-07  1.54133E-12  2.46671E-13  2.08298E-08  1.84337E-07
  3.250E-04  8.04379E-12  6.89020E-07  1.10252E-07  1.66977E-12  2.67227E-13  2.08271E-08  1.84325E-07
  3.500E-04  9.32893E-12  6.89019E-07  1.10252E-07  1.79821E-12  2.87782E-13  2.08242E-08  1.84312E-07
  3.750E-04  1.07092E-11  6.89017E-07  1.10252E-07  1.92665E-12  3.08338E-13  2.08211E-08  1.84298E-07
  4.000E-04  1.21847E-11  6.89016E-07  1.10252E-07  2.05509E-12  3.28894E-13  2.08177E-08  1.84284E-07
  4.250E-04  1.37554E-11  6.89015E-07  1.10252E-07  2.18353E-12  3.49450E-13  2.08142E-08  1.84268E-07
  4.500E-04  1.54213E-11  6.89013E-07  1.10252E-07  2.31197E-12  3.70006E-13  2.08104E-08  1.84252E-07
  4.750E-04  1.71823E-11  6.89012E-07  1.10252E-07  2.44040E-12  3.90562E-13  2.08064E-08  1.84234E-07
  5.000E-04  1.90386E-11  6.89010E-07  1.10252E-07  2.56884E-12  4.11117E-13  2.08022E-08  1.84216E-07
  5.250E-04  2.09900E-11  6.89009E-07  1.10252E-07  2.69728E-12  4.31673E-13  2.07978E-08  1.84196E-07
  5.500E-04  2.30367E-11  6.89007E-07  1.10252E-07  2.82571E-12  4.52229E-13  2.07932E-08  1.84176E-07
  5.750E-04  2.51785E-11  6.89005E-07  1.10252E-07  2.95414E-12  4.72785E-13  2.07883E-08  1.84155E-07
  6.000E-04  2.74156E-11  6.89003E-07  1.10252E-07  3.08258E-12  4.93340E-13  2.07832E-08  1.84133E-07
  6.250E-04  2.97478E-11  6.89001E-07  1.10252E-07  3.21101E-12  5.13896E-13  2.07780E-08  1.84110E-07
  6.500E-04  3.21752E-11  6.88999E-07  1.10252E-07  3.33944E-12  5.34452E-13  2.07725E-08  1.84086E-07
  6.750E-04  3.46979E-11  6.88997E-07  1.10252E-07  3.46787E-12  5.55007E-13  2.07668E-08  1.84061E-07
  7.000E-04  3.73157E-11  6.88994E-07  1.10252E-07  3.59629E-12  5.75563E-13  2.07608E-08  1.84035E-07
  7.250E-04  4.00286E-11  6.88992E-07  1.10252E-07  3.72472E-12  5.96119E-13  2.07547E-08  1.84008E-07
  7.500E-04  4.28368E-11  6.88990E-07  1.10252E-07  3.85315E-12  6.16674E-13  2.07483E-08  1.83980E-07
  7.750E-04  4.57402E-11  6.88987E-07  1.10252E-07  3.98157E-12  6.37230E-13  2.07418E-08  1.83951E-07
  8.000E-04  4.87388E-11  6.88985E-07  1.10252E-07  4.10999E-12  6.57785E-13  2.07350E-08  1.83922E-07
  8.250E-04  5.18325E-11  6.88982E-07  1.10252E-07  4.23841E-12  6.78341E-13  2.07280E-08  1.83891E-07
  8.500E-04  5.50215E-11  6.88979E-07  1.10252E-07  4.36683E-12  6.98896E-13  2.07208E-08  1.83859E-07
  8.750E-04  5.83057E-11  6.88976E-07  1.10252E-07  4.49525E-12  7.19452E-13  2.07134E-08  1.83827E-07
  9.000E-04  6.16850E-11  6.88973E-07  1.10252E-07  4.62367E-12  7.40007E-13  2.07057E-08  1.83793E-07
  9.250E-04  6.51595E-11  6.88970E-07  1.10252E-07  4.75208E-12  7.60563E-13  2.06979E-08  1.83759E-07
  9.500E-04  6.87293E-11  6.88967E-07  1.10252E-07  4.88049E-12  7.81118E-13  2.06898E-08  1.83724E-07
  9.750E-04  7.23943E-11  6.88964E-07  1.10251E-07  5.00890E-12  8.01674E-13  2.06815E-08  1.83687E-07
  1.000E-03  7.61544E-11  6.88961E-07  1.10251E-07  5.13731E-12  8.22229E-13  2.06730E-08  1.83650E-07
  1.250E-03  1.18991E-10  6.88924E-07  1.10251E-07  6.42130E-12  1.02778E-12  2.05764E-08  1.83227E-07
  1.500E-03  1.71347E-10  6.88879E-07  1.10250E-07  7.70505E-12  1.23333E-12  2.04586E-08  1.82710E-07
  1.750E-03  2.33223E-10  6.88826E-07  1.10249E-07  8.98853E-12  1.43887E-12  2.03198E-08  1.82101E-07
  2.000E-03  3.04617E-10  6.88764E-07  1.10248E-07  1.02717E-11  1.64441E-12  2.01602E-08  1.81399E-07
  2.250E-03  3.85531E-10  6.88694E-07  1.10247E-07  1.15545E-11  1.84995E-12  1.99800E-08  1.80607E-07
  2.500E-03  4.75965E-10  6.88617E-07  1.10246E-07  1.28369E-11  2.05547E-12  1.97796E-08  1.79723E-07
  2.750E-03  5.75917E-10  6.88531E-07  1.10245E-07  1.41188E-11  2.26099E-12  1.95592E-08  1.78750E-07
  3.000E-03  6.85389E-10  6.88436E-07  1.10243E-07  1.54002E-11  2.46650E-12  1.93192E-08  1.77688E-07
  3.250E-03  8.04380E-10  6.88334E-07  1.10242E-07  1.66811E-11  2.67201E-12  1.90599E-08  1.76539E-07
  3.500E-03  9.32891E-10  6.88224E-07  1.10240E-07  1.79614E-11  2.87750E-12  1.87818E-08  1.75302E-07
  3.750E-03  1.07092E-09  6.88105E-07  1.10238E-07  1.92410E-11  3.08299E-12  1.84852E-08  1.73981E-07
  4.000E-03  1.21847E-09  6.87978E-07  1.10236E-07  2.05199E-11  3.28846E-12  1.81705E-08  1.72575E-07
  4.250E-03  1.37554E-09  6.87843E-07  1.10234E-07  2.17982E-11  3.49392E-12  1.78383E-08  1.71087E-07
  4.500E-03  1.54213E-09  6.87700E-07  1.10232E-07  2.30756E-11  3.69937E-12  1.74891E-08  1.69518E-07
  4.750E-03  1.71823E-09  6.87549E-07  1.10230E-07  2.43523E-11  3.90481E-12  1.71234E-08  1.67869E-07
  5.000E-03  1.90386E-09  6.87390E-07  1.10227E-07  2.56280E-11  4.11023E-12  1.67418E-08  1.66142E-07
  5.250E-03  2.09900E-09  6.87223E-07  1.10224E-07  2.69029E-11  4.31564E-12  1.63447E-08  1.64338E-07
  5.500E-03  2.30367E-09  6.87048E-07  1.10222E-07  2.81768E-11  4.52104E-12  1.59329E-08  1.62461E-07
  5.750E-03  2.51785E-09  6.86865E-07  1.10219E-07  2.94497E-11  4.72642E-12  1.55068E-08  1.60510E-07
  6.000E-03  2.74156E-09  6.86674E-07  1.10216E-07  3.07216E-11  4.93178E-12  1.50673E-08  1.58489E-07
  6.250E-03  2.97478E-09  6.86475E-07  1.10213E-07  3.19924E-11  5.13713E-12  1.46149E-08  1.56399E-07
  6.500E-03  3.21752E-09  6.86267E-07  1.10210E-07  3.32620E-11  5.34246E-12  1.41503E-08  1.54242E-07
  6.750E-03  3.46978E-09  6.86052E-07  1.10206E-07  3.45305E-11  5.54777E-12  1.36742E-08  1.52021E-07
  7.000E-03  3.73156E-09  6.85829E-07  1.10203E-07  3.57978E-11  5.75306E-12  1.31873E-08  1.49737E-07
  7.250E-03  4.00286E-09  6.85598E-07  1.10199E-07  3.70638E-11  5.95833E-12  1.26904E-08  1.47393E-07
  7.500E-03  4.28368E-09  6.85360E-07  1.10195E-07  3.83285E-11  6.16358E-12  1.21841E-08  1.44991E-07
  7.750E-03  4.57402E-09  6.85113E-07  1.10191E-07  3.95919E-11  6.36881E-12  1.16692E-08  1.42533E-07
  8.000E-03  4.87388E-09  6.84858E-07  1.10187E-07  4.08538E-11  6.57401E-12  1.11466E-08  1.40022E-07
  8.250E-03  5.18326E-09  6.84596E-07  1.10183E-07  4.21144E-11  6.77920E-12  1.06169E-08  1.37460E-07
  8.500E-03  5.50215E-09  6.84326E-07  1.10179E-07  4.33735E-11  6.98436E-12  1.00810E-08  1.34850E-07
  8.750E-03  5.83057E-09  6.84048E-07  1.10175E-07  4.46310E-11  7.18950E-12  9.53956E-09  1.32194E-07
  9.000E-03  6.16850E-09  6.83763E-07  1.10170E-07  4.58870E-11  7.39461E-12  8.99350E-09  1.29494E-07
  9.250E-03  6.51596E-09  6.83469E-07  1.10166E-07  4.71414E-11  7.59969E-12  8.44358E-09  1.26753E-07
  9.500E-03  6.87293E-09  6.83168E-07  1.10161E-07  4.83942E-11  7.80475E-12  7.89061E-09  1.23974E-07
  9.750E-03  7.23942E-09  6.82860E-07  1.10156E-07  4.96453E-11  8.00979E-12  7.33539E-09  1.21160E-07
  1.000E-02  7.61544E-09  6.82543E-07  1.10151E-07  5.08947E-11  8.21479E-12  6.77873E-09  1.18312E-07
  1.250E-02  1.18991E-08  6.78967E-07  1.10094E-07  6.32851E-11  1.02632E-11  1.30927E-09  8.86153E-08
  1.500E-02  1.71347E-08  6.74664E-07  1.10024E-07  7.54608E-11  1.23080E-11  3.45517E-09  5.85842E-08
  1.750E-02  2.33223E-08  6.69671E-07  1.09943E-07  8.73862E-11  1.43487E-11  6.88241E-09  3.07696E-08
  2.000E-02  3.04617E-08  6.64031E-07  1.09848E-07  9.90288E-11  1.63845E-11  8.57597E-09  7.30551E-09
  2.250E-02  3.85531E-08  6.57789E-07  1.09742E-07  1.10360E-10  1.84146E-11  8.43375E-09  1.03130E-08
  2.500E-02  4.75965E-08  6.50994E-07  1.09623E-07  1.21356E-10  2.04386E-11  6.65668E-09  2.13643E-08
  2.750E-02  5.75917E-08  6.43697E-07  1.09493E-07  1.31995E-10  2.24557E-11  3.70623E-09  2.59311E-08
  3.000E-02  6.85389E-08  6.35950E-07  1.09350E-07  1.42262E-10  2.44652E-11  2.18009E-10  2.48280E-08
  3.250E-02  8.04380E-08  6.27803E-07  1.09196E-07  1.52143E-10  2.64667E-11  3.11326E-09  1.94371E-08
  3.500E-02  9.32891E-08  6.19308E-07  1.09030E-07  1.61629E-10  2.84594E-11  5.65735E-09  1.14800E-08
  3.750E-02  1.07092E-07  6.10513E-07  1.08854E-07  1.70714E-10  3.04427E-11  6.95868E-09  2.75774E-09
  4.000E-02  1.21847E-07  6.01466E-07  1.08666E-07  1.79397E-10  3.24161E-11  6.81360E-09  5.10146E-09
  4.250E-02  1.37554E-07  5.92212E-07  1.08467E-07  1.87677E-10  3.43791E-11  5.30078E-09  1.08515E-08
  4.500E-02  1.54213E-07  5.82793E-07  1.08257E-07  1.95556E-10  3.63310E-11  2.75951E-09  1.37672E-08
  4.750E-02  1.71823E-07  5.73249E-07  1.08037E-07  2.03040E-10  3.82714E-11  2.80156E-10  1.36947E-08
  5.000E-02  1.90386E-07  5.63616E-07  1.07806E-07  2.10135E-10  4.01998E-11  3.20214E-09  1.10118E-08
  5.250E-02  2.09900E-07  5.53928E-07  1.07566E-07  2.16849E-10  4.21157E-11  5.42438E-09  6.50908E-09
  5.500E-02  2.30367E-07  5.44214E-07  1.07316E-07  2.23191E-10  4.40185E-11  6.51144E-09  1.21564E-09
  5.750E-02  2.51785E-07  5.34503E-07  1.07056E-07  2.29172E-10  4.59080E-11  6.25814E-09  3.80025E-09
  6.000E-02  2.74156E-07  5.24817E-07  1.06786E-07  2.34803E-10  4.77835E-11  4.72816E-09  7.62057E-09
  6.250E-02  2.97478E-07  5.15179E-07  1.06508E-07  2.40095E-10  4.96448E-11  2.24001E-09  9.62708E-09
  6.500E-02  3.21752E-07  5.05608E-07  1.06221E-07  2.45060E-10  5.14915E-11  6.97069E-10  9.58788E-09
  6.750E-02  3.46978E-07  4.96119E-07  1.05925E-07  2.49710E-10  5.33231E-11  3.48486E-09  7.67015E-09
  7.000E-02  3.73156E-07  4.86729E-07  1.05622E-07  2.54056E-10  5.51394E-11  5.55586E-09  4.38101E-09
  7.250E-02  4.00286E-07  4.77447E-07  1.05309E-07  2.58112E-10  5.69399E-11  6.48724E-09  4.51071E-10
  7.500E-02  4.28368E-07  4.68285E-07  1.04990E-07  2.61889E-10  5.87245E-11  6.08633E-09  3.31560E-09
  7.750E-02  4.57402E-07  4.59252E-07  1.04662E-07  2.65398E-10  6.04928E-11  4.43057E-09  6.19628E-09
  8.000E-02  4.87388E-07  4.50354E-07  1.04328E-07  2.68652E-10  6.22446E-11  1.85321E-09  7.68091E-09
  8.250E-02  5.18325E-07  4.41598E-07  1.03986E-07  2.71661E-10  6.39795E-11  1.12252E-09  7.55686E-09
  8.500E-02  5.50215E-07  4.32987E-07  1.03638E-07  2.74435E-10  6.56974E-11  3.88840E-09  5.93390E-09
  8.750E-02  5.83057E-07  4.24526E-07  1.03283E-07  2.76986E-10  6.73981E-11  5.87427E-09  3.20707E-09
  9.000E-02  6.16850E-07  4.16217E-07  1.02921E-07  2.79324E-10  6.90814E-11  6.66472E-09  3.26473E-11
  9.250E-02  6.51596E-07  4.08061E-07  1.02554E-07  2.81458E-10  7.07470E-11  6.08545E-09  3.12115E-09
  9.500E-02  6.87293E-07  4.00061E-07  1.02181E-07  2.83398E-10  7.23949E-11  4.24157E-09  5.45293E-09
  9.750E-02  7.23942E-07  3.92216E-07  1.01803E-07  2.85152E-10  7.40248E-11  1.49923E-09  6.59623E-09
  1.000E-01  7.61543E-07  3.84526E-07  1.01419E-07  2.86730E-10  7.56367E-11  1.58630E-09  6.37042E-09
  1.250E-01  1.18991E-06  3.15905E-07  9.73412E-08  2.94452E-10  9.07452E-11  7.30106E-09  6.91003E-10
  1.500E-01  1.71347E-06  2.60818E-07  9.29722E-08  2.91728E-10  1.04007E-10  2.78748E-10  5.15338E-09
  1.750E-01  2.33223E-06  2.16768E-07  8.84825E-08  2.82869E-10  1.15483E-10  8.62884E-09  7.44391E-10
  2.000E-01  3.04617E-06  1.81474E-07  8.39987E-08  2.70643E-10  1.25294E-10  2.88509E-09  4.43810E-09
  2.250E-01  3.85531E-06  1.53066E-07  7.96092E-08  2.56812E-10  1.33591E-10  9.47363E-09  1.87225E-09
  2.500E-01  4.75964E-06  1.30062E-07  7.53721E-08  2.42463E-10  1.40535E-10  6.22108E-09  3.72259E-09
  2.750E-01  5.75916E-06  1.11300E-07  7.13224E-08  2.28235E-10  1.46284E-10  9.35753E-09  2.80849E-09
  3.000E-01  6.85388E-06  9.58714E-08  6.74785E-08  2.14470E-10  1.50984E-10  1.00136E-08  2.87315E-09
  3.250E-01  8.04378E-06  8.30713E-08  6.38465E-08  2.01322E-10  1.54764E-10  7.94404E-09  3.53330E-09
