 #  Scattering amplitudes (in cm)      MU=(1-cos(TH))/2
 #  Z =  79,   projectile: electron
 #  Kinetic energy = 4.95000E+06 eV
 #
 # TH (deg)      MU          Re(F)        Im(F)        Re(G)        Im(G)        ERRF         ERRG 
 #-----------------------------------------------------------------------------------------------------------------
  0.000E+00  0.00000E+00  1.07226E-06  1.70550E-07  0.00000E+00  0.00000E+00  2.15702E-09  0.00000E+00
  1.000E-04  7.61557E-13  1.07226E-06  1.70550E-07  8.48166E-13  1.34915E-13  2.15654E-09  1.71655E-07
  1.250E-04  1.18994E-12  1.07225E-06  1.70550E-07  1.06021E-12  1.68644E-13  2.15627E-09  1.71644E-07
  1.500E-04  1.71346E-12  1.07225E-06  1.70550E-07  1.27225E-12  2.02372E-13  2.15594E-09  1.71631E-07
  1.750E-04  2.33225E-12  1.07225E-06  1.70550E-07  1.48428E-12  2.36101E-13  2.15554E-09  1.71616E-07
  2.000E-04  3.04617E-12  1.07225E-06  1.70550E-07  1.69632E-12  2.69830E-13  2.15509E-09  1.71598E-07
  2.250E-04  3.85530E-12  1.07225E-06  1.70550E-07  1.90836E-12  3.03558E-13  2.15458E-09  1.71578E-07
  2.500E-04  4.75964E-12  1.07224E-06  1.70550E-07  2.12039E-12  3.37287E-13  2.15400E-09  1.71555E-07
  2.750E-04  5.75917E-12  1.07224E-06  1.70550E-07  2.33242E-12  3.71016E-13  2.15337E-09  1.71530E-07
  3.000E-04  6.85391E-12  1.07224E-06  1.70550E-07  2.54445E-12  4.04744E-13  2.15268E-09  1.71503E-07
  3.250E-04  8.04379E-12  1.07223E-06  1.70550E-07  2.75648E-12  4.38473E-13  2.15192E-09  1.71473E-07
  3.500E-04  9.32893E-12  1.07223E-06  1.70550E-07  2.96850E-12  4.72201E-13  2.15111E-09  1.71441E-07
  3.750E-04  1.07092E-11  1.07222E-06  1.70549E-07  3.18053E-12  5.05930E-13  2.15023E-09  1.71407E-07
  4.000E-04  1.21847E-11  1.07222E-06  1.70549E-07  3.39255E-12  5.39658E-13  2.14930E-09  1.71370E-07
  4.250E-04  1.37554E-11  1.07221E-06  1.70549E-07  3.60456E-12  5.73386E-13  2.14830E-09  1.71331E-07
  4.500E-04  1.54213E-11  1.07221E-06  1.70549E-07  3.81658E-12  6.07115E-13  2.14725E-09  1.71289E-07
  4.750E-04  1.71823E-11  1.07220E-06  1.70549E-07  4.02859E-12  6.40843E-13  2.14613E-09  1.71245E-07
  5.000E-04  1.90386E-11  1.07220E-06  1.70549E-07  4.24059E-12  6.74571E-13  2.14496E-09  1.71199E-07
  5.250E-04  2.09900E-11  1.07219E-06  1.70549E-07  4.45260E-12  7.08299E-13  2.14372E-09  1.71150E-07
  5.500E-04  2.30367E-11  1.07218E-06  1.70549E-07  4.66460E-12  7.42027E-13  2.14243E-09  1.71099E-07
  5.750E-04  2.51785E-11  1.07218E-06  1.70549E-07  4.87659E-12  7.75755E-13  2.14107E-09  1.71046E-07
  6.000E-04  2.74156E-11  1.07217E-06  1.70549E-07  5.08858E-12  8.09483E-13  2.13966E-09  1.70990E-07
  6.250E-04  2.97478E-11  1.07216E-06  1.70549E-07  5.30057E-12  8.43211E-13  2.13819E-09  1.70932E-07
  6.500E-04  3.21752E-11  1.07215E-06  1.70548E-07  5.51255E-12  8.76939E-13  2.13665E-09  1.70871E-07
  6.750E-04  3.46979E-11  1.07214E-06  1.70548E-07  5.72453E-12  9.10667E-13  2.13506E-09  1.70808E-07
  7.000E-04  3.73157E-11  1.07214E-06  1.70548E-07  5.93650E-12  9.44394E-13  2.13341E-09  1.70743E-07
  7.250E-04  4.00286E-11  1.07213E-06  1.70548E-07  6.14847E-12  9.78122E-13  2.13170E-09  1.70676E-07
  7.500E-04  4.28368E-11  1.07212E-06  1.70548E-07  6.36043E-12  1.01185E-12  2.12992E-09  1.70606E-07
  7.750E-04  4.57402E-11  1.07211E-06  1.70548E-07  6.57238E-12  1.04558E-12  2.12809E-09  1.70533E-07
  8.000E-04  4.87388E-11  1.07210E-06  1.70548E-07  6.78433E-12  1.07930E-12  2.12620E-09  1.70459E-07
  8.250E-04  5.18325E-11  1.07209E-06  1.70547E-07  6.99628E-12  1.11303E-12  2.12426E-09  1.70382E-07
  8.500E-04  5.50215E-11  1.07208E-06  1.70547E-07  7.20822E-12  1.14676E-12  2.12225E-09  1.70303E-07
  8.750E-04  5.83057E-11  1.07207E-06  1.70547E-07  7.42015E-12  1.18049E-12  2.12018E-09  1.70221E-07
  9.000E-04  6.16850E-11  1.07206E-06  1.70547E-07  7.63207E-12  1.21421E-12  2.11805E-09  1.70137E-07
  9.250E-04  6.51595E-11  1.07204E-06  1.70547E-07  7.84399E-12  1.24794E-12  2.11587E-09  1.70051E-07
  9.500E-04  6.87293E-11  1.07203E-06  1.70547E-07  8.05590E-12  1.28167E-12  2.11363E-09  1.69962E-07
  9.750E-04  7.23943E-11  1.07202E-06  1.70546E-07  8.26781E-12  1.31539E-12  2.11132E-09  1.69871E-07
  1.000E-03  7.61544E-11  1.07201E-06  1.70546E-07  8.47971E-12  1.34912E-12  2.10896E-09  1.69778E-07
  1.250E-03  1.18991E-10  1.07187E-06  1.70544E-07  1.05982E-11  1.68638E-12  2.08216E-09  1.68717E-07
  1.500E-03  1.71347E-10  1.07170E-06  1.70541E-07  1.27159E-11  2.02362E-12  2.04963E-09  1.67426E-07
  1.750E-03  2.33223E-10  1.07149E-06  1.70538E-07  1.48324E-11  2.36085E-12  2.01150E-09  1.65909E-07
  2.000E-03  3.04617E-10  1.07126E-06  1.70535E-07  1.69476E-11  2.69806E-12  1.96793E-09  1.64170E-07
  2.250E-03  3.85531E-10  1.07099E-06  1.70531E-07  1.90613E-11  3.03524E-12  1.91910E-09  1.62213E-07
  2.500E-03  4.75965E-10  1.07070E-06  1.70526E-07  2.11733E-11  3.37240E-12  1.86521E-09  1.60044E-07
  2.750E-03  5.75917E-10  1.07037E-06  1.70521E-07  2.32836E-11  3.70953E-12  1.80647E-09  1.57668E-07
  3.000E-03  6.85389E-10  1.07001E-06  1.70515E-07  2.53918E-11  4.04663E-12  1.74314E-09  1.55092E-07
  3.250E-03  8.04380E-10  1.06962E-06  1.70509E-07  2.74978E-11  4.38369E-12  1.67545E-09  1.52323E-07
  3.500E-03  9.32891E-10  1.06921E-06  1.70503E-07  2.96014E-11  4.72072E-12  1.60370E-09  1.49369E-07
  3.750E-03  1.07092E-09  1.06876E-06  1.70496E-07  3.17024E-11  5.05771E-12  1.52818E-09  1.46236E-07
  4.000E-03  1.21847E-09  1.06828E-06  1.70488E-07  3.38007E-11  5.39465E-12  1.44918E-09  1.42933E-07
  4.250E-03  1.37554E-09  1.06776E-06  1.70481E-07  3.58961E-11  5.73155E-12  1.36703E-09  1.39469E-07
  4.500E-03  1.54213E-09  1.06722E-06  1.70472E-07  3.79884E-11  6.06840E-12  1.28207E-09  1.35854E-07
  4.750E-03  1.71823E-09  1.06665E-06  1.70463E-07  4.00774E-11  6.40520E-12  1.19463E-09  1.32096E-07
  5.000E-03  1.90386E-09  1.06605E-06  1.70454E-07  4.21629E-11  6.74195E-12  1.10506E-09  1.28206E-07
  5.250E-03  2.09900E-09  1.06542E-06  1.70444E-07  4.42449E-11  7.07863E-12  1.01372E-09  1.24193E-07
  5.500E-03  2.30367E-09  1.06476E-06  1.70434E-07  4.63231E-11  7.41526E-12  9.20988E-10  1.20068E-07
  5.750E-03  2.51785E-09  1.06407E-06  1.70423E-07  4.83973E-11  7.75183E-12  8.27218E-10  1.15842E-07
  6.000E-03  2.74156E-09  1.06335E-06  1.70412E-07  5.04674E-11  8.08833E-12  7.32785E-10  1.11525E-07
  6.250E-03  2.97478E-09  1.06260E-06  1.70400E-07  5.25332E-11  8.42476E-12  6.38063E-10  1.07129E-07
  6.500E-03  3.21752E-09  1.06182E-06  1.70388E-07  5.45945E-11  8.76112E-12  5.43423E-10  1.02664E-07
  6.750E-03  3.46978E-09  1.06102E-06  1.70375E-07  5.66512E-11  9.09741E-12  4.49233E-10  9.81417E-08
  7.000E-03  3.73156E-09  1.06018E-06  1.70362E-07  5.87032E-11  9.43362E-12  3.55859E-10  9.35735E-08
  7.250E-03  4.00286E-09  1.05932E-06  1.70348E-07  6.07502E-11  9.76975E-12  2.63662E-10  8.89704E-08
  7.500E-03  4.28368E-09  1.05843E-06  1.70334E-07  6.27921E-11  1.01058E-11  1.72993E-10  8.43439E-08
  7.750E-03  4.57402E-09  1.05751E-06  1.70319E-07  6.48287E-11  1.04418E-11  8.41961E-11  7.97051E-08
  8.000E-03  4.87388E-09  1.05656E-06  1.70304E-07  6.68600E-11  1.07776E-11  2.39445E-12  7.50653E-08
  8.250E-03  5.18326E-09  1.05558E-06  1.70289E-07  6.88857E-11  1.11134E-11  8.64563E-11  7.04353E-08
  8.500E-03  5.50215E-09  1.05458E-06  1.70273E-07  7.09056E-11  1.14491E-11  1.67680E-10  6.58262E-08
  8.750E-03  5.83057E-09  1.05355E-06  1.70256E-07  7.29197E-11  1.17847E-11  2.45772E-10  6.12485E-08
  9.000E-03  6.16850E-09  1.05249E-06  1.70239E-07  7.49279E-11  1.21202E-11  3.20452E-10  5.67129E-08
  9.250E-03  6.51596E-09  1.05141E-06  1.70222E-07  7.69298E-11  1.24556E-11  3.91457E-10  5.22294E-08
