 #  Scattering amplitudes (in cm)      MU=(1-cos(TH))/2
 #  Z =  47,   projectile: electron
 #  Kinetic energy = 3.10000E+06 eV
 #
 # TH (deg)      MU          Re(F)        Im(F)        Re(G)        Im(G)        ERRF         ERRG 
 #-----------------------------------------------------------------------------------------------------------------
  0.000E+00  0.00000E+00  5.99355E-07  6.32108E-08  0.00000E+00  0.00000E+00  4.54304E-09  0.00000E+00
  1.000E-04  7.61557E-13  5.99354E-07  6.32108E-08  4.49025E-13  4.73618E-14  4.54244E-09  1.25647E-07
  1.250E-04  1.18994E-12  5.99354E-07  6.32108E-08  5.61281E-13  5.92023E-14  4.54210E-09  1.25642E-07
  1.500E-04  1.71346E-12  5.99353E-07  6.32108E-08  6.73537E-13  7.10427E-14  4.54169E-09  1.25637E-07
  1.750E-04  2.33225E-12  5.99353E-07  6.32108E-08  7.85792E-13  8.28832E-14  4.54120E-09  1.25630E-07
  2.000E-04  3.04617E-12  5.99352E-07  6.32108E-08  8.98047E-13  9.47236E-14  4.54064E-09  1.25622E-07
  2.250E-04  3.85530E-12  5.99351E-07  6.32108E-08  1.01030E-12  1.06564E-13  4.54000E-09  1.25613E-07
  2.500E-04  4.75964E-12  5.99350E-07  6.32108E-08  1.12256E-12  1.18404E-13  4.53929E-09  1.25604E-07
  2.750E-04  5.75917E-12  5.99349E-07  6.32107E-08  1.23481E-12  1.30245E-13  4.53850E-09  1.25593E-07
  3.000E-04  6.85391E-12  5.99348E-07  6.32107E-08  1.34706E-12  1.42085E-13  4.53764E-09  1.25581E-07
  3.250E-04  8.04379E-12  5.99347E-07  6.32107E-08  1.45931E-12  1.53926E-13  4.53670E-09  1.25568E-07
  3.500E-04  9.32893E-12  5.99345E-07  6.32107E-08  1.57156E-12  1.65766E-13  4.53569E-09  1.25554E-07
  3.750E-04  1.07092E-11  5.99344E-07  6.32107E-08  1.68381E-12  1.77607E-13  4.53460E-09  1.25540E-07
  4.000E-04  1.21847E-11  5.99342E-07  6.32107E-08  1.79606E-12  1.89447E-13  4.53344E-09  1.25524E-07
  4.250E-04  1.37554E-11  5.99340E-07  6.32107E-08  1.90831E-12  2.01287E-13  4.53221E-09  1.25507E-07
  4.500E-04  1.54213E-11  5.99339E-07  6.32107E-08  2.02056E-12  2.13128E-13  4.53089E-09  1.25489E-07
  4.750E-04  1.71823E-11  5.99337E-07  6.32106E-08  2.13281E-12  2.24968E-13  4.52951E-09  1.25470E-07
  5.000E-04  1.90386E-11  5.99335E-07  6.32106E-08  2.24505E-12  2.36808E-13  4.52805E-09  1.25450E-07
  5.250E-04  2.09900E-11  5.99332E-07  6.32106E-08  2.35730E-12  2.48649E-13  4.52651E-09  1.25429E-07
  5.500E-04  2.30367E-11  5.99330E-07  6.32106E-08  2.46954E-12  2.60489E-13  4.52490E-09  1.25407E-07
  5.750E-04  2.51785E-11  5.99328E-07  6.32106E-08  2.58178E-12  2.72329E-13  4.52322E-09  1.25384E-07
  6.000E-04  2.74156E-11  5.99326E-07  6.32105E-08  2.69402E-12  2.84170E-13  4.52146E-09  1.25360E-07
  6.250E-04  2.97478E-11  5.99323E-07  6.32105E-08  2.80626E-12  2.96010E-13  4.51963E-09  1.25334E-07
  6.500E-04  3.21752E-11  5.99320E-07  6.32105E-08  2.91850E-12  3.07850E-13  4.51772E-09  1.25308E-07
  6.750E-04  3.46979E-11  5.99318E-07  6.32105E-08  3.03074E-12  3.19691E-13  4.51574E-09  1.25281E-07
