 #
 # Projectile: electron
 # Kinetic energy = 3.10000E+06 eV = 1.13923E+05 a.u.
 #
 # Element: Ag,  Z =  47,  atomic weight = 1.07868E+02 g/mol
 #
 # Nuclear model: Fermi distribution
 #
 # Number of electrons = 47
 #
 # Electron density: Read from file z_047.den   
 #                   Number of data points =  813
 #                   Volume integral = 4.70000E+01
 #
 # Furness-McCarthy exchange potential
 #
 # Total elastic cross section = 4.37794E-18 cm**2 = 1.56339E-01 a0**2
 # 1st transport cross section = 2.59755E-22 cm**2 = 9.27603E-06 a0**2
 # 2nd transport cross section = 7.21391E-22 cm**2 = 2.57614E-05 a0**2
 #
 #
 # Differential cross section:                    
 #
 #  THETA        MU          DCS          DCS     
 #  (deg)                 (cm**2/sr)   (a0**2/sr) 
 #------------------------------------------------
  0.000E+00  0.00000E+00  3.63222E-13  1.29709E+04
  1.000E-04  7.61557E-13  3.63221E-13  1.29709E+04
  1.250E-04  1.18994E-12  3.63221E-13  1.29709E+04
  1.500E-04  1.71346E-12  3.63220E-13  1.29708E+04
  1.750E-04  2.33225E-12  3.63219E-13  1.29708E+04
  2.000E-04  3.04617E-12  3.63218E-13  1.29708E+04
  2.250E-04  3.85530E-12  3.63217E-13  1.29707E+04
  2.500E-04  4.75964E-12  3.63216E-13  1.29707E+04
  2.750E-04  5.75917E-12  3.63215E-13  1.29706E+04
  3.000E-04  6.85391E-12  3.63213E-13  1.29706E+04
  3.250E-04  8.04379E-12  3.63212E-13  1.29705E+04
  3.500E-04  9.32893E-12  3.63210E-13  1.29705E+04
  3.750E-04  1.07092E-11  3.63208E-13  1.29704E+04
  4.000E-04  1.21847E-11  3.63206E-13  1.29703E+04
  4.250E-04  1.37554E-11  3.63204E-13  1.29703E+04
  4.500E-04  1.54213E-11  3.63202E-13  1.29702E+04
  4.750E-04  1.71823E-11  3.63200E-13  1.29701E+04
  5.000E-04  1.90386E-11  3.63198E-13  1.29700E+04
  5.250E-04  2.09900E-11  3.63195E-13  1.29699E+04
  5.500E-04  2.30367E-11  3.63192E-13  1.29698E+04
  5.750E-04  2.51785E-11  3.63190E-13  1.29697E+04
  6.000E-04  2.74156E-11  3.63187E-13  1.29696E+04
  6.250E-04  2.97478E-11  3.63184E-13  1.29695E+04
  6.500E-04  3.21752E-11  3.63180E-13  1.29694E+04
  6.750E-04  3.46979E-11  3.63177E-13  1.29693E+04
  7.000E-04  3.73157E-11  3.63174E-13  1.29692E+04
  7.250E-04  4.00286E-11  3.63170E-13  1.29690E+04
  7.500E-04  4.28368E-11  3.63167E-13  1.29689E+04
  7.750E-04  4.57402E-11  3.63163E-13  1.29688E+04
  8.000E-04  4.87388E-11  3.63159E-13  1.29686E+04
  8.250E-04  5.18325E-11  3.63155E-13  1.29685E+04
  8.500E-04  5.50215E-11  3.63151E-13  1.29683E+04
  8.750E-04  5.83057E-11  3.63146E-13  1.29682E+04
  9.000E-04  6.16850E-11  3.63142E-13  1.29680E+04
  9.250E-04  6.51595E-11  3.63137E-13  1.29679E+04
  9.500E-04  6.87293E-11  3.63133E-13  1.29677E+04
  9.750E-04  7.23943E-11  3.63128E-13  1.29675E+04
  1.000E-03  7.61544E-11  3.63123E-13  1.29674E+04
  1.250E-03  1.18991E-10  3.63067E-13  1.29654E+04
  1.500E-03  1.71347E-10  3.62999E-13  1.29629E+04
  1.750E-03  2.33223E-10  3.62919E-13  1.29601E+04
  2.000E-03  3.04617E-10  3.62826E-13  1.29568E+04
  2.250E-03  3.85531E-10  3.62721E-13  1.29530E+04
  2.500E-03  4.75965E-10  3.62603E-13  1.29488E+04
  2.750E-03  5.75917E-10  3.62474E-13  1.29442E+04
  3.000E-03  6.85389E-10  3.62332E-13  1.29391E+04
  3.250E-03  8.04380E-10  3.62178E-13  1.29336E+04
  3.500E-03  9.32891E-10  3.62011E-13  1.29277E+04
  3.750E-03  1.07092E-09  3.61833E-13  1.29213E+04
  4.000E-03  1.21847E-09  3.61642E-13  1.29145E+04
  4.250E-03  1.37554E-09  3.61439E-13  1.29072E+04
  4.500E-03  1.54213E-09  3.61225E-13  1.28996E+04
  4.750E-03  1.71823E-09  3.60998E-13  1.28915E+04
  5.000E-03  1.90386E-09  3.60759E-13  1.28829E+04
  5.250E-03  2.09900E-09  3.60509E-13  1.28740E+04
  5.500E-03  2.30367E-09  3.60246E-13  1.28646E+04
  5.750E-03  2.51785E-09  3.59972E-13  1.28548E+04
  6.000E-03  2.74156E-09  3.59686E-13  1.28446E+04
  6.250E-03  2.97478E-09  3.59388E-13  1.28340E+04
  6.500E-03  3.21752E-09  3.59079E-13  1.28229E+04
  6.750E-03  3.46978E-09  3.58758E-13  1.28115E+04
  7.000E-03  3.73156E-09  3.58426E-13  1.27996E+04
  7.250E-03  4.00286E-09  3.58082E-13  1.27873E+04
  7.500E-03  4.28368E-09  3.57727E-13  1.27747E+04
  7.750E-03  4.57402E-09  3.57360E-13  1.27616E+04
  8.000E-03  4.87388E-09  3.56983E-13  1.27481E+04
  8.250E-03  5.18326E-09  3.56594E-13  1.27342E+04
  8.500E-03  5.50215E-09  3.56194E-13  1.27199E+04
  8.750E-03  5.83057E-09  3.55783E-13  1.27052E+04
  9.000E-03  6.16850E-09  3.55361E-13  1.26902E+04
  9.250E-03  6.51596E-09  3.54929E-13  1.26747E+04
  9.500E-03  6.87293E-09  3.54485E-13  1.26589E+04
  9.750E-03  7.23942E-09  3.54031E-13  1.26427E+04
  1.000E-02  7.61544E-09  3.53566E-13  1.26261E+04
  1.250E-02  1.18991E-08  3.48358E-13  1.24401E+04
  1.500E-02  1.71347E-08  3.42198E-13  1.22201E+04
  1.750E-02  2.33223E-08  3.35194E-13  1.19700E+04
  2.000E-02  3.04617E-08  3.27464E-13  1.16940E+04
  2.250E-02  3.85531E-08  3.19127E-13  1.13963E+04
  2.500E-02  4.75965E-08  3.10304E-13  1.10812E+04
  2.750E-02  5.75917E-08  3.01110E-13  1.07528E+04
  3.000E-02  6.85389E-08  2.91654E-13  1.04152E+04
  3.250E-02  8.04380E-08  2.82038E-13  1.00718E+04
  3.500E-02  9.32891E-08  2.72351E-13  9.72583E+03
  3.750E-02  1.07092E-07  2.62673E-13  9.38023E+03
  4.000E-02  1.21847E-07  2.53072E-13  9.03738E+03
  4.250E-02  1.37554E-07  2.43606E-13  8.69933E+03
  4.500E-02  1.54213E-07  2.34321E-13  8.36774E+03
  4.750E-02  1.71823E-07  2.25253E-13  8.04394E+03
  5.000E-02  1.90386E-07  2.16433E-13  7.72895E+03
  5.250E-02  2.09900E-07  2.07879E-13  7.42350E+03
  5.500E-02  2.30367E-07  1.99607E-13  7.12810E+03
  5.750E-02  2.51785E-07  1.91625E-13  6.84307E+03
  6.000E-02  2.74156E-07  1.83938E-13  6.56854E+03
  6.250E-02  2.97478E-07  1.76545E-13  6.30452E+03
  6.500E-02  3.21752E-07  1.69443E-13  6.05092E+03
